timeframe,group,category,year,metric,value,segment,state,region,aggregation,states_included
mid-year,hunt,25-34,2014,participants - recruited,5499.047751191162,age,FL,Southeast,NONE,NA
mid-year,hunt,25-34,2015,participants - recruited,6060.550948796362,age,FL,Southeast,NONE,NA
mid-year,hunt,25-34,2016,participants - recruited,5305.881909885676,age,FL,Southeast,NONE,NA
mid-year,hunt,25-34,2017,participants - recruited,5151.64077083817,age,FL,Southeast,NONE,NA
mid-year,hunt,25-34,2018,participants - recruited,5352.636218475555,age,FL,Southeast,NONE,NA
mid-year,hunt,25-34,2019,participants - recruited,4719.718462258753,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2010,participants,141088.88701765277,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2011,participants,157819.38881079238,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2012,participants,156753.55977857835,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2013,participants,161745.53997841087,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2014,participants,163884.52581985653,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2014,participants - recruited,57523.25913500271,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2010,participants,137493.98157463068,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2011,participants,154694.8007577644,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2012,participants,153723.86271291677,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2013,participants,158894.61867757683,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2014,participants,161142.03069001113,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2014,participants - recruited,57636.18436969479,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2010,participants,17940.268345015018,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2011,participants,17615.490908042164,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2012,participants,16549.204872971426,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2013,participants,17343.501945207714,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2014,participants,16768.560427454006,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2014,participants - recruited,4409.522802240955,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2015,participants,16458.783860351192,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2016,participants,16197.243380555534,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2017,participants,15935.702900759876,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2018,participants,15674.162420964218,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2019,participants,15412.62194116856,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2015,participants - recruited,4328.062807976726,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2016,participants - recruited,4259.2871540166025,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2017,participants - recruited,4190.511500056479,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2018,participants - recruited,4121.735846096356,age,FL,Southeast,NONE,NA
mid-year,hunt,35-44,2019,participants - recruited,4052.9601921362328,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2015,participants,168638.63372775353,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2016,participants,173788.22534281015,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2017,participants,178937.81695786864,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2018,participants,184087.40857292525,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2019,participants,189237.00018798187,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2015,participants - recruited,60317.51830212437,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2016,participants - recruited,62159.38916898093,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2017,participants - recruited,64001.26003583816,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2018,participants - recruited,65843.13090269473,age,FL,Southeast,NONE,NA
mid-year,fish,35-44,2019,participants - recruited,67685.00176955128,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2015,participants,171113.60891266912,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2016,participants,176065.35178987123,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2017,participants,181017.09466707334,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2018,participants,185968.83754427545,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2019,participants,190920.58042147756,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2015,participants - recruited,60060.65806254649,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2016,participants - recruited,61798.713484620326,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2017,participants - recruited,63536.76890669416,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2018,participants - recruited,65274.82432876799,age,FL,Southeast,NONE,NA
mid-year,all_sports,35-44,2019,participants - recruited,67012.87975084182,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2010,participants,169140.82497259436,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2011,participants,188067.81189465275,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2012,participants,187582.6337732065,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2013,participants,195299.75762881542,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2014,participants,196688.64041978773,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2014,participants - recruited,61681.8045975743,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2010,participants,165802.9260556924,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2011,participants,185028.12890731366,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2012,participants,184647.39240222363,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2013,participants,192365.72465643816,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2014,participants,193816.09694107968,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2014,participants - recruited,61715.16141075484,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2010,participants,18784.032041195824,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2011,participants,18721.502876836777,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2012,participants,18361.87987626992,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2013,participants,19350.65032510814,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2014,participants,18506.05814145643,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2014,participants - recruited,3949.929682182313,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2015,participants,18766.784546811185,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2016,participants,18774.10451169044,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2017,participants,18781.424476569693,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2018,participants,18788.744441448947,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2019,participants,18796.064406328205,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2015,participants - recruited,4005.5790786970915,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2016,participants - recruited,4007.141450668912,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2017,participants - recruited,4008.703822640733,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2018,participants - recruited,4010.266194612554,age,FL,Southeast,NONE,NA
mid-year,hunt,45-54,2019,participants - recruited,4011.8285665843755,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2015,participants,203341.2350485213,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2016,participants,209677.6288005095,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2017,participants,216014.02255249955,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2018,participants,222350.4163044896,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2019,participants,228686.81005647965,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2015,participants - recruited,64748.16767307369,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2016,participants - recruited,66765.81001206336,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2017,participants - recruited,68783.45235105364,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2018,participants - recruited,70801.0946900439,age,FL,Southeast,NONE,NA
mid-year,fish,45-54,2019,participants - recruited,72818.73702903416,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2015,participants,206054.20672637783,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2016,participants,212286.96438923106,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2017,participants,218519.72205208614,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2018,participants,224752.47971494123,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2019,participants,230985.23737779632,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2015,participants - recruited,64618.85795071039,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2016,participants - recruited,66573.45857962129,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2017,participants - recruited,68528.05920853277,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2018,participants - recruited,70482.65983744425,age,FL,Southeast,NONE,NA
mid-year,all_sports,45-54,2019,participants - recruited,72437.26046635574,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2010,participants,140370.66040945146,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2011,participants,157346.62788913288,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2012,participants,161937.6881393664,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2013,participants,170311.73068427303,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2014,participants,176007.3760567481,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2014,participants - recruited,52150.46406144814,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2010,participants,138174.24297237516,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2011,participants,155213.11581243438,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2012,participants,159897.12319900887,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2013,participants,168417.8396647347,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2014,participants,173959.207168664,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2014,participants - recruited,52077.812499540676,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2010,participants,12691.440766700043,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2011,participants,12923.475680274561,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2012,participants,13058.510723762332,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2013,participants,13703.085765976548,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2014,participants,13798.567312988873,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2014,participants - recruited,2952.5376197706687,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2015,participants,14133.175003424403,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2016,participants,14432.561321252375,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2017,participants,14731.94763908023,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2018,participants,15031.333956908202,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2019,participants,15330.720274736173,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2015,participants - recruited,3024.135037927662,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2016,participants - recruited,3088.1959905020367,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2017,participants - recruited,3152.2569430763874,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2018,participants - recruited,3216.3178956507622,age,FL,Southeast,NONE,NA
mid-year,hunt,55-64,2019,participants - recruited,3280.3788482251375,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2015,participants,184564.70143691078,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2016,participants,193042.16666139662,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2017,participants,201519.63188588247,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2018,participants,209997.09711037204,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2019,participants,218474.56233485788,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2015,participants - recruited,55252.75765453446,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2016,participants - recruited,57790.63910167224,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2017,participants - recruited,60328.520548810026,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2018,participants - recruited,62866.40199594892,age,FL,Southeast,NONE,NA
mid-year,fish,55-64,2019,participants - recruited,65404.28344308671,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2015,participants,186466.37686271966,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2016,participants,194890.2302716896,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2017,participants,203314.08368066326,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2018,participants,211737.93708963692,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2019,participants,220161.7904986106,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2015,participants - recruited,55249.43501295313,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2016,participants - recruited,57745.397820339975,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2017,participants - recruited,60241.36062772793,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2018,participants - recruited,62737.32343511589,age,FL,Southeast,NONE,NA
mid-year,all_sports,55-64,2019,participants - recruited,65233.28624250384,age,FL,Southeast,NONE,NA
mid-year,all_sports,all,2010,participants,635498,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2011,participants,722658,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2012,participants,730908,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2013,participants,772300,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2014,participants,790769,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2014,participants - recruited,282120,all,FL,Southeast,NONE,NA
mid-year,fish,all,2010,participants,622060,all,FL,Southeast,NONE,NA
mid-year,fish,all,2011,participants,710492,all,FL,Southeast,NONE,NA
mid-year,fish,all,2012,participants,718919,all,FL,Southeast,NONE,NA
mid-year,fish,all,2013,participants,760331,all,FL,Southeast,NONE,NA
mid-year,fish,all,2014,participants,778689,all,FL,Southeast,NONE,NA
mid-year,fish,all,2014,participants - recruited,282526,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2010,participants,71936,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2011,participants,71748,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2012,participants,70656,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2013,participants,76137,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2014,participants,75146,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2014,participants - recruited,20461,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2015,participants,76367.29999999981,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2016,participants,77448.19999999972,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2017,participants,78529.09999999963,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2018,participants,79609.99999999953,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2019,participants,80690.89999999944,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2015,participants - recruited,20793.539580283665,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2016,participants - recruited,21087.85058685751,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2017,participants - recruited,21382.161593431352,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2018,participants - recruited,21676.4726000052,all,FL,Southeast,NONE,NA
mid-year,hunt,all,2019,participants - recruited,21970.783606579043,all,FL,Southeast,NONE,NA
mid-year,fish,all,2015,participants,827027.3000000119,all,FL,Southeast,NONE,NA
mid-year,fish,all,2016,participants,863337.0000000149,all,FL,Southeast,NONE,NA
mid-year,fish,all,2017,participants,899646.700000003,all,FL,Southeast,NONE,NA
mid-year,fish,all,2018,participants,935956.400000006,all,FL,Southeast,NONE,NA
mid-year,fish,all,2019,participants,972266.1000000089,all,FL,Southeast,NONE,NA
mid-year,fish,all,2015,participants - recruited,300064.22969863884,all,FL,Southeast,NONE,NA
mid-year,fish,all,2016,participants - recruited,313238.21096998185,all,FL,Southeast,NONE,NA
mid-year,fish,all,2017,participants - recruited,326412.1922413195,all,FL,Southeast,NONE,NA
mid-year,fish,all,2018,participants - recruited,339586.1735126626,all,FL,Southeast,NONE,NA
mid-year,fish,all,2019,participants - recruited,352760.1547840056,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2015,participants,838481.8000000119,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2016,participants,874500.200000003,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2017,participants,910518.6000000089,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2018,participants,946537,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2019,participants,982555.400000006,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2015,participants - recruited,299142.3353925146,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2016,participants - recruited,311992.4989775786,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2017,participants - recruited,324842.6625626479,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2018,participants - recruited,337692.82614771195,all,FL,Southeast,NONE,NA
mid-year,all_sports,all,2019,participants - recruited,350542.98973278125,all,FL,Southeast,NONE,NA
mid-year,all_sports,female,2010,participants,133405,gender,FL,Southeast,NONE,NA
mid-year,all_sports,female,2011,participants,163928,gender,FL,Southeast,NONE,NA
mid-year,all_sports,female,2012,participants,165728,gender,FL,Southeast,NONE,NA
mid-year,all_sports,female,2013,participants,175477,gender,FL,Southeast,NONE,NA
mid-year,all_sports,female,2014,participants,183186,gender,FL,Southeast,NONE,NA
mid-year,all_sports,female,2014,participants - recruited,78306,gender,FL,Southeast,NONE,NA
mid-year,fish,female,2010,participants,132213,gender,FL,Southeast,NONE,NA
mid-year,fish,female,2011,participants,162789,gender,FL,Southeast,NONE,NA
mid-year,fish,female,2012,participants,164552,gender,FL,Southeast,NONE,NA
mid-year,fish,female,2013,participants,174291,gender,FL,Southeast,NONE,NA
mid-year,fish,female,2014,participants,181872,gender,FL,Southeast,NONE,NA
mid-year,fish,female,2014,participants - recruited,78415,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2010,participants,5169,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2011,participants,5374,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2012,participants,5482,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2013,participants,6518,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2014,participants,6795,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2014,participants - recruited,2747,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2015,participants,7186.40000000014,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2016,participants,7626.000000000116,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2017,participants,8065.600000000093,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2018,participants,8505.20000000007,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2019,participants,8944.79999999993,gender,FL,Southeast,NONE,NA
mid-year,hunt,female,2015,participants - recruited,2905.2304341428085,gender,FL,Southeast,NONE,NA
