timeframe,group,category,year,metric,value,segment,state,region,aggregation,states_included
mid-year,fish,55-64,2014,participants,117388,age,MO,Midwest,NONE,NA
mid-year,fish,55-64,2015,participants,116800,age,MO,Midwest,NONE,NA
mid-year,fish,55-64,2016,participants,123462,age,MO,Midwest,NONE,NA
mid-year,fish,55-64,2017,participants,120076,age,MO,Midwest,NONE,NA
mid-year,fish,55-64,2018,participants,121093,age,MO,Midwest,NONE,NA
mid-year,fish,55-64,2019,participants,114871,age,MO,Midwest,NONE,NA
mid-year,fish,all,2013,participants - recruited,94457,all,MO,Midwest,NONE,NA
mid-year,fish,all,2014,participants - recruited,103214,all,MO,Midwest,NONE,NA
mid-year,fish,all,2015,participants - recruited,96257,all,MO,Midwest,NONE,NA
mid-year,fish,all,2016,participants - recruited,105924,all,MO,Midwest,NONE,NA
mid-year,fish,all,2017,participants - recruited,95468,all,MO,Midwest,NONE,NA
mid-year,fish,all,2018,participants - recruited,88238,all,MO,Midwest,NONE,NA
mid-year,fish,all,2019,participants - recruited,80629,all,MO,Midwest,NONE,NA
mid-year,fish,resident,2013,participants - recruited,59962,residency,MO,Midwest,NONE,NA
mid-year,fish,resident,2014,participants - recruited,66233,residency,MO,Midwest,NONE,NA
mid-year,fish,resident,2015,participants - recruited,60904,residency,MO,Midwest,NONE,NA
mid-year,fish,resident,2016,participants - recruited,68413,residency,MO,Midwest,NONE,NA
mid-year,fish,resident,2017,participants - recruited,60598,residency,MO,Midwest,NONE,NA
mid-year,fish,resident,2018,participants - recruited,54745,residency,MO,Midwest,NONE,NA
mid-year,fish,resident,2019,participants - recruited,50988,residency,MO,Midwest,NONE,NA
mid-year,fish,nonresident,2013,participants - recruited,34495,residency,MO,Midwest,NONE,NA
mid-year,fish,nonresident,2014,participants - recruited,36981,residency,MO,Midwest,NONE,NA
mid-year,fish,nonresident,2015,participants - recruited,35353,residency,MO,Midwest,NONE,NA
mid-year,fish,nonresident,2016,participants - recruited,37511,residency,MO,Midwest,NONE,NA
mid-year,fish,nonresident,2017,participants - recruited,34870,residency,MO,Midwest,NONE,NA
mid-year,fish,nonresident,2018,participants - recruited,33493,residency,MO,Midwest,NONE,NA
mid-year,fish,nonresident,2019,participants - recruited,29641,residency,MO,Midwest,NONE,NA
mid-year,fish,male,2013,participants - recruited,57412,gender,MO,Midwest,NONE,NA
mid-year,fish,male,2014,participants - recruited,61643,gender,MO,Midwest,NONE,NA
mid-year,fish,male,2015,participants - recruited,58170,gender,MO,Midwest,NONE,NA
mid-year,fish,male,2016,participants - recruited,68592,gender,MO,Midwest,NONE,NA
mid-year,fish,male,2017,participants - recruited,62995,gender,MO,Midwest,NONE,NA
mid-year,fish,male,2018,participants - recruited,58238,gender,MO,Midwest,NONE,NA
mid-year,fish,male,2019,participants - recruited,51788,gender,MO,Midwest,NONE,NA
mid-year,fish,female,2013,participants - recruited,37045,gender,MO,Midwest,NONE,NA
mid-year,fish,female,2014,participants - recruited,41571,gender,MO,Midwest,NONE,NA
mid-year,fish,female,2015,participants - recruited,38087,gender,MO,Midwest,NONE,NA
mid-year,fish,female,2016,participants - recruited,37332,gender,MO,Midwest,NONE,NA
mid-year,fish,female,2017,participants - recruited,32473,gender,MO,Midwest,NONE,NA
mid-year,fish,female,2018,participants - recruited,3e4,gender,MO,Midwest,NONE,NA
mid-year,fish,female,2019,participants - recruited,28841,gender,MO,Midwest,NONE,NA
mid-year,fish,18-24,2013,participants - recruited,22194,age,MO,Midwest,NONE,NA
mid-year,fish,18-24,2014,participants - recruited,24017,age,MO,Midwest,NONE,NA
mid-year,fish,18-24,2015,participants - recruited,21455,age,MO,Midwest,NONE,NA
mid-year,fish,18-24,2016,participants - recruited,23216,age,MO,Midwest,NONE,NA
mid-year,fish,18-24,2017,participants - recruited,20139,age,MO,Midwest,NONE,NA
mid-year,fish,18-24,2018,participants - recruited,17913,age,MO,Midwest,NONE,NA
mid-year,fish,18-24,2019,participants - recruited,17348,age,MO,Midwest,NONE,NA
mid-year,fish,25-34,2013,participants - recruited,23813,age,MO,Midwest,NONE,NA
mid-year,fish,25-34,2014,participants - recruited,26286,age,MO,Midwest,NONE,NA
mid-year,fish,25-34,2015,participants - recruited,24501,age,MO,Midwest,NONE,NA
mid-year,fish,25-34,2016,participants - recruited,26462,age,MO,Midwest,NONE,NA
mid-year,fish,25-34,2017,participants - recruited,23324,age,MO,Midwest,NONE,NA
mid-year,fish,25-34,2018,participants - recruited,21193,age,MO,Midwest,NONE,NA
mid-year,fish,25-34,2019,participants - recruited,19184,age,MO,Midwest,NONE,NA
mid-year,fish,35-44,2013,participants - recruited,18336,age,MO,Midwest,NONE,NA
mid-year,fish,35-44,2014,participants - recruited,20236,age,MO,Midwest,NONE,NA
mid-year,fish,35-44,2015,participants - recruited,18992,age,MO,Midwest,NONE,NA
mid-year,fish,35-44,2016,participants - recruited,21024,age,MO,Midwest,NONE,NA
mid-year,fish,35-44,2017,participants - recruited,19707,age,MO,Midwest,NONE,NA
mid-year,fish,35-44,2018,participants - recruited,18703,age,MO,Midwest,NONE,NA
mid-year,fish,35-44,2019,participants - recruited,17079,age,MO,Midwest,NONE,NA
mid-year,fish,45-54,2013,participants - recruited,17047,age,MO,Midwest,NONE,NA
mid-year,fish,45-54,2014,participants - recruited,18279,age,MO,Midwest,NONE,NA
