timeframe,group,category,year,metric,value,segment,state,region,aggregation,states_included
mid-year,hunt,55-64,2019,participants - recruited,2102,age,VA,Southeast,NONE,NA
mid-year,fish,all,2010,participants,294028,all,VA,Southeast,NONE,NA
mid-year,fish,all,2011,participants,286146,all,VA,Southeast,NONE,NA
mid-year,fish,all,2012,participants,294061,all,VA,Southeast,NONE,NA
mid-year,fish,all,2013,participants,279864,all,VA,Southeast,NONE,NA
mid-year,fish,all,2014,participants,287345,all,VA,Southeast,NONE,NA
mid-year,fish,all,2015,participants,277355,all,VA,Southeast,NONE,NA
mid-year,fish,all,2016,participants,275262,all,VA,Southeast,NONE,NA
mid-year,fish,all,2017,participants,258408,all,VA,Southeast,NONE,NA
mid-year,fish,all,2018,participants,241684,all,VA,Southeast,NONE,NA
mid-year,fish,all,2019,participants,257603,all,VA,Southeast,NONE,NA
mid-year,fish,resident,2010,participants,258284,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2011,participants,252559,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2012,participants,259550,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2013,participants,249388,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2014,participants,254554,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2015,participants,243869,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2016,participants,240938,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2017,participants,225764,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2018,participants,210697,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2019,participants,222357,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2010,participants,35744,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2011,participants,33587,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2012,participants,34511,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2013,participants,30476,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2014,participants,32791,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2015,participants,33486,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2016,participants,34324,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2017,participants,32644,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2018,participants,30987,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2019,participants,35246,residency,VA,Southeast,NONE,NA
mid-year,fish,male,2010,participants,235600,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2011,participants,228961,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2012,participants,233864,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2013,participants,223010,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2014,participants,225871,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2015,participants,218930,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2016,participants,216141,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2017,participants,204062,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2018,participants,191595,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2019,participants,203394,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2010,participants,58428,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2011,participants,57185,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2012,participants,60197,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2013,participants,56854,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2014,participants,61474,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2015,participants,58425,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2016,participants,59121,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2017,participants,54346,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2018,participants,50089,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2019,participants,54209,gender,VA,Southeast,NONE,NA
mid-year,fish,18-24,2010,participants,40775,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2011,participants,40486,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2012,participants,43081,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2013,participants,43021,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2014,participants,44882,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2015,participants,43182,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2016,participants,42721,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2017,participants,37669,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2018,participants,33866,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2019,participants,36556,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2010,participants,63267,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2011,participants,61072,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2012,participants,63522,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2013,participants,60989,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2014,participants,63767,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2015,participants,62035,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2016,participants,61803,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2017,participants,56532,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2018,participants,51823,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2019,participants,56027,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2010,participants,68457,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2011,participants,64947,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2012,participants,65028,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2013,participants,60336,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2014,participants,61278,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2015,participants,57410,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2016,participants,56474,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2017,participants,53631,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2018,participants,50029,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2019,participants,54165,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2010,participants,72201,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2011,participants,69643,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2012,participants,70435,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2013,participants,65352,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2014,participants,65695,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2015,participants,62396,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2016,participants,60744,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2017,participants,57671,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2018,participants,53459,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2019,participants,55311,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2010,participants,49327,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2011,participants,49998,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2012,participants,51995,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2013,participants,50166,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2014,participants,51722,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2015,participants,52332,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2016,participants,53519,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2017,participants,52905,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2018,participants,52506,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2019,participants,55544,age,VA,Southeast,NONE,NA
mid-year,fish,all,2014,participants - recruited,82266,all,VA,Southeast,NONE,NA
mid-year,fish,all,2015,participants - recruited,78074,all,VA,Southeast,NONE,NA
mid-year,fish,all,2016,participants - recruited,79308,all,VA,Southeast,NONE,NA
mid-year,fish,all,2017,participants - recruited,72517,all,VA,Southeast,NONE,NA
mid-year,fish,all,2018,participants - recruited,62089,all,VA,Southeast,NONE,NA
mid-year,fish,all,2019,participants - recruited,70848,all,VA,Southeast,NONE,NA
mid-year,fish,resident,2014,participants - recruited,64943,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2015,participants - recruited,60154,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2016,participants - recruited,60522,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2017,participants - recruited,54928,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2018,participants - recruited,45876,residency,VA,Southeast,NONE,NA
mid-year,fish,resident,2019,participants - recruited,51376,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2014,participants - recruited,17323,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2015,participants - recruited,17920,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2016,participants - recruited,18786,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2017,participants - recruited,17589,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2018,participants - recruited,16213,residency,VA,Southeast,NONE,NA
mid-year,fish,nonresident,2019,participants - recruited,19472,residency,VA,Southeast,NONE,NA
mid-year,fish,male,2014,participants - recruited,55995,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2015,participants - recruited,53894,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2016,participants - recruited,54423,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2017,participants - recruited,50304,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2018,participants - recruited,43444,gender,VA,Southeast,NONE,NA
mid-year,fish,male,2019,participants - recruited,49521,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2014,participants - recruited,26271,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2015,participants - recruited,24180,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2016,participants - recruited,24885,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2017,participants - recruited,22213,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2018,participants - recruited,18645,gender,VA,Southeast,NONE,NA
mid-year,fish,female,2019,participants - recruited,21327,gender,VA,Southeast,NONE,NA
mid-year,fish,18-24,2014,participants - recruited,18694,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2015,participants - recruited,17359,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2016,participants - recruited,17231,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2017,participants - recruited,14574,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2018,participants - recruited,12556,age,VA,Southeast,NONE,NA
mid-year,fish,18-24,2019,participants - recruited,14521,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2014,participants - recruited,22349,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2015,participants - recruited,21357,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2016,participants - recruited,21433,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2017,participants - recruited,19111,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2018,participants - recruited,16196,age,VA,Southeast,NONE,NA
mid-year,fish,25-34,2019,participants - recruited,18507,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2014,participants - recruited,17038,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2015,participants - recruited,15885,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2016,participants - recruited,16113,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2017,participants - recruited,15471,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2018,participants - recruited,13050,age,VA,Southeast,NONE,NA
mid-year,fish,35-44,2019,participants - recruited,15237,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2014,participants - recruited,14506,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2015,participants - recruited,13736,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2016,participants - recruited,14056,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2017,participants - recruited,13217,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2018,participants - recruited,11192,age,VA,Southeast,NONE,NA
mid-year,fish,45-54,2019,participants - recruited,12270,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2014,participants - recruited,9679,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2015,participants - recruited,9737,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2016,participants - recruited,10475,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2017,participants - recruited,10143,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2018,participants - recruited,9095,age,VA,Southeast,NONE,NA
mid-year,fish,55-64,2019,participants - recruited,10313,age,VA,Southeast,NONE,NA
mid-year,all_sports,all,2010,participants,299165,all,VA,Southeast,NONE,NA
mid-year,all_sports,all,2011,participants,291916,all,VA,Southeast,NONE,NA
mid-year,all_sports,all,2012,participants,300101,all,VA,Southeast,NONE,NA
mid-year,all_sports,all,2013,participants,286045,all,VA,Southeast,NONE,NA
mid-year,all_sports,all,2014,participants,292932,all,VA,Southeast,NONE,NA
mid-year,all_sports,all,2015,participants,282929,all,VA,Southeast,NONE,NA
mid-year,all_sports,all,2016,participants,280825,all,VA,Southeast,NONE,NA
mid-year,all_sports,all,2017,participants,263850,all,VA,Southeast,NONE,NA
mid-year,all_sports,all,2018,participants,246929,all,VA,Southeast,NONE,NA
mid-year,all_sports,all,2019,participants,264259,all,VA,Southeast,NONE,NA
mid-year,all_sports,resident,2010,participants,261715,residency,VA,Southeast,NONE,NA
mid-year,all_sports,resident,2011,participants,256438,residency,VA,Southeast,NONE,NA
mid-year,all_sports,resident,2012,participants,263761,residency,VA,Southeast,NONE,NA
mid-year,all_sports,resident,2013,participants,253623,residency,VA,Southeast,NONE,NA
mid-year,all_sports,resident,2014,participants,258252,residency,VA,Southeast,NONE,NA
mid-year,all_sports,resident,2015,participants,247285,residency,VA,Southeast,NONE,NA
mid-year,all_sports,resident,2016,participants,244314,residency,VA,Southeast,NONE,NA
mid-year,all_sports,resident,2017,participants,229188,residency,VA,Southeast,NONE,NA
mid-year,all_sports,resident,2018,participants,213912,residency,VA,Southeast,NONE,NA
mid-year,all_sports,resident,2019,participants,226648,residency,VA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2010,participants,37450,residency,VA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2011,participants,35478,residency,VA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2012,participants,36340,residency,VA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2013,participants,32422,residency,VA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2014,participants,34680,residency,VA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2015,participants,35644,residency,VA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2016,participants,36511,residency,VA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2017,participants,34662,residency,VA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2018,participants,33017,residency,VA,Southeast,NONE,NA
mid-year,all_sports,nonresident,2019,participants,37611,residency,VA,Southeast,NONE,NA
