state,year,sex,age,pop
Idaho,2009,2,40 to 44 years,49136.78076194805
Idaho,2009,2,45 to 49 years,53558.408900462855
Idaho,2009,2,5 to 9 years,58659.11278578619
Idaho,2009,2,50 to 54 years,52846.75380748062
Idaho,2009,2,55 to 59 years,47600.46096894347
Idaho,2009,2,60 and 61 years,17530.74255516614
Idaho,2009,2,62 to 64 years,21137.887039337904
Idaho,2009,2,65 and 66 years,13096.897161836183
Idaho,2009,2,67 to 69 years,17034.92563058481
Idaho,2009,2,70 to 74 years,22161.08213010636
Idaho,2009,2,75 to 79 years,18870.56816656045
Idaho,2009,2,80 to 84 years,14515.116824961013
Idaho,2009,2,85 years and over,15290.912505722763
Idaho,2009,2,Under 5 years,59251.64964432075
Idaho,2010,1,10 to 14 years,61773.43419721154
Idaho,2010,1,15 to 17 years,37214.883006057775
Idaho,2010,1,18 and 19 years,23588.390168437585
Idaho,2010,1,20 years,9767.453605161654
Idaho,2010,1,21 years,10689.260897159216
Idaho,2010,1,22 to 24 years,37010.15125258957
Idaho,2010,1,25 to 29 years,54708.64549838649
Idaho,2010,1,30 to 34 years,51008.04189424003
Idaho,2010,1,35 to 39 years,49971.008690742776
Idaho,2010,1,40 to 44 years,50222.03656936711
Idaho,2010,1,45 to 49 years,53830.04792320132
Idaho,2010,1,5 to 9 years,59718.91504306073
Idaho,2010,1,50 to 54 years,51984.3757336437
Idaho,2010,1,55 to 59 years,46700.44464915768
Idaho,2010,1,60 and 61 years,17591.498756547204
Idaho,2010,1,62 to 64 years,21695.39305094259
Idaho,2010,1,65 and 66 years,12807.56582374736
Idaho,2010,1,67 to 69 years,16101.792329301144
Idaho,2010,1,70 to 74 years,21973.169801879358
Idaho,2010,1,75 to 79 years,15110.026448178769
Idaho,2010,1,80 to 84 years,11557.570444531919
Idaho,2010,1,85 years and over,8698.527515445734
Idaho,2010,1,Under 5 years,62724.04796708403
Idaho,2010,2,10 to 14 years,56261.108895288635
Idaho,2010,2,15 to 17 years,34444.31711615886
Idaho,2010,2,18 and 19 years,23779.747485749576
Idaho,2010,2,20 years,10885.762228377445
Idaho,2010,2,21 years,11117.242854158083
Idaho,2010,2,22 to 24 years,32580.126476538793
Idaho,2010,2,25 to 29 years,52608.85902186079
Idaho,2010,2,30 to 34 years,48685.00521418368
Idaho,2010,2,35 to 39 years,48431.91972999685
Idaho,2010,2,40 to 44 years,49653.10863133737
Idaho,2010,2,45 to 49 years,54121.19911029429
Idaho,2010,2,5 to 9 years,59275.50104434315
Idaho,2010,2,50 to 54 years,53402.06596620245
Idaho,2010,2,55 to 59 years,48100.64523443522
Idaho,2010,2,60 and 61 years,17714.955090296877
Idaho,2010,2,62 to 64 years,21360.00334425598
Idaho,2010,2,65 and 66 years,13234.51897796498
Idaho,2010,2,67 to 69 years,17213.92813582945
Idaho,2010,2,70 to 74 years,22393.950139409495
Idaho,2010,2,75 to 79 years,19068.859550418292
Idaho,2010,2,80 to 84 years,14667.64125224244
Idaho,2010,2,85 years and over,15451.588971552865
Idaho,2010,2,Under 5 years,59874.26426302907
Idaho,2011,1,10 to 14 years,62298.09777501359
Idaho,2011,1,15 to 17 years,37287.71115370645
Idaho,2011,1,18 and 19 years,23267.139376007668
Idaho,2011,1,20 years,10821.212384361932
Idaho,2011,1,21 years,10781.360893994593
Idaho,2011,1,22 to 24 years,35811.16234394224
Idaho,2011,1,25 to 29 years,55079.868853093605
Idaho,2011,1,30 to 34 years,52416.97183008632
Idaho,2011,1,35 to 39 years,49320.81757847001
Idaho,2011,1,40 to 44 years,50077.99589544944
Idaho,2011,1,45 to 49 years,52871.68755350851
Idaho,2011,1,5 to 9 years,60572.22169218193
Idaho,2011,1,50 to 54 years,52312.74485527943
Idaho,2011,1,55 to 59 years,47882.076592900456
Idaho,2011,1,60 and 61 years,17994.480650482874
Idaho,2011,1,62 to 64 years,23133.279241696866
Idaho,2011,1,65 and 66 years,13149.969988135383
Idaho,2011,1,67 to 69 years,16947.10173698231
Idaho,2011,1,70 to 74 years,22837.96947974402
Idaho,2011,1,75 to 79 years,15679.006876831869
Idaho,2011,1,80 to 84 years,11556.932206528183
Idaho,2011,1,85 years and over,8936.952173147258
Idaho,2011,1,Under 5 years,62895.87013052367
Idaho,2011,2,10 to 14 years,56355.11654484844
Idaho,2011,2,15 to 17 years,33729.68834706355
Idaho,2011,2,18 and 19 years,24010.012029778314
Idaho,2011,2,20 years,10773.186229303858
Idaho,2011,2,21 years,11376.067750245647
Idaho,2011,2,22 to 24 years,31979.288270159683
Idaho,2011,2,25 to 29 years,52736.80558611136
Idaho,2011,2,30 to 34 years,49945.157594224984
Idaho,2011,2,35 to 39 years,47923.971749440476
Idaho,2011,2,40 to 44 years,49486.35453845742
Idaho,2011,2,45 to 49 years,53116.92749423059
Idaho,2011,2,5 to 9 years,60184.946952458304
Idaho,2011,2,50 to 54 years,53710.612517395304
Idaho,2011,2,55 to 59 years,49077.62130392061
Idaho,2011,2,60 and 61 years,18306.139741817187
Idaho,2011,2,62 to 64 years,22784.83415925424
Idaho,2011,2,65 and 66 years,13496.371404405327
Idaho,2011,2,67 to 69 years,18089.51112751268
Idaho,2011,2,70 to 74 years,23329.47119427453
Idaho,2011,2,75 to 79 years,19274.837507669417
Idaho,2011,2,80 to 84 years,14887.086234916807
Idaho,2011,2,85 years and over,15557.40873955717
Idaho,2011,2,Under 5 years,59763.951720885394
Idaho,2012,1,10 to 14 years,62158.783445369096
Idaho,2012,1,15 to 17 years,36830.01032144982
Idaho,2012,1,18 and 19 years,23369.838280064523
Idaho,2012,1,20 years,10990.387695392852
Idaho,2012,1,21 years,11406.59774793134
Idaho,2012,1,22 to 24 years,34910.76298871733
Idaho,2012,1,25 to 29 years,55293.86164970982
Idaho,2012,1,30 to 34 years,53029.63825876083
Idaho,2012,1,35 to 39 years,50409.24489620188
Idaho,2012,1,40 to 44 years,48917.40152940134
Idaho,2012,1,45 to 49 years,52117.843131439346
Idaho,2012,1,5 to 9 years,61427.10856083322
Idaho,2012,1,50 to 54 years,52542.19421190035
Idaho,2012,1,55 to 59 years,48560.21392930107
Idaho,2012,1,60 and 61 years,18483.186269575963
Idaho,2012,1,62 to 64 years,24674.43800464727
Idaho,2012,1,65 and 66 years,13895.717035239759
Idaho,2012,1,67 to 69 years,18102.593214198467
Idaho,2012,1,70 to 74 years,23551.99377983076
Idaho,2012,1,75 to 79 years,16186.398766936918
Idaho,2012,1,80 to 84 years,11418.809289815112
Idaho,2012,1,85 years and over,9324.529856748584
Idaho,2012,1,Under 5 years,62207.62961290417
Idaho,2012,2,10 to 14 years,57886.77904303028
Idaho,2012,2,15 to 17 years,33722.1729120304
Idaho,2012,2,18 and 19 years,23106.27250107316
Idaho,2012,2,20 years,10868.272276555155
Idaho,2012,2,21 years,11571.453563362234
Idaho,2012,2,22 to 24 years,32335.145279732213
Idaho,2012,2,25 to 29 years,52978.75683424512
Idaho,2012,2,30 to 34 years,50840.71937609508
Idaho,2012,2,35 to 39 years,47884.50861173247
Idaho,2012,2,40 to 44 years,48764.757255854216
Idaho,2012,2,45 to 49 years,52194.165268212906
Idaho,2012,2,5 to 9 years,59591.306764306486
Idaho,2012,2,50 to 54 years,53893.604847037546
Idaho,2012,2,55 to 59 years,49554.436964338
Idaho,2012,2,60 and 61 years,19297.289061827283
Idaho,2012,2,62 to 64 years,23977.362488782073
Idaho,2012,2,65 and 66 years,14384.178710590553
Idaho,2012,2,67 to 69 years,19384.8051119943
Idaho,2012,2,70 to 74 years,23794.189360525525
Idaho,2012,2,75 to 79 years,19255.566293724405
Idaho,2012,2,80 to 84 years,15070.060313062293
Idaho,2012,2,85 years and over,15774.259228359686
Idaho,2012,2,Under 5 years,59501.75545715884
Idaho,2013,1,10 to 14 years,63600.598579985395
Idaho,2013,1,15 to 17 years,36735.04784117865
Idaho,2013,1,18 and 19 years,22931.797382029654
Idaho,2013,1,20 years,11130.537311698385
Idaho,2013,1,21 years,11810.4201687041
Idaho,2013,1,22 to 24 years,34561.05116069331
Idaho,2013,1,25 to 29 years,55194.68163985034
Idaho,2013,1,30 to 34 years,54085.29194802964
Idaho,2013,1,35 to 39 years,50025.332791449095
Idaho,2013,1,40 to 44 years,49829.91735949535
Idaho,2013,1,45 to 49 years,51010.55226088253
Idaho,2013,1,5 to 9 years,61600.643768583854
Idaho,2013,1,50 to 54 years,52873.1055966916
Idaho,2013,1,55 to 59 years,49207.03067014281
Idaho,2013,1,60 and 61 years,18894.22957702714
Idaho,2013,1,62 to 64 years,26333.247244474423
Idaho,2013,1,65 and 66 years,15152.838286079512
Idaho,2013,1,67 to 69 years,18796.52186105027
Idaho,2013,1,70 to 74 years,24686.465114780935
Idaho,2013,1,75 to 79 years,16835.243020556234
Idaho,2013,1,80 to 84 years,11643.502820576949
Idaho,2013,1,85 years and over,9425.74122564363
Idaho,2013,1,Under 5 years,61463.24229299138
Idaho,2013,2,10 to 14 years,58849.56089061012
Idaho,2013,2,15 to 17 years,33659.29036532345
Idaho,2013,2,18 and 19 years,23009.149323844675
Idaho,2013,2,20 years,11472.514317617428
Idaho,2013,2,21 years,11307.63254690646
Idaho,2013,2,22 to 24 years,31941.263026063494
Idaho,2013,2,25 to 29 years,52595.24927938238
Idaho,2013,2,30 to 34 years,52167.77802198358
Idaho,2013,2,35 to 39 years,47435.060529353956
Idaho,2013,2,40 to 44 years,49561.22114055896
Idaho,2013,2,45 to 49 years,51108.259976859394
Idaho,2013,2,5 to 9 years,60319.24778509553
Idaho,2013,2,50 to 54 years,54198.2664946279
Idaho,2013,2,55 to 59 years,50575.95648252708
Idaho,2013,2,60 and 61 years,19825.506244931676
Idaho,2013,2,62 to 64 years,25658.45333100917
Idaho,2013,2,65 and 66 years,14903.480052596877
Idaho,2013,2,67 to 69 years,19735.940838619546
Idaho,2013,2,70 to 74 years,26016.71495625769
Idaho,2013,2,75 to 79 years,19686.06919192302
Idaho,2013,2,80 to 84 years,15174.211848949451
Idaho,2013,2,85 years and over,16115.666403934913
Idaho,2013,2,Under 5 years,58386.46702842808
Idaho,2014,1,10 to 14 years,64258.97303221579
Idaho,2014,1,15 to 17 years,36782.799874833065
Idaho,2014,1,18 and 19 years,22621.916630821324
Idaho,2014,1,20 years,12171.851887257231
Idaho,2014,1,21 years,11721.004779726209
Idaho,2014,1,22 to 24 years,34510.204047730986
Idaho,2014,1,25 to 29 years,55370.552907724086
Idaho,2014,1,30 to 34 years,54803.42396702895
Idaho,2014,1,35 to 39 years,50098.089788204044
Idaho,2014,1,40 to 44 years,50962.04340829178
Idaho,2014,1,45 to 49 years,50067.48930579244
Idaho,2014,1,5 to 9 years,62758.52937796662
Idaho,2014,1,50 to 54 years,53184.658447454894
Idaho,2014,1,55 to 59 years,49917.54694197556
Idaho,2014,1,60 and 61 years,19635.309547448396
Idaho,2014,1,62 to 64 years,26909.04421668759
Idaho,2014,1,65 and 66 years,16010.172397753247
Idaho,2014,1,67 to 69 years,20259.559388645197
Idaho,2014,1,70 to 74 years,25916.568570471107
Idaho,2014,1,75 to 79 years,17679.93872134665
Idaho,2014,1,80 to 84 years,11622.063219928676
Idaho,2014,1,85 years and over,9917.616349602116
Idaho,2014,1,Under 5 years,60545.09448352698
Idaho,2014,2,10 to 14 years,60367.611685539654
Idaho,2014,2,15 to 17 years,34262.34014019697
Idaho,2014,2,18 and 19 years,22544.395408711916
Idaho,2014,2,20 years,12232.03283600006
Idaho,2014,2,21 years,11522.101644050757
Idaho,2014,2,22 to 24 years,31216.572124161594
Idaho,2014,2,25 to 29 years,52707.29092183381
Idaho,2014,2,30 to 34 years,53360.10121328145
Idaho,2014,2,35 to 39 years,47752.05280331411
Idaho,2014,2,40 to 44 years,50371.454097747745
Idaho,2014,2,45 to 49 years,50011.38842137116
Idaho,2014,2,5 to 9 years,60054.46674886087
Idaho,2014,2,50 to 54 years,54065.9523409092
Idaho,2014,2,55 to 59 years,51521.012220343815
Idaho,2014,2,60 and 61 years,20591.06461477095
Idaho,2014,2,62 to 64 years,26812.14268905083
Idaho,2014,2,65 and 66 years,15859.210017855981
Idaho,2014,2,67 to 69 years,20935.83004994173
Idaho,2014,2,70 to 74 years,27597.555070948765
Idaho,2014,2,75 to 79 years,19930.094194680216
Idaho,2014,2,80 to 84 years,15694.987428913686
Idaho,2014,2,85 years and over,16248.856160563788
Idaho,2014,2,Under 5 years,58096.03587451796
Idaho,2015,1,10 to 14 years,63880.8708586883
Idaho,2015,1,15 to 17 years,37159.97498309669
Idaho,2015,1,18 and 19 years,22833.569979716023
Idaho,2015,1,20 years,12161.557809330629
Idaho,2015,1,21 years,11746.773495605139
Idaho,2015,1,22 to 24 years,35343.50574712644
Idaho,2015,1,25 to 29 years,55166.313725490196
Idaho,2015,1,30 to 34 years,55390.052062204195
Idaho,2015,1,35 to 39 years,52355.792427315755
Idaho,2015,1,40 to 44 years,50175.620689655174
Idaho,2015,1,45 to 49 years,49439.02096010818
Idaho,2015,1,5 to 9 years,64472.398242055446
Idaho,2015,1,50 to 54 years,52925.86544962813
Idaho,2015,1,55 to 59 years,50291.06558485463
Idaho,2015,1,60 and 61 years,20165.056118999324
Idaho,2015,1,62 to 64 years,28202.268424611222
Idaho,2015,1,65 and 66 years,17388.248816768086
Idaho,2015,1,67 to 69 years,21879.361730899258
Idaho,2015,1,70 to 74 years,26810.799864773497
Idaho,2015,1,75 to 79 years,18802.193373901286
Idaho,2015,1,80 to 84 years,11905.127112914131
Idaho,2015,1,85 years and over,9886.373901284653
Idaho,2015,1,Under 5 years,59617.58282623394
Idaho,2015,2,10 to 14 years,61176.59972954699
Idaho,2015,2,15 to 17 years,34415.86004056795
Idaho,2015,2,18 and 19 years,22589.398918187966
Idaho,2015,2,20 years,12267.807978363759
Idaho,2015,2,21 years,11719.189317106153
Idaho,2015,2,22 to 24 years,30869.76064908722
Idaho,2015,2,25 to 29 years,53203.750507099394
Idaho,2015,2,30 to 34 years,53218.053414469236
Idaho,2015,2,35 to 39 years,48835.2339418526
Idaho,2015,2,40 to 44 years,50931.63150777552
Idaho,2015,2,45 to 49 years,49332.770791075054
Idaho,2015,2,5 to 9 years,60518.665990534144
Idaho,2015,2,50 to 54 years,54130.37457741718
Idaho,2015,2,55 to 59 years,52990.228532792426
Idaho,2015,2,60 and 61 years,20825.033130493575
Idaho,2015,2,62 to 64 years,27836.522650439485
Idaho,2015,2,65 and 66 years,16517.81473968898
Idaho,2015,2,67 to 69 years,22440.2400270453
Idaho,2015,2,70 to 74 years,29195.298850574713
Idaho,2015,2,75 to 79 years,20764.756592292088
Idaho,2015,2,80 to 84 years,15644.315753887762
Idaho,2015,2,85 years and over,16400.326572008114
Idaho,2015,2,Under 5 years,57699.971602434074
Idaho,2016,1,10 to 14 years,65036.582336838714
Idaho,2016,1,15 to 17 years,37856.28573944211
Idaho,2016,1,18 and 19 years,23298.86709919944
Idaho,2016,1,20 years,12280.217293606842
Idaho,2016,1,21 years,11871.699925954596
Idaho,2016,1,22 to 24 years,36016.414068504535
Idaho,2016,1,25 to 29 years,55813.55672911305
Idaho,2016,1,30 to 34 years,56014.21387443342
Idaho,2016,1,35 to 39 years,54557.13429610702
Idaho,2016,1,40 to 44 years,49774.29116047064
Idaho,2016,1,45 to 49 years,49914.23665669408
Idaho,2016,1,5 to 9 years,64952.203434703995
Idaho,2016,1,50 to 54 years,52738.87185620394
Idaho,2016,1,55 to 59 years,50642.77644585728
Idaho,2016,1,60 and 61 years,21099.870588688478
Idaho,2016,1,62 to 64 years,29181.722995592125
Idaho,2016,1,65 and 66 years,18645.679349770067
Idaho,2016,1,67 to 69 years,23525.249519560886
Idaho,2016,1,70 to 74 years,28221.655731059265
Idaho,2016,1,75 to 79 years,19488.439360115633
Idaho,2016,1,80 to 84 years,12576.572462080008
Idaho,2016,1,85 years and over,10450.635732685696
Idaho,2016,1,Under 5 years,59672.34798527407
Idaho,2016,2,10 to 14 years,61711.84779053038
Idaho,2016,2,15 to 17 years,35704.623735006724
Idaho,2016,2,18 and 19 years,22849.189291481474
Idaho,2016,2,20 years,12083.67619229304
Idaho,2016,2,21 years,11604.15706552743
Idaho,2016,2,22 to 24 years,31094.65444764635
Idaho,2016,2,25 to 29 years,54263.86616063878
Idaho,2016,2,30 to 34 years,54402.78264586058
Idaho,2016,2,35 to 39 years,50603.67402779485
Idaho,2016,2,40 to 44 years,51313.691618928475
Idaho,2016,2,45 to 49 years,49323.584341751026
Idaho,2016,2,5 to 9 years,61199.4003117122
Idaho,2016,2,50 to 54 years,53603.24109758402
Idaho,2016,2,55 to 59 years,54137.2978074367
Idaho,2016,2,60 and 61 years,21145.147072760767
Idaho,2016,2,62 to 64 years,29352.538821864855
Idaho,2016,2,65 and 66 years,18416.209896403692
Idaho,2016,2,67 to 69 years,23267.99676915015
Idaho,2016,2,70 to 74 years,31099.799502654565
Idaho,2016,2,75 to 79 years,21643.18839755595
Idaho,2016,2,80 to 84 years,15847.798436302914
Idaho,2016,2,85 years and over,16932.376032034572
Idaho,2016,2,Under 5 years,57699.733895124555
Idaho,2017,1,10 to 14 years,66470.33789214873
Idaho,2017,1,15 to 17 years,38866.23570405008
Idaho,2017,1,18 and 19 years,23914.013685496644
Idaho,2017,1,20 years,12747.295611433743
Idaho,2017,1,21 years,11542.157095406894
Idaho,2017,1,22 to 24 years,36585.599218040574
Idaho,2017,1,25 to 29 years,57237.85676506524
Idaho,2017,1,30 to 34 years,56460.01348880006
Idaho,2017,1,35 to 39 years,56051.38648766875
Idaho,2017,1,40 to 44 years,51321.06224360812
Idaho,2017,1,45 to 49 years,50535.95909676446
Idaho,2017,1,5 to 9 years,65420.768031374915
Idaho,2017,1,50 to 54 years,52629.91319647032
Idaho,2017,1,55 to 59 years,51970.30209819745
Idaho,2017,1,60 and 61 years,22109.41728456143
Idaho,2017,1,62 to 64 years,29268.68679930613
Idaho,2017,1,65 and 66 years,19081.014128969
Idaho,2017,1,67 to 69 years,24928.321317746435
Idaho,2017,1,70 to 74 years,30045.492951202956
Idaho,2017,1,75 to 79 years,19944.938727807526
Idaho,2017,1,80 to 84 years,13488.839534806546
Idaho,2017,1,85 years and over,10767.425192246776
Idaho,2017,1,Under 5 years,60076.46616124896
Idaho,2017,2,10 to 14 years,63190.95063941474
Idaho,2017,2,15 to 17 years,36414.473697262234
Idaho,2017,2,18 and 19 years,23058.386081604946
Idaho,2017,2,20 years,12351.114102722679
Idaho,2017,2,21 years,11308.80411252734
Idaho,2017,2,22 to 24 years,31788.89901440531
Idaho,2017,2,25 to 29 years,55084.78657636322
Idaho,2017,2,30 to 34 years,55341.99341971491
Idaho,2017,2,35 to 39 years,53620.36696824798
Idaho,2017,2,40 to 44 years,51113.6373699374
Idaho,2017,2,45 to 49 years,49648.18063745381
Idaho,2017,2,5 to 9 years,62034.556968700505
Idaho,2017,2,50 to 54 years,53481.392302888606
Idaho,2017,2,55 to 59 years,55515.193189229954
Idaho,2017,2,60 and 61 years,22227.649462553738
Idaho,2017,2,62 to 64 years,29794.50885406139
Idaho,2017,2,65 and 66 years,19697.066003771022
Idaho,2017,2,67 to 69 years,24586.070276189756
Idaho,2017,2,70 to 74 years,33143.383439475074
Idaho,2017,2,75 to 79 years,22210.018348291727
Idaho,2017,2,80 to 84 years,16166.694653895467
Idaho,2017,2,85 years and over,17390.501408552682
Idaho,2017,2,Under 5 years,58271.86976031375
Idaho,2018,1,10 to 14 years,67835.55014888001
Idaho,2018,1,15 to 17 years,39664.4964476959
Idaho,2018,1,18 and 19 years,24405.175692887846
Idaho,2018,1,20 years,13009.108094426427
Idaho,2018,1,21 years,11779.217637529224
Idaho,2018,1,22 to 24 years,37337.018724187335
Idaho,2018,1,25 to 29 years,58413.44614948337
Idaho,2018,1,30 to 34 years,57619.6270077683
Idaho,2018,1,35 to 39 years,57202.607351987324
Idaho,2018,1,40 to 44 years,52375.12854483747
Idaho,2018,1,45 to 49 years,51573.900424466396
Idaho,2018,1,5 to 9 years,66764.42352032581
Idaho,2018,1,50 to 54 years,53710.86155396334
Idaho,2018,1,55 to 59 years,53037.702921788965
Idaho,2018,1,60 and 61 years,22563.515284108904
Idaho,2018,1,62 to 64 years,29869.82666445433
Idaho,2018,1,65 and 66 years,19472.9127590316
Idaho,2018,1,67 to 69 years,25440.315853684286
Idaho,2018,1,70 to 74 years,30662.587380647103
Idaho,2018,1,75 to 79 years,20354.58121909646
Idaho,2018,1,80 to 84 years,13765.88234286145
Idaho,2018,1,85 years and over,10988.573772381023
Idaho,2018,1,Under 5 years,61310.35680398219
Idaho,2018,2,10 to 14 years,64488.8086474093
Idaho,2018,2,15 to 17 years,37162.37851301002
Idaho,2018,2,18 and 19 years,23531.974637001276
Idaho,2018,2,20 years,12604.789544912888
Idaho,2018,2,21 years,11541.071895014706
Idaho,2018,2,22 to 24 years,32441.800683611127
Idaho,2018,2,25 to 29 years,56216.15476521607
Idaho,2018,2,30 to 34 years,56478.644294743186
Idaho,2018,2,35 to 39 years,54721.65792774718
Idaho,2018,2,40 to 44 years,52163.44344038011
Idaho,2018,2,45 to 49 years,50667.88817738894
Idaho,2018,2,5 to 9 years,63308.66419005957
Idaho,2018,2,50 to 54 years,54579.82890776076
Idaho,2018,2,55 to 59 years,56655.40135696507
Idaho,2018,2,60 and 61 years,22684.175793649596
Idaho,2018,2,62 to 64 years,30406.448404253708
Idaho,2018,2,65 and 66 years,20101.617519269927
Idaho,2018,2,67 to 69 years,25091.03543132966
Idaho,2018,2,70 to 74 years,33824.10441571762
Idaho,2018,2,75 to 79 years,22666.18255977072
Idaho,2018,2,80 to 84 years,16498.737041405835
Idaho,2018,2,85 years and over,17747.6791577042
Idaho,2018,2,Under 5 years,59468.69639520325
Illinois,2008,1,10 to 14 years,454417.8544993515
Illinois,2008,1,15 to 17 years,287226.8326205641
Illinois,2008,1,18 and 19 years,191101.17124892288
Illinois,2008,1,20 years,96413.69931109826
Illinois,2008,1,21 years,92105.13180005367
Illinois,2008,1,22 to 24 years,259310.15552312025
Illinois,2008,1,25 to 29 years,453276.70419059996
Illinois,2008,1,30 to 34 years,428972.50291717955
Illinois,2008,1,35 to 39 years,436323.4711637389
Illinois,2008,1,40 to 44 years,448776.111386584
Illinois,2008,1,45 to 49 years,470323.94960047817
Illinois,2008,1,5 to 9 years,439020.8264509458
Illinois,2008,1,50 to 54 years,440581.03195633803
Illinois,2008,1,55 to 59 years,377480.7205805658
Illinois,2008,1,60 and 61 years,128360.90729747197
Illinois,2008,1,62 to 64 years,162907.45766109845
Illinois,2008,1,65 and 66 years,93297.28882725077
Illinois,2008,1,67 to 69 years,118572.61801460439
Illinois,2008,1,70 to 74 years,157733.77619994857
Illinois,2008,1,75 to 79 years,124860.4462276818
Illinois,2008,1,80 to 84 years,90779.95725220452
Illinois,2008,1,85 years and over,68064.96530446887
Illinois,2008,1,Under 5 years,431267.80524722766
Illinois,2008,2,10 to 14 years,429593.5847241338
Illinois,2008,2,15 to 17 years,273191.98399417393
Illinois,2008,2,18 and 19 years,180310.74996836102
Illinois,2008,2,20 years,88605.6708619977
Illinois,2008,2,21 years,85418.25102502016
Illinois,2008,2,22 to 24 years,252817.30030452655
Illinois,2008,2,25 to 29 years,449546.2128219378
Illinois,2008,2,30 to 34 years,425122.99587214453
Illinois,2008,2,35 to 39 years,435873.4118833373
Illinois,2008,2,40 to 44 years,458298.3656281475
Illinois,2008,2,45 to 49 years,483569.6942885642
Illinois,2008,2,5 to 9 years,425194.0052252746
Illinois,2008,2,50 to 54 years,460107.6039353619
Illinois,2008,2,55 to 59 years,402492.0149900839
Illinois,2008,2,60 and 61 years,139191.3338474028
Illinois,2008,2,62 to 64 years,177470.37584315985
Illinois,2008,2,65 and 66 years,106840.0726404019
Illinois,2008,2,67 to 69 years,137547.11727633566
Illinois,2008,2,70 to 74 years,196794.92121187015
Illinois,2008,2,75 to 79 years,171016.525762201
Illinois,2008,2,80 to 84 years,144788.07103213025
Illinois,2008,2,85 years and over,158110.82586375167
Illinois,2008,2,Under 5 years,413961.525718185
Illinois,2009,1,10 to 14 years,456191.0306743027
Illinois,2009,1,15 to 17 years,288347.615554964
Illinois,2009,1,18 and 19 years,191846.86387633337
Illinois,2009,1,20 years,96789.91356602823
Illinois,2009,1,21 years,92464.53366703913
Illinois,2009,1,22 to 24 years,260322.00526701525
Illinois,2009,1,25 to 29 years,455045.427502356
Illinois,2009,1,30 to 34 years,430646.38921885216
Illinois,2009,1,35 to 39 years,438026.04155347846
Illinois,2009,1,40 to 44 years,450527.27301176847
Illinois,2009,1,45 to 49 years,472159.1926783703
Illinois,2009,1,5 to 9 years,440733.9221448372
Illinois,2009,1,50 to 54 years,442300.2157015742
Illinois,2009,1,55 to 59 years,378953.68167487474
Illinois,2009,1,60 and 61 years,128861.7822088809
Illinois,2009,1,62 to 64 years,163543.13607863066
Illinois,2009,1,65 and 66 years,93661.34258987919
Illinois,2009,1,67 to 69 years,119035.29820901869
Illinois,2009,1,70 to 74 years,158349.2664831175
Illinois,2009,1,75 to 79 years,125347.66204953507
Illinois,2009,1,80 to 84 years,91134.18817814392
Illinois,2009,1,85 years and over,68330.5604469831
Illinois,2009,1,Under 5 years,432950.6480090518
Illinois,2009,2,10 to 14 years,431269.89453855326
Illinois,2009,2,15 to 17 years,274258.0017846497
Illinois,2009,2,18 and 19 years,181014.33747656696
Illinois,2009,2,20 years,88951.41754202452
Illinois,2009,2,21 years,85751.5601283573
Illinois,2009,2,22 to 24 years,253803.81438859433
Illinois,2009,2,25 to 29 years,451300.37944682455
Illinois,2009,2,30 to 34 years,426781.86107790296
Illinois,2009,2,35 to 39 years,437574.2261044197
Illinois,2009,2,40 to 44 years,460086.6838795204
Illinois,2009,2,45 to 49 years,485456.6233613349
Illinois,2009,2,5 to 9 years,426853.14751542115
Illinois,2009,2,50 to 54 years,461902.9819847366
Illinois,2009,2,55 to 59 years,404062.57223056647
Illinois,2009,2,60 and 61 years,139734.46998189692
Illinois,2009,2,62 to 64 years,178162.87997584062
Illinois,2009,2,65 and 66 years,107256.97146922264
Illinois,2009,2,67 to 69 years,138083.83754133564
Illinois,2009,2,70 to 74 years,197562.83132409217
Illinois,2009,2,75 to 79 years,171683.84643633815
Illinois,2009,2,80 to 84 years,145353.04609952535
Illinois,2009,2,85 years and over,158727.78742599563
Illinois,2009,2,Under 5 years,415576.83794124593
Illinois,2010,1,10 to 14 years,457759.0117937047
Illinois,2010,1,15 to 17 years,289338.6995233324
Illinois,2010,1,18 and 19 years,192506.2636456141
Illinois,2010,1,20 years,97122.5916478304
Illinois,2010,1,21 years,92782.3449199038
Illinois,2010,1,22 to 24 years,261216.76198465656
Illinois,2010,1,25 to 29 years,456609.47105169814
Illinois,2010,1,30 to 34 years,432126.57046317804
Illinois,2010,1,35 to 39 years,439531.58751291357
Illinois,2010,1,40 to 44 years,452075.7871436968
Illinois,2010,1,45 to 49 years,473782.05820989434
Illinois,2010,1,5 to 9 years,442248.77540177567
Illinois,2010,1,50 to 54 years,443820.4524898828
Illinois,2010,1,55 to 59 years,380256.1891290783
Illinois,2010,1,60 and 61 years,129304.69499744967
Illinois,2010,1,62 to 64 years,164105.25267526793
Illinois,2010,1,65 and 66 years,93983.2674128677
Illinois,2010,1,67 to 69 years,119444.43624020321
Illinois,2010,1,70 to 74 years,158893.53115169218
Illinois,2010,1,75 to 79 years,125778.49640233752
Illinois,2010,1,80 to 84 years,91447.42688032563
Illinois,2010,1,85 years and over,68565.42045398643
Illinois,2010,1,Under 5 years,434438.7492562587
Illinois,2010,2,10 to 14 years,432752.21884248225
Illinois,2010,2,15 to 17 years,275200.6581275585
Illinois,2010,2,18 and 19 years,181636.50460485264
Illinois,2010,2,20 years,89257.15381010453
Illinois,2010,2,21 years,86046.2981179267
