state,year,sex,age,pop
South Dakota,2015,1,21 years,6906.892942278727
South Dakota,2015,1,22 to 24 years,18647.598203251935
South Dakota,2015,1,25 to 29 years,29502.155176176188
South Dakota,2015,1,30 to 34 years,28491.43975735006
South Dakota,2015,1,35 to 39 years,25289.15302956629
South Dakota,2015,1,40 to 44 years,24542.76298580391
South Dakota,2015,1,45 to 49 years,25880.59371553268
South Dakota,2015,1,5 to 9 years,30786.310638171704
South Dakota,2015,1,50 to 54 years,30133.092757267044
South Dakota,2015,1,55 to 59 years,29445.441685741054
South Dakota,2015,1,60 and 61 years,10990.26425360832
South Dakota,2015,1,62 to 64 years,14969.323252173293
South Dakota,2015,1,65 and 66 years,9335.445621983183
South Dakota,2015,1,67 to 69 years,10230.708578137786
South Dakota,2015,1,70 to 74 years,13129.173035733345
South Dakota,2015,1,75 to 79 years,9768.8987274517
South Dakota,2015,1,80 to 84 years,7766.709966911372
South Dakota,2015,1,85 years and over,6985.886732527662
South Dakota,2015,1,Under 5 years,31005.06267270722
South Dakota,2015,2,10 to 14 years,26829.531939420533
South Dakota,2015,2,15 to 17 years,16457.039635194913
South Dakota,2015,2,18 and 19 years,11868.310614452259
South Dakota,2015,2,20 years,6261.776988579087
South Dakota,2015,2,21 years,6412.675382772566
South Dakota,2015,2,22 to 24 years,16531.98246184134
South Dakota,2015,2,25 to 29 years,27097.908278086787
South Dakota,2015,2,30 to 34 years,27050.309455757302
South Dakota,2015,2,35 to 39 years,23644.461806947424
South Dakota,2015,2,40 to 44 years,23526.983862474648
South Dakota,2015,2,45 to 49 years,25183.82797590104
South Dakota,2015,2,5 to 9 years,29349.23130018145
South Dakota,2015,2,50 to 54 years,29906.23879552651
South Dakota,2015,2,55 to 59 years,29337.078409373924
South Dakota,2015,2,60 and 61 years,10957.856544788245
South Dakota,2015,2,62 to 64 years,14897.41864822875
South Dakota,2015,2,65 and 66 years,8439.169924927952
South Dakota,2015,2,67 to 69 years,10285.396586771665
South Dakota,2015,2,70 to 74 years,14889.316721023732
South Dakota,2015,2,75 to 79 years,12230.87185687686
South Dakota,2015,2,80 to 84 years,10700.62035602889
South Dakota,2015,2,85 years and over,13451.224642132853
South Dakota,2015,2,Under 5 years,29751.289437730524
South Dakota,2016,1,10 to 14 years,29417.37279950368
South Dakota,2016,1,15 to 17 years,17336.722185796974
South Dakota,2016,1,18 and 19 years,12574.421226285402
South Dakota,2016,1,20 years,6706.966328969354
South Dakota,2016,1,21 years,6843.8431928258715
South Dakota,2016,1,22 to 24 years,18610.183971010203
South Dakota,2016,1,25 to 29 years,29715.460191902315
South Dakota,2016,1,30 to 34 years,29127.39662866691
South Dakota,2016,1,35 to 39 years,26163.7590504995
South Dakota,2016,1,40 to 44 years,24460.40252250728
South Dakota,2016,1,45 to 49 years,25260.371749046484
South Dakota,2016,1,5 to 9 years,31410.705498332667
South Dakota,2016,1,50 to 54 years,29438.664756103582
South Dakota,2016,1,55 to 59 years,30269.051063499788
South Dakota,2016,1,60 and 61 years,11247.222598224798
South Dakota,2016,1,62 to 64 years,15198.401401549601
South Dakota,2016,1,65 and 66 years,10116.721093039489
South Dakota,2016,1,67 to 69 years,10538.504614256608
South Dakota,2016,1,70 to 74 years,13831.660568374895
South Dakota,2016,1,75 to 79 years,9929.149094421298
South Dakota,2016,1,80 to 84 years,7911.482730906708
South Dakota,2016,1,85 years and over,6940.163948873051
South Dakota,2016,1,Under 5 years,31037.589306486752
South Dakota,2016,2,10 to 14 years,27451.415473445995
South Dakota,2016,2,15 to 17 years,16284.29118814464
South Dakota,2016,2,18 and 19 years,11895.106420478982
South Dakota,2016,2,20 years,6171.625705886086
South Dakota,2016,2,21 years,6215.223521781125
South Dakota,2016,2,22 to 24 years,17018.356739493665
South Dakota,2016,2,25 to 29 years,27089.452211247648
South Dakota,2016,2,30 to 34 years,27363.205938960684
South Dakota,2016,2,35 to 39 years,24311.358826307962
South Dakota,2016,2,40 to 44 years,23327.873211931503
South Dakota,2016,2,45 to 49 years,24578.015235154362
South Dakota,2016,2,5 to 9 years,29699.23774877858
South Dakota,2016,2,50 to 54 years,29131.452239447844
South Dakota,2016,2,55 to 59 years,29799.614115606695
South Dakota,2016,2,60 and 61 years,11235.055765881998
South Dakota,2016,2,62 to 64 years,15602.948576947754
South Dakota,2016,2,65 and 66 years,8881.78761024513
South Dakota,2016,2,67 to 69 years,11293.862122205539
South Dakota,2016,2,70 to 74 years,15159.873099130731
South Dakota,2016,2,75 to 79 years,12177.985272449117
South Dakota,2016,2,80 to 84 years,10668.284159246492
South Dakota,2016,2,85 years and over,13555.879035271393
South Dakota,2016,2,Under 5 years,29891.879260872938
South Dakota,2017,1,10 to 14 years,29918.256252893236
South Dakota,2017,1,15 to 17 years,17672.055617901347
South Dakota,2017,1,18 and 19 years,12243.138063976136
South Dakota,2017,1,20 years,6467.129128265556
South Dakota,2017,1,21 years,7001.037342011868
South Dakota,2017,1,22 to 24 years,18837.874317898077
South Dakota,2017,1,25 to 29 years,30305.161057883393
South Dakota,2017,1,30 to 34 years,29467.037456572263
South Dakota,2017,1,35 to 39 years,27166.02576673634
South Dakota,2017,1,40 to 44 years,24359.689859301136
South Dakota,2017,1,45 to 49 years,24959.953778388768
South Dakota,2017,1,5 to 9 years,31469.95890087487
South Dakota,2017,1,50 to 54 years,28950.48381191522
South Dakota,2017,1,55 to 59 years,29877.421972683194
South Dakota,2017,1,60 and 61 years,11533.642445326639
South Dakota,2017,1,62 to 64 years,16247.9600955761
South Dakota,2017,1,65 and 66 years,10623.037996642679
South Dakota,2017,1,67 to 69 years,11751.084987445118
South Dakota,2017,1,70 to 74 years,14303.227500572802
South Dakota,2017,1,75 to 79 years,10158.54805925344
South Dakota,2017,1,80 to 84 years,7631.926971257032
South Dakota,2017,1,85 years and over,7038.809051206158
South Dakota,2017,1,Under 5 years,31584.29488546299
South Dakota,2017,2,10 to 14 years,28524.78644072552
South Dakota,2017,2,15 to 17 years,16093.810687783187
South Dakota,2017,2,18 and 19 years,11446.869599880298
South Dakota,2017,2,20 years,5924.033201471984
South Dakota,2017,2,21 years,6035.306615044352
South Dakota,2017,2,22 to 24 years,17672.055617901347
South Dakota,2017,2,25 to 29 years,27584.57713888928
South Dakota,2017,2,30 to 34 years,27684.621125403886
South Dakota,2017,2,35 to 39 years,25517.341703255854
South Dakota,2017,2,40 to 44 years,23084.639459742546
South Dakota,2017,2,45 to 49 years,24060.57875676257
South Dakota,2017,2,5 to 9 years,30214.304784416046
South Dakota,2017,2,50 to 54 years,28746.312410865004
South Dakota,2017,2,55 to 59 years,30250.034779599835
South Dakota,2017,2,60 and 61 years,11292.720192087385
South Dakota,2017,2,62 to 64 years,16335.753798027692
South Dakota,2017,2,65 and 66 years,9477.636436750974
South Dakota,2017,2,67 to 69 years,12341.140336480237
South Dakota,2017,2,70 to 74 years,15581.340471147148
South Dakota,2017,2,75 to 79 years,12351.348906532749
South Dakota,2017,2,80 to 84 years,10418.866595592464
South Dakota,2017,2,85 years and over,13196.618506880639
South Dakota,2017,2,Under 5 years,29883.5471147147
South Dakota,2018,1,10 to 14 years,30224.843642599633
South Dakota,2018,1,15 to 17 years,17853.150042551002
South Dakota,2018,1,18 and 19 years,12368.59964533038
South Dakota,2018,1,20 years,6533.401046707908
South Dakota,2018,1,21 years,7072.780485923099
South Dakota,2018,1,22 to 24 years,19030.915471965436
South Dakota,2018,1,25 to 29 years,30615.71325533875
South Dakota,2018,1,30 to 34 years,29769.000980777237
South Dakota,2018,1,35 to 39 years,27444.409669130884
South Dakota,2018,1,40 to 44 years,24609.315828973024
South Dakota,2018,1,45 to 49 years,25215.73095375033
South Dakota,2018,1,5 to 9 years,31792.447366513763
South Dakota,2018,1,50 to 54 years,29247.153951632135
South Dakota,2018,1,55 to 59 years,30183.590913022945
South Dakota,2018,1,60 and 61 years,11651.83346893543
South Dakota,2018,1,62 to 64 years,16414.46109856402
South Dakota,2018,1,65 and 66 years,10731.897599375294
South Dakota,2018,1,67 to 69 years,11871.504253931293
South Dakota,2018,1,70 to 74 years,14449.79985247427
South Dakota,2018,1,75 to 79 years,10262.647800440473
South Dakota,2018,1,80 to 84 years,7710.135157882924
South Dakota,2018,1,85 years and over,7110.939260781536
South Dakota,2018,1,Under 5 years,31907.95500932849
South Dakota,2018,2,10 to 14 years,28817.094245795164
South Dakota,2018,2,15 to 17 years,16258.732044412025
South Dakota,2018,2,18 and 19 years,11564.17141858497
South Dakota,2018,2,20 years,5984.739743337962
South Dakota,2018,2,21 years,6097.153431434436
South Dakota,2018,2,22 to 24 years,17853.150042551002
South Dakota,2018,2,25 to 29 years,27867.250147291932
South Dakota,2018,2,30 to 34 years,27968.31933475482
South Dakota,2018,2,35 to 39 years,25778.830712472118
South Dakota,2018,2,40 to 44 years,23321.199347940954
South Dakota,2018,2,45 to 49 years,24307.139584823784
South Dakota,2018,2,5 to 9 years,30523.925932030616
South Dakota,2018,2,50 to 54 years,29040.8903037487
South Dakota,2018,2,55 to 59 years,30560.022070410218
South Dakota,2018,2,60 and 61 years,11408.442364432973
South Dakota,2018,2,62 to 64 years,16503.154467153898
South Dakota,2018,2,65 and 66 years,9574.758534749206
South Dakota,2018,2,67 to 69 years,12467.606196314428
South Dakota,2018,2,70 to 74 years,15741.010288224596
South Dakota,2018,2,75 to 79 years,12477.9193787086
South Dakota,2018,2,80 to 84 years,10525.633951491856
South Dakota,2018,2,85 years and over,13331.850880946036
South Dakota,2018,2,Under 5 years,30189.778822459448
Tennessee,2008,1,10 to 14 years,215872.95525382008
Tennessee,2008,1,15 to 17 years,134008.90621443448
Tennessee,2008,1,18 and 19 years,88208.68568419277
Tennessee,2008,1,20 years,45339.302517510914
Tennessee,2008,1,21 years,43840.31698045604
Tennessee,2008,1,22 to 24 years,119853.7132452003
Tennessee,2008,1,25 to 29 years,207450.179569005
Tennessee,2008,1,30 to 34 years,199161.67130528975
Tennessee,2008,1,35 to 39 years,212730.69680181198
Tennessee,2008,1,40 to 44 years,219486.15167535743
Tennessee,2008,1,45 to 49 years,226859.83788337006
Tennessee,2008,1,5 to 9 years,207955.18539164917
Tennessee,2008,1,50 to 54 years,215388.99134045275
Tennessee,2008,1,55 to 59 years,192235.87716616987
Tennessee,2008,1,60 and 61 years,73381.15361377958
Tennessee,2008,1,62 to 64 years,91818.87611869058
Tennessee,2008,1,65 and 66 years,52927.415801011324
Tennessee,2008,1,67 to 69 years,67606.6525108068
Tennessee,2008,1,70 to 74 years,92031.29920281869
Tennessee,2008,1,75 to 79 years,66321.09205355986
Tennessee,2008,1,80 to 84 years,40306.27821762678
Tennessee,2008,1,85 years and over,27026.829472581096
Tennessee,2008,1,Under 5 years,205883.05832572034
Tennessee,2008,2,10 to 14 years,201654.63655675537
Tennessee,2008,2,15 to 17 years,125631.22033521262
Tennessee,2008,2,18 and 19 years,87236.74987473873
Tennessee,2008,2,20 years,44414.46050500981
Tennessee,2008,2,21 years,40593.85097774359
Tennessee,2008,2,22 to 24 years,122648.27919630062
Tennessee,2008,2,25 to 29 years,212255.7508495633
Tennessee,2008,2,30 to 34 years,201211.7544662619
Tennessee,2008,2,35 to 39 years,217022.24429860746
Tennessee,2008,2,40 to 44 years,224704.54517601372
Tennessee,2008,2,45 to 49 years,238082.18949768468
Tennessee,2008,2,5 to 9 years,201454.23742078547
Tennessee,2008,2,50 to 54 years,230307.70501773225
Tennessee,2008,2,55 to 59 years,206635.55708128732
Tennessee,2008,2,60 and 61 years,77833.02041935099
Tennessee,2008,2,62 to 64 years,101484.12644651906
Tennessee,2008,2,65 and 66 years,59953.409508116165
Tennessee,2008,2,67 to 69 years,77720.79690320784
Tennessee,2008,2,70 to 74 years,108836.77074525483
Tennessee,2008,2,75 to 79 years,88709.68352411753
Tennessee,2008,2,80 to 84 years,67517.47489530018
Tennessee,2008,2,85 years and over,67418.27732299508
Tennessee,2008,2,Under 5 years,198389.13263612578
Tennessee,2009,1,10 to 14 years,217898.09529367273
Tennessee,2009,1,15 to 17 years,135266.06601637733
Tennessee,2009,1,18 and 19 years,89036.18601202124
Tennessee,2009,1,20 years,45764.638043210485
Tennessee,2009,1,21 years,44251.59027391961
Tennessee,2009,1,22 to 24 years,120978.08083136914
Tennessee,2009,1,25 to 29 years,209396.3041515209
Tennessee,2009,1,30 to 34 years,201030.04001544192
Tennessee,2009,1,35 to 39 years,214726.35879334103
Tennessee,2009,1,40 to 44 years,221545.18771082704
Tennessee,2009,1,45 to 49 years,228988.0476935888
Tennessee,2009,1,5 to 9 years,209906.04751764564
Tennessee,2009,1,50 to 54 years,217409.59123446984
Tennessee,2009,1,55 to 59 years,194039.27385144556
Tennessee,2009,1,60 and 61 years,74069.55440108113
Tennessee,2009,1,62 to 64 years,92680.24424247244
Tennessee,2009,1,65 and 66 years,53423.936677461694
Tennessee,2009,1,67 to 69 years,68240.88174438105
Tennessee,2009,1,70 to 74 years,92894.66010282651
Tennessee,2009,1,75 to 79 years,66943.26123101193
Tennessee,2009,1,80 to 84 years,40684.39810661418
Tennessee,2009,1,85 years and over,27280.372647782635
Tennessee,2009,1,Under 5 years,207814.4814836259
Tennessee,2009,2,10 to 14 years,203546.39218789895
Tennessee,2009,2,15 to 17 years,126809.78767477235
Tennessee,2009,2,18 and 19 years,88055.13231134466
Tennessee,2009,2,20 years,44831.119934216185
Tennessee,2009,2,21 years,40974.66863454632
Tennessee,2009,2,22 to 24 years,123798.86306970622
Tennessee,2009,2,25 to 29 years,214246.95729424755
Tennessee,2009,2,30 to 34 years,203099.3553469721
Tennessee,2009,2,35 to 39 years,219058.16600983357
Tennessee,2009,2,40 to 44 years,226812.5358274493
Tennessee,2009,2,45 to 49 years,240315.67805191624
Tennessee,2009,2,5 to 9 years,203344.1130743574
Tennessee,2009,2,50 to 54 years,232468.25984207136
Tennessee,2009,2,55 to 59 years,208574.03955497444
Tennessee,2009,2,60 and 61 years,78563.1849084069
Tennessee,2009,2,62 to 64 years,102436.16588858195
Tennessee,2009,2,65 and 66 years,60515.84239822883
Tennessee,2009,2,67 to 69 years,78449.90860482363
Tennessee,2009,2,70 to 74 years,109857.78656442183
Tennessee,2009,2,75 to 79 years,89541.88379587514
Tennessee,2009,2,80 to 84 years,68150.86753885505
Tennessee,2009,2,85 years and over,68050.73937765197
Tennessee,2009,2,Under 5 years,200250.2540327392
Tennessee,2010,1,10 to 14 years,219600.98485557584
Tennessee,2010,1,15 to 17 years,136323.18022193538
Tennessee,2010,1,18 and 19 years,89732.01032194552
Tennessee,2010,1,20 years,46122.29203886852
Tennessee,2010,1,21 years,44597.419690526076
Tennessee,2010,1,22 to 24 years,121923.53338701978
Tennessee,2010,1,25 to 29 years,211032.7515934324
Tennessee,2010,1,30 to 34 years,202601.10449083298
Tennessee,2010,1,35 to 39 years,216404.461002366
Tennessee,2010,1,40 to 44 years,223276.5795668879
Tennessee,2010,1,45 to 49 years,230777.60604513125
Tennessee,2010,1,5 to 9 years,211546.47864126967
Tennessee,2010,1,50 to 54 years,219108.66310139842
Tennessee,2010,1,55 to 59 years,195555.7049776358
Tennessee,2010,1,60 and 61 years,74648.41338961163
Tennessee,2010,1,62 to 64 years,93404.54713416331
Tennessee,2010,1,65 and 66 years,53841.4486525031
Tennessee,2010,1,67 to 69 years,68774.1892295197
Tennessee,2010,1,70 to 74 years,93620.63867015837
Tennessee,2010,1,75 to 79 years,67466.4277168704
Tennessee,2010,1,80 to 84 years,41002.349655363105
Tennessee,2010,1,85 years and over,27493.57075657806
Tennessee,2010,1,Under 5 years,209438.56686561982
Tennessee,2010,2,10 to 14 years,205137.12213968058
Tennessee,2010,2,15 to 17 years,127800.81544620598
Tennessee,2010,2,18 and 19 years,88743.28961479834
Tennessee,2010,2,20 years,45181.47841753157
Tennessee,2010,2,21 years,41294.8886687149
Tennessee,2010,2,22 to 24 years,124766.36024499244
Tennessee,2010,2,25 to 29 years,215921.3129454714
Tennessee,2010,2,30 to 34 years,204686.59167312484
Tennessee,2010,2,35 to 39 years,220770.12160928492
Tennessee,2010,2,40 to 44 years,228585.09239453994
Tennessee,2010,2,45 to 49 years,242193.7626637378
Tennessee,2010,2,5 to 9 years,204933.2622000626
Tennessee,2010,2,50 to 54 years,234285.0163062585
Tennessee,2010,2,55 to 59 years,210204.06093888532
Tennessee,2010,2,60 and 61 years,79177.16194822491
Tennessee,2010,2,62 to 64 years,103236.7120219382
Tennessee,2010,2,65 and 66 years,60988.778135509274
Tennessee,2010,2,67 to 69 years,79063.00038203885
Tennessee,2010,2,70 to 74 years,110716.33320652167
Tennessee,2010,2,75 to 79 years,90241.66017099045
Tennessee,2010,2,80 to 84 years,68683.4715563897
Tennessee,2010,2,85 years and over,68582.5608862788
Tennessee,2010,2,Under 5 years,201815.2244236057
Tennessee,2011,1,10 to 14 years,220773.93912280918
Tennessee,2011,1,15 to 17 years,135315.87744885634
Tennessee,2011,1,18 and 19 years,90944.3209286898
Tennessee,2011,1,20 years,45836.31968353083
Tennessee,2011,1,21 years,44877.41786229927
Tennessee,2011,1,22 to 24 years,124393.13244493364
Tennessee,2011,1,25 to 29 years,210898.46930711716
Tennessee,2011,1,30 to 34 years,203242.49152467828
Tennessee,2011,1,35 to 39 years,213896.0532842934
Tennessee,2011,1,40 to 44 years,221346.84232956194
Tennessee,2011,1,45 to 49 years,229707.77547633843
Tennessee,2011,1,5 to 9 years,210021.84613791923
Tennessee,2011,1,50 to 54 years,221831.3721693156
Tennessee,2011,1,55 to 59 years,197660.7484021492
Tennessee,2011,1,60 and 61 years,78389.2080998528
Tennessee,2011,1,62 to 64 years,97653.58631982803
Tennessee,2011,1,65 and 66 years,54826.02425757675
Tennessee,2011,1,67 to 69 years,72818.63862142706
Tennessee,2011,1,70 to 74 years,96058.80257053401
Tennessee,2011,1,75 to 79 years,67741.74105520317
Tennessee,2011,1,80 to 84 years,42144.95398612034
Tennessee,2011,1,85 years and over,28904.185723669663
Tennessee,2011,1,Under 5 years,209742.5050353359
Tennessee,2011,2,10 to 14 years,205245.6211766578
Tennessee,2011,2,15 to 17 years,127041.28609742378
Tennessee,2011,2,18 and 19 years,87901.02658927269
Tennessee,2011,2,20 years,45595.57844239537
Tennessee,2011,2,21 years,43087.60323411069
Tennessee,2011,2,22 to 24 years,127382.59013548926
Tennessee,2011,2,25 to 29 years,215004.2756221786
Tennessee,2011,2,30 to 34 years,206322.35415388815
Tennessee,2011,2,35 to 39 years,217988.65438359632
Tennessee,2011,2,40 to 44 years,225692.37409993124
Tennessee,2011,2,45 to 49 years,240570.58911643413
Tennessee,2011,2,5 to 9 years,205044.49558279777
Tennessee,2011,2,50 to 54 years,237387.11633281157
Tennessee,2011,2,55 to 59 years,213785.3326290876
Tennessee,2011,2,60 and 61 years,82334.52025415725
Tennessee,2011,2,62 to 64 years,109211.19746598559
Tennessee,2011,2,65 and 66 years,61873.546329297715
Tennessee,2011,2,67 to 69 years,82295.92039270936
Tennessee,2011,2,70 to 74 years,113106.73611473883
Tennessee,2011,2,75 to 79 years,91507.06627716681
Tennessee,2011,2,80 to 84 years,68102.34502399257
Tennessee,2011,2,85 years and over,70067.89060035178
Tennessee,2011,2,Under 5 years,201835.6281534858
Tennessee,2012,1,10 to 14 years,220436.48174423515
Tennessee,2012,1,15 to 17 years,133627.0383701131
Tennessee,2012,1,18 and 19 years,91155.50042923076
Tennessee,2012,1,20 years,46217.47356618512
Tennessee,2012,1,21 years,45032.46221494403
Tennessee,2012,1,22 to 24 years,127336.42541301066
Tennessee,2012,1,25 to 29 years,211311.79279628966
Tennessee,2012,1,30 to 34 years,205360.3347589083
Tennessee,2012,1,35 to 39 years,211503.70980176056
Tennessee,2012,1,40 to 44 years,219852.60725669135
Tennessee,2012,1,45 to 49 years,228601.58566482604
Tennessee,2012,1,5 to 9 years,211793.108460804
Tennessee,2012,1,50 to 54 years,224640.3780545506
Tennessee,2012,1,55 to 59 years,201084.3426423049
Tennessee,2012,1,60 and 61 years,79779.59454409461
Tennessee,2012,1,62 to 64 years,101398.18209158623
Tennessee,2012,1,65 and 66 years,58512.347123020656
Tennessee,2012,1,67 to 69 years,76128.0942706902
Tennessee,2012,1,70 to 74 years,98661.5877543157
Tennessee,2012,1,75 to 79 years,68626.0686811708
Tennessee,2012,1,80 to 84 years,43761.138982935605
Tennessee,2012,1,85 years and over,29923.82134509303
Tennessee,2012,1,Under 5 years,210631.4520890647
Tennessee,2012,2,10 to 14 years,207704.97161410598
Tennessee,2012,2,15 to 17 years,126068.14848267638
Tennessee,2012,2,18 and 19 years,87633.97569392306
Tennessee,2012,2,20 years,46028.60286238834
Tennessee,2012,2,21 years,45543.225462308445
Tennessee,2012,2,22 to 24 years,128943.85726306605
Tennessee,2012,2,25 to 29 years,214229.13436622595
Tennessee,2012,2,30 to 34 years,209607.89472655312
Tennessee,2012,2,35 to 39 years,215745.17716605708
Tennessee,2012,2,40 to 44 years,223184.2458543109
Tennessee,2012,2,45 to 49 years,238959.01135690752
Tennessee,2012,2,5 to 9 years,204962.28467348716
Tennessee,2012,2,50 to 54 years,239425.09551305117
Tennessee,2012,2,55 to 59 years,219143.83440050774
Tennessee,2012,2,60 and 61 years,84925.81350561118
Tennessee,2012,2,62 to 64 years,113030.99275124166
Tennessee,2012,2,65 and 66 years,65009.09316007333
Tennessee,2012,2,67 to 69 years,85981.86475264693
Tennessee,2012,2,70 to 74 years,115715.7999600518
Tennessee,2012,2,75 to 79 years,92397.37607838916
Tennessee,2012,2,80 to 84 years,68796.66157492273
Tennessee,2012,2,85 years and over,71200.19359582046
Tennessee,2012,2,Under 5 years,201668.2171298487
Tennessee,2013,1,10 to 14 years,221366.8040710441
Tennessee,2013,1,15 to 17 years,132356.78652852442
Tennessee,2013,1,18 and 19 years,89918.75909032053
Tennessee,2013,1,20 years,47801.22532299281
Tennessee,2013,1,21 years,46409.71482792277
Tennessee,2013,1,22 to 24 years,130199.53957297489
Tennessee,2013,1,25 to 29 years,210381.78207971493
Tennessee,2013,1,30 to 34 years,207412.1445217229
Tennessee,2013,1,35 to 39 years,207823.91803557015
Tennessee,2013,1,40 to 44 years,220128.44086806997
Tennessee,2013,1,45 to 49 years,226607.2812780608
Tennessee,2013,1,5 to 9 years,211154.61808353662
Tennessee,2013,1,50 to 54 years,225376.01761842886
Tennessee,2013,1,55 to 59 years,206053.08908193145
Tennessee,2013,1,60 and 61 years,78103.09052795464
Tennessee,2013,1,62 to 64 years,105874.47564166301
Tennessee,2013,1,65 and 66 years,61298.471436981235
Tennessee,2013,1,67 to 69 years,79323.19776233457
Tennessee,2013,1,70 to 74 years,102601.58616091154
Tennessee,2013,1,75 to 79 years,70141.4597799227
Tennessee,2013,1,80 to 84 years,44623.67256712223
Tennessee,2013,1,85 years and over,31312.028800508306
Tennessee,2013,1,Under 5 years,208907.10550549347
Tennessee,2013,2,10 to 14 years,208159.6250136082
Tennessee,2013,2,15 to 17 years,125301.86888733841
Tennessee,2013,2,18 and 19 years,86712.80816108116
Tennessee,2013,2,20 years,47291.072422832294
Tennessee,2013,2,21 years,46416.81437126496
Tennessee,2013,2,22 to 24 years,130938.90630104052
Tennessee,2013,2,25 to 29 years,213784.49178158081
Tennessee,2013,2,30 to 34 years,212341.2560421605
Tennessee,2013,2,35 to 39 years,213796.66242731028
Tennessee,2013,2,40 to 44 years,221897.24138075375
Tennessee,2013,2,45 to 49 years,235903.62617442524
Tennessee,2013,2,5 to 9 years,206472.97635959837
Tennessee,2013,2,50 to 54 years,240661.33443417272
Tennessee,2013,2,55 to 59 years,223005.78436261349
Tennessee,2013,2,60 and 61 years,85034.27327089099
Tennessee,2013,2,62 to 64 years,119014.71614758682
Tennessee,2013,2,65 and 66 years,69406.14993376688
Tennessee,2013,2,67 to 69 years,88740.2348955163
Tennessee,2013,2,70 to 74 years,118428.49671161707
Tennessee,2013,2,75 to 79 years,93047.62926327321
Tennessee,2013,2,80 to 84 years,69934.55880252161
Tennessee,2013,2,85 years and over,71705.38775616031
Tennessee,2013,2,Under 5 years,200260.87593517854
Tennessee,2014,1,10 to 14 years,221044.2945556483
Tennessee,2014,1,15 to 17 years,131707.40492221413
Tennessee,2014,1,18 and 19 years,88949.59244407965
Tennessee,2014,1,20 years,50473.34025558932
Tennessee,2014,1,21 years,47124.53759475707
Tennessee,2014,1,22 to 24 years,131009.86443458089
Tennessee,2014,1,25 to 29 years,210809.3073134135
Tennessee,2014,1,30 to 34 years,210043.83773759505
Tennessee,2014,1,35 to 39 years,205219.85860945706
Tennessee,2014,1,40 to 44 years,220140.93906948372
Tennessee,2014,1,45 to 49 years,222672.56493811772
Tennessee,2014,1,5 to 9 years,212122.265062665
Tennessee,2014,1,50 to 54 years,226081.18575123246
Tennessee,2014,1,55 to 59 years,210039.7822696437
Tennessee,2014,1,60 and 61 years,78556.44195174199
Tennessee,2014,1,62 to 64 years,108279.98043421817
Tennessee,2014,1,65 and 66 years,64368.387323922914
Tennessee,2014,1,67 to 69 years,83576.09740853292
Tennessee,2014,1,70 to 74 years,106168.09549854952
Tennessee,2014,1,75 to 79 years,71729.06165563411
Tennessee,2014,1,80 to 84 years,46522.30060398071
Tennessee,2014,1,85 years and over,32108.153637873533
Tennessee,2014,1,Under 5 years,208034.35336769815
Tennessee,2014,2,10 to 14 years,208825.16961821256
Tennessee,2014,2,15 to 17 years,124897.26036489951
Tennessee,2014,2,18 and 19 years,85059.38481174139
Tennessee,2014,2,20 years,48036.00401682434
Tennessee,2014,2,21 years,46583.13262325105
Tennessee,2014,2,22 to 24 years,134046.39606315873
Tennessee,2014,2,25 to 29 years,215324.0570102606
Tennessee,2014,2,30 to 34 years,215457.88745265536
Tennessee,2014,2,35 to 39 years,211729.89853837132
Tennessee,2014,2,40 to 44 years,222030.78713481565
Tennessee,2014,2,45 to 49 years,231696.99499687273
Tennessee,2014,2,5 to 9 years,206876.517267586
Tennessee,2014,2,50 to 54 years,241265.8716280973
Tennessee,2014,2,55 to 59 years,227649.63798141942
Tennessee,2014,2,60 and 61 years,86089.47367138581
Tennessee,2014,2,62 to 64 years,122334.2046196425
Tennessee,2014,2,65 and 66 years,73315.76349160216
Tennessee,2014,2,67 to 69 years,92494.07143356482
Tennessee,2014,2,70 to 74 years,122595.78230250496
Tennessee,2014,2,75 to 79 years,94429.54351334949
Tennessee,2014,2,80 to 84 years,71186.64281714024
Tennessee,2014,2,85 years and over,72457.01815290251
Tennessee,2014,2,Under 5 years,199662.85364911146
Tennessee,2015,1,10 to 14 years,220106.47942808922
Tennessee,2015,1,15 to 17 years,131509.6185727924
Tennessee,2015,1,18 and 19 years,87261.38265604964
Tennessee,2015,1,20 years,50605.19326760124
Tennessee,2015,1,21 years,48623.77762498241
Tennessee,2015,1,22 to 24 years,134360.05837391908
Tennessee,2015,1,25 to 29 years,213573.08076616848
Tennessee,2015,1,30 to 34 years,212241.65868901467
Tennessee,2015,1,35 to 39 years,203079.8929105801
Tennessee,2015,1,40 to 44 years,219580.19758647244
Tennessee,2015,1,45 to 49 years,220104.45136704252
Tennessee,2015,1,5 to 9 years,213316.53104376185
Tennessee,2015,1,50 to 54 years,226801.10894322203
Tennessee,2015,1,55 to 59 years,213177.60886206338
Tennessee,2015,1,60 and 61 years,79202.88208701593
Tennessee,2015,1,62 to 64 years,110156.16381216426
Tennessee,2015,1,65 and 66 years,66865.17270946049
Tennessee,2015,1,67 to 69 years,89028.83785824238
Tennessee,2015,1,70 to 74 years,110268.72120025572
Tennessee,2015,1,75 to 79 years,73834.60449642017
Tennessee,2015,1,80 to 84 years,47209.205044914204
Tennessee,2015,1,85 years and over,33969.00850158048
Tennessee,2015,1,Under 5 years,207325.63871183142
Tennessee,2015,2,10 to 14 years,209245.1984925261
Tennessee,2015,2,15 to 17 years,125863.49661879973
