timeframe,group,segment,year,category,metric,value
mid-year,hunt,Age,2010,18-24,participants,19393
mid-year,hunt,Age,2011,18-24,participants,19239
mid-year,hunt,Age,2012,18-24,participants,19537
mid-year,hunt,Age,2013,18-24,participants,21787
mid-year,hunt,Age,2014,18-24,participants,21413
mid-year,hunt,Age,2015,18-24,participants,21587
mid-year,hunt,Age,2016,18-24,participants,21301
mid-year,hunt,Age,2017,18-24,participants,20011
mid-year,hunt,Age,2018,18-24,participants,19873
mid-year,hunt,Age,2019,18-24,participants,19412
mid-year,hunt,Age,2008,25-34,participants,33102
mid-year,hunt,Age,2009,25-34,participants,33331
mid-year,hunt,Age,2010,25-34,participants,31712
mid-year,hunt,Age,2011,25-34,participants,31033
mid-year,hunt,Age,2012,25-34,participants,31568
mid-year,hunt,Age,2013,25-34,participants,34668
mid-year,hunt,Age,2014,25-34,participants,33918
mid-year,hunt,Age,2015,25-34,participants,34233
mid-year,hunt,Age,2016,25-34,participants,34137
mid-year,hunt,Age,2017,25-34,participants,32951
mid-year,hunt,Age,2018,25-34,participants,32656
mid-year,hunt,Age,2019,25-34,participants,31446
mid-year,hunt,Age,2008,35-44,participants,42614
mid-year,hunt,Age,2009,35-44,participants,41239
mid-year,hunt,Age,2010,35-44,participants,37625
mid-year,hunt,Age,2011,35-44,participants,35593
mid-year,hunt,Age,2012,35-44,participants,36167
mid-year,hunt,Age,2013,35-44,participants,37579
mid-year,hunt,Age,2014,35-44,participants,36307
mid-year,hunt,Age,2015,35-44,participants,35868
mid-year,hunt,Age,2016,35-44,participants,35454
mid-year,hunt,Age,2017,35-44,participants,34523
mid-year,hunt,Age,2018,35-44,participants,34601
mid-year,hunt,Age,2019,35-44,participants,33433
mid-year,hunt,Age,2008,45-54,participants,51771
mid-year,hunt,Age,2009,45-54,participants,52231
mid-year,hunt,Age,2010,45-54,participants,49328
mid-year,hunt,Age,2011,45-54,participants,46906
mid-year,hunt,Age,2012,45-54,participants,46667
mid-year,hunt,Age,2013,45-54,participants,46506
mid-year,hunt,Age,2014,45-54,participants,44601
mid-year,hunt,Age,2015,45-54,participants,43722
mid-year,hunt,Age,2016,45-54,participants,42433
mid-year,hunt,Age,2017,45-54,participants,39755
mid-year,hunt,Age,2018,45-54,participants,37973
mid-year,hunt,Age,2019,45-54,participants,35347
mid-year,hunt,Age,2008,55-64,participants,37610
mid-year,hunt,Age,2009,55-64,participants,39536
mid-year,hunt,Age,2010,55-64,participants,38981
mid-year,hunt,Age,2011,55-64,participants,38441
mid-year,hunt,Age,2012,55-64,participants,40059
mid-year,hunt,Age,2013,55-64,participants,41092
mid-year,hunt,Age,2014,55-64,participants,42014
mid-year,hunt,Age,2015,55-64,participants,43258
mid-year,hunt,Age,2016,55-64,participants,44571
mid-year,hunt,Age,2017,55-64,participants,43751
mid-year,hunt,Age,2018,55-64,participants,44176
mid-year,hunt,Age,2019,55-64,participants,42897
mid-year,hunt,All,2013,All,recruits,11355
mid-year,hunt,All,2014,All,recruits,11120
mid-year,hunt,All,2015,All,recruits,11284
mid-year,hunt,All,2016,All,recruits,10830
mid-year,hunt,All,2017,All,recruits,9845
mid-year,hunt,All,2018,All,recruits,10355
mid-year,hunt,All,2019,All,recruits,9677
mid-year,hunt,Residency,2013,Resident,recruits,6961
mid-year,hunt,Residency,2014,Resident,recruits,6329
mid-year,hunt,Residency,2015,Resident,recruits,6198
mid-year,hunt,Residency,2016,Resident,recruits,6037
mid-year,hunt,Residency,2017,Resident,recruits,5226
mid-year,hunt,Residency,2018,Resident,recruits,5456
mid-year,hunt,Residency,2019,Resident,recruits,5029
mid-year,hunt,Residency,2013,Nonresident,recruits,4394
mid-year,hunt,Residency,2014,Nonresident,recruits,4791
mid-year,hunt,Residency,2015,Nonresident,recruits,5086
mid-year,hunt,Residency,2016,Nonresident,recruits,4793
mid-year,hunt,Residency,2017,Nonresident,recruits,4619
mid-year,hunt,Residency,2018,Nonresident,recruits,4899
mid-year,hunt,Residency,2019,Nonresident,recruits,4648
mid-year,hunt,Gender,2013,Male,recruits,9637
mid-year,hunt,Gender,2014,Male,recruits,9443
mid-year,hunt,Gender,2015,Male,recruits,9543
mid-year,hunt,Gender,2016,Male,recruits,9114
mid-year,hunt,Gender,2017,Male,recruits,8368
mid-year,hunt,Gender,2018,Male,recruits,8915
mid-year,hunt,Gender,2019,Male,recruits,8318
mid-year,hunt,Gender,2013,Female,recruits,1718
mid-year,hunt,Gender,2014,Female,recruits,1677
mid-year,hunt,Gender,2015,Female,recruits,1741
mid-year,hunt,Gender,2016,Female,recruits,1716
mid-year,hunt,Gender,2017,Female,recruits,1477
mid-year,hunt,Gender,2018,Female,recruits,1440
mid-year,hunt,Gender,2019,Female,recruits,1359
mid-year,hunt,Age,2013,18-24,recruits,1753
mid-year,hunt,Age,2014,18-24,recruits,1637
mid-year,hunt,Age,2015,18-24,recruits,1630
mid-year,hunt,Age,2016,18-24,recruits,1494
mid-year,hunt,Age,2017,18-24,recruits,1318
mid-year,hunt,Age,2018,18-24,recruits,1412
mid-year,hunt,Age,2019,18-24,recruits,1375
mid-year,hunt,Age,2013,25-34,recruits,2774
mid-year,hunt,Age,2014,25-34,recruits,2775
mid-year,hunt,Age,2015,25-34,recruits,2671
mid-year,hunt,Age,2016,25-34,recruits,2572
mid-year,hunt,Age,2017,25-34,recruits,2284
mid-year,hunt,Age,2018,25-34,recruits,2458
mid-year,hunt,Age,2019,25-34,recruits,2364
