region,state,timeframe,group,metric,segment,year,category,value,aggregation,value_type,states_included
Midwest,Midwest,full-year,hunt,participants,age,2010,18-24,193576,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2010,25-34,290497,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2010,35-44,308986,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2010,45-54,374483,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2010,55-64,263984,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2011,18-24,191538,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2011,25-34,291165,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2011,35-44,297354,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2011,45-54,366408,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2011,55-64,270094,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2012,18-24,198049,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2012,25-34,301175,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2012,35-44,298730,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2012,45-54,363581,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2012,55-64,279255,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2013,18-24,199389,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2013,25-34,303121,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2013,35-44,293153,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2013,45-54,349914,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2013,55-64,282397,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2014,18-24,196952,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2014,25-34,302524,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2014,35-44,287583,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2014,45-54,336651,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2014,55-64,286540,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2015,18-24,195243,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2015,25-34,306053,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2015,35-44,287418,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2015,45-54,331010,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2015,55-64,297297,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2016,18-24,193168,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2016,25-34,304778,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2016,35-44,286426,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2016,45-54,324997,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2016,55-64,301068,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2017,18-24,189476,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2017,25-34,300140,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2017,35-44,285659,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2017,45-54,317301,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2017,55-64,302286,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2018,18-24,184002,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2018,25-34,293668,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2018,35-44,283712,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2018,45-54,307458,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,age,2018,55-64,301421,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,all,2009,all,1455139,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,all,2010,all,1428533,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,all,2011,all,1413812,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,all,2012,all,1438127,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,all,2013,all,1425502,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,all,2014,all,1407685,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,all,2015,all,1414231,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,all,2016,all,1407642,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,all,2017,all,1392397,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,all,2018,all,1367828,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2009,female,153603,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2009,male,1301536,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2010,female,153998,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2010,male,1274535,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2011,female,156443,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2011,male,1257369,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2012,female,170748,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2012,male,1267379,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2013,female,172948,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2013,male,1252554,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2014,female,177075,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2014,male,1230610,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2015,female,183609,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2015,male,1230622,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2016,female,184905,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2016,male,1222737,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2017,female,182685,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2017,male,1209712,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2018,female,176599,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,gender,2018,male,1191229,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2009,nonresident,148229,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2009,resident,1306910,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2010,nonresident,143679,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2010,resident,1284854,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2011,nonresident,141700,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2011,resident,1272112,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2012,nonresident,144227,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2012,resident,1293900,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2013,nonresident,143868,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2013,resident,1281634,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2014,nonresident,144223,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2014,resident,1263462,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2015,nonresident,152288,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2015,resident,1261943,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2016,nonresident,155930,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2016,resident,1251712,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2017,nonresident,158230,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2017,resident,1234167,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2018,nonresident,158857,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,hunt,participants,residency,2018,resident,1208971,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2009,18-24,325963,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2009,25-34,505802,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2009,35-44,536941,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2009,45-54,618625,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2009,55-64,444540,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2010,18-24,310108,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2010,25-34,490034,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2010,35-44,501175,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2010,45-54,590814,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2010,55-64,446804,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2011,18-24,303547,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2011,25-34,480286,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2011,35-44,476920,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2011,45-54,564668,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2011,55-64,445715,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2012,18-24,328412,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2012,25-34,507562,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2012,35-44,492462,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2012,45-54,572685,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2012,55-64,469653,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2013,18-24,327453,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2013,25-34,497946,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2013,35-44,478419,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2013,45-54,546182,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2013,55-64,468205,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2014,18-24,330572,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2014,25-34,502834,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2014,35-44,475691,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2014,45-54,530937,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2014,55-64,478467,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2015,18-24,324334,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2015,25-34,503441,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2015,35-44,473364,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2015,45-54,518820,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2015,55-64,493750,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2016,18-24,325322,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2016,25-34,507308,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2016,35-44,480359,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2016,45-54,519266,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2016,55-64,502624,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2017,18-24,313934,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2017,25-34,491933,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2017,35-44,476720,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2017,45-54,506040,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2017,55-64,500741,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2018,18-24,298376,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2018,25-34,471661,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2018,35-44,464812,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2018,45-54,487173,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,age,2018,55-64,493367,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,all,2009,all,2431806,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,all,2010,all,2338868,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,all,2011,all,2271068,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,all,2012,all,2370704,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,all,2013,all,2318156,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,all,2014,all,2318432,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,all,2015,all,2313639,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,all,2016,all,2334796,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,all,2017,all,2289297,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,all,2018,all,2215338,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2009,female,628004,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2009,male,1803802,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2010,female,601424,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2010,male,1737444,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2011,female,587923,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2011,male,1683145,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2012,female,632368,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2012,male,1738336,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2013,female,617786,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2013,male,1700370,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2014,female,631704,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2014,male,1686728,sum,total,"IA,MO,NE,WI"
Midwest,Midwest,full-year,fish,participants,gender,2015,female,632926,sum,total,"IA,MO,NE,WI"
