timeframe,group,segment,category,year,metric,value,state,region,aggregation,states_included
full-year,hunt,gender,male,2017,participants - recruited,22832,SC,Southeast,NONE,NA
full-year,hunt,gender,male,2018,participants - recruited,22116,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2014,participants - recruited,5725,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2015,participants - recruited,5694,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2016,participants - recruited,5374,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2017,participants - recruited,5828,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2018,participants - recruited,5086,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2014,participants - recruited,5100,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2015,participants - recruited,4916,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2016,participants - recruited,4745,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2017,participants - recruited,4789,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2018,participants - recruited,4343,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2014,participants - recruited,6554,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2015,participants - recruited,6405,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2016,participants - recruited,6044,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2017,participants - recruited,6046,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2018,participants - recruited,5699,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2014,participants - recruited,7050,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2015,participants - recruited,6433,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2016,participants - recruited,5965,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2017,participants - recruited,5699,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2018,participants - recruited,5459,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2014,participants - recruited,6723,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2015,participants - recruited,6543,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2016,participants - recruited,6144,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2017,participants - recruited,6140,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2018,participants - recruited,5885,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2014,participants - recruited,6406,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2015,participants - recruited,6154,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2016,participants - recruited,5943,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2017,participants - recruited,5984,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2018,participants - recruited,5816,SC,Southeast,NONE,NA
full-year,hunt,all,all,2010,churn,0.237608472210148,SC,Southeast,NONE,NA
full-year,hunt,all,all,2011,churn,0.249700328546678,SC,Southeast,NONE,NA
full-year,hunt,all,all,2012,churn,0.267908092173237,SC,Southeast,NONE,NA
full-year,hunt,all,all,2013,churn,0.226935462654864,SC,Southeast,NONE,NA
full-year,hunt,all,all,2014,churn,0.250946274221795,SC,Southeast,NONE,NA
full-year,hunt,all,all,2015,churn,0.249523491055008,SC,Southeast,NONE,NA
full-year,hunt,all,all,2016,churn,0.270139303674303,SC,Southeast,NONE,NA
full-year,hunt,all,all,2017,churn,0.27219926114637,SC,Southeast,NONE,NA
full-year,hunt,all,all,2018,churn,0.27458197179411,SC,Southeast,NONE,NA
full-year,hunt,residency,resident,2010,churn,0.20736572654106,SC,Southeast,NONE,NA
full-year,hunt,residency,resident,2011,churn,0.223617858596824,SC,Southeast,NONE,NA
full-year,hunt,residency,resident,2012,churn,0.242491892778357,SC,Southeast,NONE,NA
full-year,hunt,residency,resident,2013,churn,0.200066274092262,SC,Southeast,NONE,NA
full-year,hunt,residency,resident,2014,churn,0.225976968095148,SC,Southeast,NONE,NA
full-year,hunt,residency,resident,2015,churn,0.219016692609092,SC,Southeast,NONE,NA
full-year,hunt,residency,resident,2016,churn,0.241907803914138,SC,Southeast,NONE,NA
full-year,hunt,residency,resident,2017,churn,0.244151579843893,SC,Southeast,NONE,NA
full-year,hunt,residency,resident,2018,churn,0.249803555781678,SC,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2010,churn,0.474915177561638,SC,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2011,churn,0.469771915361363,SC,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2012,churn,0.486637832916003,SC,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2013,churn,0.460499598621146,SC,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2014,churn,0.470165745856354,SC,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2015,churn,0.496373507057546,SC,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2016,churn,0.497968456463804,SC,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2017,churn,0.498552952880528,SC,Southeast,NONE,NA
full-year,hunt,residency,nonresident,2018,churn,0.476422913980475,SC,Southeast,NONE,NA
full-year,hunt,gender,male,2010,churn,0.226639686409801,SC,Southeast,NONE,NA
full-year,hunt,gender,male,2011,churn,0.238858008827753,SC,Southeast,NONE,NA
full-year,hunt,gender,male,2012,churn,0.255086088352322,SC,Southeast,NONE,NA
full-year,hunt,gender,male,2013,churn,0.215770922261027,SC,Southeast,NONE,NA
full-year,hunt,gender,male,2014,churn,0.238821191360284,SC,Southeast,NONE,NA
full-year,hunt,gender,male,2015,churn,0.239598385040374,SC,Southeast,NONE,NA
full-year,hunt,gender,male,2016,churn,0.257613093444669,SC,Southeast,NONE,NA
full-year,hunt,gender,male,2017,churn,0.260691999108536,SC,Southeast,NONE,NA
full-year,hunt,gender,male,2018,churn,0.261322522746961,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2010,churn,0.370678969838865,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2011,churn,0.364977549711353,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2012,churn,0.389782886334611,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2013,churn,0.330613493803866,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2014,churn,0.359163941419025,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2015,churn,0.338370877293033,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2016,churn,0.377230598976345,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2017,churn,0.37042842215256,SC,Southeast,NONE,NA
full-year,hunt,gender,female,2018,churn,0.381306111288338,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2010,churn,0.255807431642907,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2011,churn,0.278573895027624,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2012,churn,0.308390680706409,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2013,churn,0.26311844077961,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2014,churn,0.308878504672897,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2015,churn,0.295778552193886,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2016,churn,0.329257228511696,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2017,churn,0.325065167807103,SC,Southeast,NONE,NA
full-year,hunt,age,18-24,2018,churn,0.330796795104079,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2010,churn,0.248734982332155,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2011,churn,0.269812147434142,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2012,churn,0.297815025441485,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2013,churn,0.251370777578909,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2014,churn,0.282790343213304,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2015,churn,0.278163696768348,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2016,churn,0.306596864319427,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2017,churn,0.310235343266954,SC,Southeast,NONE,NA
full-year,hunt,age,25-34,2018,churn,0.305216953701633,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2010,churn,0.235309922906806,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2011,churn,0.252664111260511,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2012,churn,0.26997273002727,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2013,churn,0.227994593681365,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2014,churn,0.257027945932499,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2015,churn,0.256106714705441,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2016,churn,0.27995530726257,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2017,churn,0.282022931038627,SC,Southeast,NONE,NA
full-year,hunt,age,35-44,2018,churn,0.28469591226321,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2010,churn,0.235482152370804,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2011,churn,0.244378164122287,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2012,churn,0.254722776839195,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2013,churn,0.217682938788319,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2014,churn,0.235372315171772,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2015,churn,0.236586251026684,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2016,churn,0.255906796414656,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2017,churn,0.25549341583373,SC,Southeast,NONE,NA
full-year,hunt,age,45-54,2018,churn,0.26283921505935,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2010,churn,0.223075626610165,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2011,churn,0.220612801125374,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2012,churn,0.236615708361701,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2013,churn,0.19881174815779,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2014,churn,0.205347659122477,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2015,churn,0.21171032357473,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2016,churn,0.217798932640992,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2017,churn,0.225837977210347,SC,Southeast,NONE,NA
full-year,hunt,age,55-64,2018,churn,0.226284543668214,SC,Southeast,NONE,NA
full-year,fish,all,all,2010,participants,505449,SC,Southeast,NONE,NA
full-year,fish,all,all,2011,participants,498139,SC,Southeast,NONE,NA
full-year,fish,all,all,2012,participants,510278,SC,Southeast,NONE,NA
full-year,fish,all,all,2013,participants,501954,SC,Southeast,NONE,NA
full-year,fish,all,all,2014,participants,534099,SC,Southeast,NONE,NA
full-year,fish,all,all,2015,participants,531359,SC,Southeast,NONE,NA
full-year,fish,all,all,2016,participants,518679,SC,Southeast,NONE,NA
full-year,fish,all,all,2017,participants,513193,SC,Southeast,NONE,NA
full-year,fish,all,all,2018,participants,492411,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2010,participants,396859,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2011,participants,393456,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2012,participants,402155,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2013,participants,406471,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2014,participants,417557,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2015,participants,412665,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2016,participants,400040,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2017,participants,392559,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2018,participants,376542,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2010,participants,108590,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2011,participants,104683,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2012,participants,108123,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2013,participants,95483,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2014,participants,116542,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2015,participants,118694,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2016,participants,118639,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2017,participants,120634,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2018,participants,115869,SC,Southeast,NONE,NA
full-year,fish,gender,male,2010,participants,401637,SC,Southeast,NONE,NA
full-year,fish,gender,male,2011,participants,395750,SC,Southeast,NONE,NA
full-year,fish,gender,male,2012,participants,403330,SC,Southeast,NONE,NA
full-year,fish,gender,male,2013,participants,395293,SC,Southeast,NONE,NA
full-year,fish,gender,male,2014,participants,417567,SC,Southeast,NONE,NA
full-year,fish,gender,male,2015,participants,414849,SC,Southeast,NONE,NA
full-year,fish,gender,male,2016,participants,404588,SC,Southeast,NONE,NA
full-year,fish,gender,male,2017,participants,399865,SC,Southeast,NONE,NA
full-year,fish,gender,male,2018,participants,385013,SC,Southeast,NONE,NA
full-year,fish,gender,female,2010,participants,103812,SC,Southeast,NONE,NA
full-year,fish,gender,female,2011,participants,102389,SC,Southeast,NONE,NA
full-year,fish,gender,female,2012,participants,106948,SC,Southeast,NONE,NA
full-year,fish,gender,female,2013,participants,106661,SC,Southeast,NONE,NA
full-year,fish,gender,female,2014,participants,116532,SC,Southeast,NONE,NA
full-year,fish,gender,female,2015,participants,116510,SC,Southeast,NONE,NA
full-year,fish,gender,female,2016,participants,114091,SC,Southeast,NONE,NA
full-year,fish,gender,female,2017,participants,113328,SC,Southeast,NONE,NA
full-year,fish,gender,female,2018,participants,107398,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2010,participants,63494,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2011,participants,63533,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2012,participants,66912,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2013,participants,67069,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2014,participants,72595,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2015,participants,72097,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2016,participants,69297,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2017,participants,67405,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2018,participants,63697,SC,Southeast,NONE,NA
full-year,fish,age,25-34,2010,participants,99567,SC,Southeast,NONE,NA
full-year,fish,age,25-34,2011,participants,98804,SC,Southeast,NONE,NA
full-year,fish,age,25-34,2012,participants,101241,SC,Southeast,NONE,NA
full-year,fish,age,25-34,2013,participants,99934,SC,Southeast,NONE,NA
full-year,fish,age,25-34,2014,participants,108330,SC,Southeast,NONE,NA
full-year,fish,age,25-34,2015,participants,109747,SC,Southeast,NONE,NA
full-year,fish,age,25-34,2016,participants,107575,SC,Southeast,NONE,NA
full-year,fish,age,25-34,2017,participants,104462,SC,Southeast,NONE,NA
full-year,fish,age,25-34,2018,participants,99712,SC,Southeast,NONE,NA
full-year,fish,age,35-44,2010,participants,116436,SC,Southeast,NONE,NA
full-year,fish,age,35-44,2011,participants,112684,SC,Southeast,NONE,NA
full-year,fish,age,35-44,2012,participants,114574,SC,Southeast,NONE,NA
full-year,fish,age,35-44,2013,participants,110438,SC,Southeast,NONE,NA
full-year,fish,age,35-44,2014,participants,116229,SC,Southeast,NONE,NA
full-year,fish,age,35-44,2015,participants,113999,SC,Southeast,NONE,NA
full-year,fish,age,35-44,2016,participants,109973,SC,Southeast,NONE,NA
full-year,fish,age,35-44,2017,participants,108997,SC,Southeast,NONE,NA
full-year,fish,age,35-44,2018,participants,104704,SC,Southeast,NONE,NA
full-year,fish,age,45-54,2010,participants,122595,SC,Southeast,NONE,NA
full-year,fish,age,45-54,2011,participants,119999,SC,Southeast,NONE,NA
full-year,fish,age,45-54,2012,participants,122109,SC,Southeast,NONE,NA
full-year,fish,age,45-54,2013,participants,119362,SC,Southeast,NONE,NA
full-year,fish,age,45-54,2014,participants,125433,SC,Southeast,NONE,NA
full-year,fish,age,45-54,2015,participants,124713,SC,Southeast,NONE,NA
full-year,fish,age,45-54,2016,participants,121264,SC,Southeast,NONE,NA
full-year,fish,age,45-54,2017,participants,120521,SC,Southeast,NONE,NA
full-year,fish,age,45-54,2018,participants,114358,SC,Southeast,NONE,NA
full-year,fish,age,55-64,2010,participants,103356,SC,Southeast,NONE,NA
full-year,fish,age,55-64,2011,participants,103120,SC,Southeast,NONE,NA
full-year,fish,age,55-64,2012,participants,105442,SC,Southeast,NONE,NA
full-year,fish,age,55-64,2013,participants,105150,SC,Southeast,NONE,NA
full-year,fish,age,55-64,2014,participants,111512,SC,Southeast,NONE,NA
full-year,fish,age,55-64,2015,participants,110804,SC,Southeast,NONE,NA
full-year,fish,age,55-64,2016,participants,110569,SC,Southeast,NONE,NA
full-year,fish,age,55-64,2017,participants,111808,SC,Southeast,NONE,NA
full-year,fish,age,55-64,2018,participants,109941,SC,Southeast,NONE,NA
full-year,fish,all,all,2014,participants - recruited,148963,SC,Southeast,NONE,NA
full-year,fish,all,all,2015,participants - recruited,151494,SC,Southeast,NONE,NA
full-year,fish,all,all,2016,participants - recruited,147481,SC,Southeast,NONE,NA
full-year,fish,all,all,2017,participants - recruited,143977,SC,Southeast,NONE,NA
full-year,fish,all,all,2018,participants - recruited,134389,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2014,participants - recruited,83043,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2015,participants - recruited,84206,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2016,participants - recruited,80557,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2017,participants - recruited,76188,SC,Southeast,NONE,NA
full-year,fish,residency,resident,2018,participants - recruited,70412,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2014,participants - recruited,65920,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2015,participants - recruited,67288,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2016,participants - recruited,66924,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2017,participants - recruited,67789,SC,Southeast,NONE,NA
full-year,fish,residency,nonresident,2018,participants - recruited,63977,SC,Southeast,NONE,NA
full-year,fish,gender,male,2014,participants - recruited,103294,SC,Southeast,NONE,NA
full-year,fish,gender,male,2015,participants - recruited,104991,SC,Southeast,NONE,NA
full-year,fish,gender,male,2016,participants - recruited,102232,SC,Southeast,NONE,NA
full-year,fish,gender,male,2017,participants - recruited,100335,SC,Southeast,NONE,NA
full-year,fish,gender,male,2018,participants - recruited,94409,SC,Southeast,NONE,NA
full-year,fish,gender,female,2014,participants - recruited,45669,SC,Southeast,NONE,NA
full-year,fish,gender,female,2015,participants - recruited,46503,SC,Southeast,NONE,NA
full-year,fish,gender,female,2016,participants - recruited,45249,SC,Southeast,NONE,NA
full-year,fish,gender,female,2017,participants - recruited,43642,SC,Southeast,NONE,NA
full-year,fish,gender,female,2018,participants - recruited,39980,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2014,participants - recruited,29463,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2015,participants - recruited,29180,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2016,participants - recruited,27786,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2017,participants - recruited,26621,SC,Southeast,NONE,NA
full-year,fish,age,18-24,2018,participants - recruited,24655,SC,Southeast,NONE,NA
