region,state,quarter,group,metric,segment,year,category,value,aggregation,value_type,"segment == ""residency"""
Northwest,Northwest,4,all_sports,participants,residency,2009,nonresident,114967,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2009,resident,504185,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2010,nonresident,98284,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2010,resident,469802,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2011,nonresident,96506,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2011,resident,464801,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2012,nonresident,98585,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2012,resident,460294,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2013,nonresident,99256,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2013,resident,461928,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2014,nonresident,101937,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2014,resident,463295,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2015,nonresident,106699,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2015,resident,452627,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2016,nonresident,110004,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2016,resident,454498,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2017,nonresident,104937,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2017,resident,434410,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2018,nonresident,101923,SUM,total,NA
Northwest,Northwest,4,all_sports,participants,residency,2018,resident,427920,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2014,18-24,18669,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2014,25-34,31710,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2014,35-44,25917,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2014,45-54,23441,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2014,55-64,21309,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2015,18-24,18302,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2015,25-34,33042,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2015,35-44,26571,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2015,45-54,24439,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2015,55-64,22111,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2016,18-24,18066,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2016,25-34,33633,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2016,35-44,27586,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2016,45-54,24631,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2016,55-64,22951,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2017,18-24,16481,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2017,25-34,31932,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2017,35-44,26374,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2017,45-54,22573,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2017,55-64,21712,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2018,18-24,15716,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2018,25-34,30231,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2018,35-44,26430,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2018,45-54,22080,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,age,2018,55-64,21145,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,all,2014,all,121046,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,all,2015,all,124465,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,all,2016,all,126867,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,all,2017,all,119072,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,all,2018,all,115602,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,gender,2014,female,40835,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,gender,2014,male,80211,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,gender,2015,female,41211,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,gender,2015,male,83254,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,gender,2016,female,42250,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,gender,2016,male,84617,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,gender,2017,female,38157,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,gender,2017,male,80915,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,gender,2018,female,37210,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,gender,2018,male,78392,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,residency,2014,nonresident,54286,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,residency,2014,resident,66760,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,residency,2015,nonresident,58954,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,residency,2015,resident,65511,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,residency,2016,nonresident,60148,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,residency,2016,resident,66719,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,residency,2017,nonresident,57481,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,residency,2017,resident,61591,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,residency,2018,nonresident,55427,SUM,total,NA
Northwest,Northwest,4,all_sports,participants - recruited,residency,2018,resident,60175,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2009,18-24,63558,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2009,25-34,115407,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2009,35-44,120326,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2009,45-54,135224,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2009,55-64,116312,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2010,18-24,54809,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2010,25-34,104758,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2010,35-44,109051,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2010,45-54,123260,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2010,55-64,111268,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2011,18-24,53777,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2011,25-34,104333,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2011,35-44,107291,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2011,45-54,118931,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2011,55-64,113258,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2012,18-24,53449,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2012,25-34,104517,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2012,35-44,107589,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2012,45-54,116769,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2012,55-64,114456,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2013,18-24,55141,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2013,25-34,105280,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2013,35-44,108250,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2013,45-54,114670,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2013,55-64,114532,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2014,18-24,56731,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2014,25-34,107670,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2014,35-44,108531,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2014,45-54,113861,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2014,55-64,115111,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2015,18-24,54838,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2015,25-34,107178,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2015,35-44,107300,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2015,45-54,111748,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2015,55-64,113843,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2016,18-24,54860,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2016,25-34,108558,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2016,35-44,109955,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2016,45-54,111179,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2016,55-64,115675,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2017,18-24,51397,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2017,25-34,103312,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2017,35-44,106147,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2017,45-54,104632,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2017,55-64,110326,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2018,18-24,49386,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2018,25-34,100028,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2018,35-44,106771,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2018,45-54,101862,SUM,total,NA
Northwest,Northwest,4,fish,participants,age,2018,55-64,109065,SUM,total,NA
Northwest,Northwest,4,fish,participants,all,2009,all,550828,SUM,total,NA
Northwest,Northwest,4,fish,participants,all,2010,all,503147,SUM,total,NA
Northwest,Northwest,4,fish,participants,all,2011,all,497591,SUM,total,NA
Northwest,Northwest,4,fish,participants,all,2012,all,496780,SUM,total,NA
Northwest,Northwest,4,fish,participants,all,2013,all,497874,SUM,total,NA
Northwest,Northwest,4,fish,participants,all,2014,all,501904,SUM,total,NA
Northwest,Northwest,4,fish,participants,all,2015,all,494907,SUM,total,NA
Northwest,Northwest,4,fish,participants,all,2016,all,500228,SUM,total,NA
Northwest,Northwest,4,fish,participants,all,2017,all,475814,SUM,total,NA
Northwest,Northwest,4,fish,participants,all,2018,all,467112,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2009,female,132736,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2009,male,418092,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2010,female,116966,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2010,male,386181,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2011,female,117548,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2011,male,380043,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2012,female,119454,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2012,male,377326,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2013,female,122754,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2013,male,375120,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2014,female,125936,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2014,male,375968,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2015,female,124282,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2015,male,370625,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2016,female,128248,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2016,male,371980,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2017,female,119542,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2017,male,356272,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2018,female,118345,SUM,total,NA
Northwest,Northwest,4,fish,participants,gender,2018,male,348767,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2009,nonresident,99874,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2009,resident,450954,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2010,nonresident,87252,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2010,resident,415895,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2011,nonresident,85677,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2011,resident,411914,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2012,nonresident,88079,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2012,resident,408701,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2013,nonresident,88682,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2013,resident,409192,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2014,nonresident,90934,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2014,resident,410970,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2015,nonresident,95401,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2015,resident,399506,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2016,nonresident,98688,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2016,resident,401540,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2017,nonresident,93755,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2017,resident,382059,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2018,nonresident,91249,SUM,total,NA
Northwest,Northwest,4,fish,participants,residency,2018,resident,375863,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2014,18-24,18194,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2014,25-34,31141,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2014,35-44,25494,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2014,45-54,23154,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2014,55-64,21127,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2015,18-24,17855,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2015,25-34,32337,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2015,35-44,26150,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2015,45-54,24077,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2015,55-64,21878,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2016,18-24,17640,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2016,25-34,33126,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2016,35-44,27316,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2016,45-54,24320,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2016,55-64,22810,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2017,18-24,16084,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2017,25-34,31299,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2017,35-44,26159,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2017,45-54,22247,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2017,55-64,21553,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2018,18-24,15337,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2018,25-34,29665,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2018,35-44,26226,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2018,45-54,21869,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,age,2018,55-64,21059,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,all,2014,all,119110,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,all,2015,all,122297,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,all,2016,all,125212,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,all,2017,all,117342,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,all,2018,all,114156,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,gender,2014,female,40233,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,gender,2014,male,78877,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,gender,2015,female,40625,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,gender,2015,male,81672,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,gender,2016,female,41858,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,gender,2016,male,83354,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,gender,2017,female,37834,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,gender,2017,male,79508,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,gender,2018,female,37104,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,gender,2018,male,77052,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,residency,2014,nonresident,52096,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,residency,2014,resident,67014,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,residency,2015,nonresident,56643,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,residency,2015,resident,65654,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,residency,2016,nonresident,58023,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,residency,2016,resident,67189,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,residency,2017,nonresident,55322,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,residency,2017,resident,62020,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,residency,2018,nonresident,53295,SUM,total,NA
Northwest,Northwest,4,fish,participants - recruited,residency,2018,resident,60861,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2009,18-24,25571,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2009,25-34,46792,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2009,35-44,51400,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2009,45-54,58313,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2009,55-64,51301,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2010,18-24,23317,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2010,25-34,43520,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2010,35-44,46815,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2010,45-54,53168,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2010,55-64,49528,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2011,18-24,22370,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2011,25-34,43028,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2011,35-44,45499,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2011,45-54,51242,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2011,55-64,49885,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2012,18-24,22352,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2012,25-34,42657,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2012,35-44,44835,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2012,45-54,49395,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2012,55-64,48974,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2013,18-24,23278,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2013,25-34,43807,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2013,35-44,45671,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2013,45-54,48610,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2013,55-64,49041,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2014,18-24,23370,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2014,25-34,44473,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2014,35-44,45734,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2014,45-54,47917,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2014,55-64,48547,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2015,18-24,23248,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2015,25-34,45121,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2015,35-44,46143,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2015,45-54,47442,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2015,55-64,48281,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2016,18-24,23793,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2016,25-34,45027,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2016,35-44,46482,SUM,total,NA
Northwest,Northwest,4,hunt,participants,age,2016,45-54,46956,SUM,total,NA
