region,state,quarter,group,metric,segment,year,category,value,aggregation,value_type
Midwest,WI,4,hunt,churn,residency,2013,nonresident,0.3035946092662088,NONE,total
Midwest,WI,4,hunt,churn,residency,2014,nonresident,0.3403503096404474,NONE,total
Midwest,WI,4,hunt,churn,residency,2015,nonresident,0.30456667639334695,NONE,total
Midwest,WI,4,hunt,churn,gender,2010,male,0.13211073851078436,NONE,total
Midwest,WI,4,hunt,churn,gender,2011,male,0.12306038484466457,NONE,total
Midwest,WI,4,hunt,churn,gender,2012,male,0.11725493446369152,NONE,total
Midwest,WI,4,hunt,churn,gender,2013,male,0.1262702647421513,NONE,total
Midwest,WI,4,hunt,churn,gender,2014,male,0.14088278088301937,NONE,total
Midwest,WI,4,hunt,churn,gender,2015,male,0.12341143539613811,NONE,total
Midwest,WI,4,hunt,churn,gender,2010,female,0.26274616154873165,NONE,total
Midwest,WI,4,hunt,churn,gender,2011,female,0.2531444901024176,NONE,total
Midwest,WI,4,hunt,churn,gender,2012,female,0.23973770758049454,NONE,total
Midwest,WI,4,hunt,churn,gender,2013,female,0.2689666785159685,NONE,total
Midwest,WI,4,hunt,churn,gender,2014,female,0.27820897708135023,NONE,total
Midwest,WI,4,hunt,churn,gender,2015,female,0.2478143175915426,NONE,total
Midwest,WI,4,hunt,churn,age,2010,18-24,0.20126998085975895,NONE,total
Midwest,WI,4,hunt,churn,age,2011,18-24,0.195031684328239,NONE,total
Midwest,WI,4,hunt,churn,age,2012,18-24,0.18855273474464002,NONE,total
Midwest,WI,4,hunt,churn,age,2013,18-24,0.19696546588476216,NONE,total
Midwest,WI,4,hunt,churn,age,2014,18-24,0.21525661747171512,NONE,total
Midwest,WI,4,hunt,churn,age,2015,18-24,0.20036452508181102,NONE,total
Midwest,WI,4,hunt,churn,age,2010,25-34,0.15660868046940332,NONE,total
Midwest,WI,4,hunt,churn,age,2011,25-34,0.15043993967598973,NONE,total
Midwest,WI,4,hunt,churn,age,2012,25-34,0.14351745705664945,NONE,total
Midwest,WI,4,hunt,churn,age,2013,25-34,0.1580317579194194,NONE,total
Midwest,WI,4,hunt,churn,age,2014,25-34,0.1712517436830117,NONE,total
Midwest,WI,4,hunt,churn,age,2015,25-34,0.15567299006323396,NONE,total
Midwest,WI,4,hunt,churn,age,2010,35-44,0.13787594204705755,NONE,total
Midwest,WI,4,hunt,churn,age,2011,35-44,0.12809776603610562,NONE,total
Midwest,WI,4,hunt,churn,age,2012,35-44,0.12256709735081521,NONE,total
Midwest,WI,4,hunt,churn,age,2013,35-44,0.132915692416288,NONE,total
Midwest,WI,4,hunt,churn,age,2014,35-44,0.1460379474379149,NONE,total
Midwest,WI,4,hunt,churn,age,2015,35-44,0.12702416718628953,NONE,total
Midwest,WI,4,hunt,churn,age,2010,45-54,0.1248374262411666,NONE,total
Midwest,WI,4,hunt,churn,age,2011,45-54,0.11348378332036353,NONE,total
Midwest,WI,4,hunt,churn,age,2012,45-54,0.10814122284816281,NONE,total
Midwest,WI,4,hunt,churn,age,2013,45-54,0.12119915492204425,NONE,total
Midwest,WI,4,hunt,churn,age,2014,45-54,0.13489066843699432,NONE,total
Midwest,WI,4,hunt,churn,age,2015,45-54,0.11566710157887791,NONE,total
Midwest,WI,4,hunt,churn,age,2010,55-64,0.1191172014739373,NONE,total
Midwest,WI,4,hunt,churn,age,2011,55-64,0.11090895162217031,NONE,total
Midwest,WI,4,hunt,churn,age,2012,55-64,0.104891011465631,NONE,total
Midwest,WI,4,hunt,churn,age,2013,55-64,0.11529887825534241,NONE,total
Midwest,WI,4,hunt,churn,age,2014,55-64,0.13006666256795804,NONE,total
Midwest,WI,4,hunt,churn,age,2015,55-64,0.10895756481814117,NONE,total
Midwest,WI,4,fish,participants,all,2009,all,1186866,NONE,total
Midwest,WI,4,fish,participants,all,2010,all,1146440,NONE,total
Midwest,WI,4,fish,participants,all,2011,all,1125502,NONE,total
Midwest,WI,4,fish,participants,all,2012,all,1145357,NONE,total
Midwest,WI,4,fish,participants,all,2013,all,1137553,NONE,total
Midwest,WI,4,fish,participants,all,2014,all,1121783,NONE,total
Midwest,WI,4,fish,participants,all,2015,all,1131926,NONE,total
Midwest,WI,4,fish,participants,residency,2009,resident,903581,NONE,total
Midwest,WI,4,fish,participants,residency,2010,resident,873143,NONE,total
Midwest,WI,4,fish,participants,residency,2011,resident,854002,NONE,total
Midwest,WI,4,fish,participants,residency,2012,resident,871372,NONE,total
Midwest,WI,4,fish,participants,residency,2013,resident,863647,NONE,total
Midwest,WI,4,fish,participants,residency,2014,resident,850719,NONE,total
Midwest,WI,4,fish,participants,residency,2015,resident,852268,NONE,total
Midwest,WI,4,fish,participants,residency,2009,nonresident,283285,NONE,total
Midwest,WI,4,fish,participants,residency,2010,nonresident,273297,NONE,total
Midwest,WI,4,fish,participants,residency,2011,nonresident,271500,NONE,total
Midwest,WI,4,fish,participants,residency,2012,nonresident,273985,NONE,total
Midwest,WI,4,fish,participants,residency,2013,nonresident,273906,NONE,total
Midwest,WI,4,fish,participants,residency,2014,nonresident,271064,NONE,total
Midwest,WI,4,fish,participants,residency,2015,nonresident,279658,NONE,total
Midwest,WI,4,fish,participants,gender,2009,male,863881,NONE,total
Midwest,WI,4,fish,participants,gender,2010,male,834504,NONE,total
Midwest,WI,4,fish,participants,gender,2011,male,815442,NONE,total
Midwest,WI,4,fish,participants,gender,2012,male,823240,NONE,total
Midwest,WI,4,fish,participants,gender,2013,male,816104,NONE,total
Midwest,WI,4,fish,participants,gender,2014,male,799592,NONE,total
Midwest,WI,4,fish,participants,gender,2015,male,804838,NONE,total
Midwest,WI,4,fish,participants,gender,2009,female,322985,NONE,total
Midwest,WI,4,fish,participants,gender,2010,female,311936,NONE,total
Midwest,WI,4,fish,participants,gender,2011,female,310060,NONE,total
Midwest,WI,4,fish,participants,gender,2012,female,322117,NONE,total
Midwest,WI,4,fish,participants,gender,2013,female,321449,NONE,total
Midwest,WI,4,fish,participants,gender,2014,female,322191,NONE,total
Midwest,WI,4,fish,participants,gender,2015,female,327088,NONE,total
Midwest,WI,4,fish,participants,age,2009,18-24,150466,NONE,total
Midwest,WI,4,fish,participants,age,2010,18-24,142470,NONE,total
Midwest,WI,4,fish,participants,age,2011,18-24,141166,NONE,total
Midwest,WI,4,fish,participants,age,2012,18-24,146700,NONE,total
Midwest,WI,4,fish,participants,age,2013,18-24,150500,NONE,total
Midwest,WI,4,fish,participants,age,2014,18-24,149805,NONE,total
Midwest,WI,4,fish,participants,age,2015,18-24,147970,NONE,total
Midwest,WI,4,fish,participants,age,2009,25-34,236082,NONE,total
Midwest,WI,4,fish,participants,age,2010,25-34,230255,NONE,total
Midwest,WI,4,fish,participants,age,2011,25-34,228520,NONE,total
Midwest,WI,4,fish,participants,age,2012,25-34,234287,NONE,total
Midwest,WI,4,fish,participants,age,2013,25-34,234418,NONE,total
Midwest,WI,4,fish,participants,age,2014,25-34,233588,NONE,total
Midwest,WI,4,fish,participants,age,2015,25-34,237032,NONE,total
Midwest,WI,4,fish,participants,age,2009,35-44,263502,NONE,total
Midwest,WI,4,fish,participants,age,2010,35-44,245850,NONE,total
Midwest,WI,4,fish,participants,age,2011,35-44,234763,NONE,total
Midwest,WI,4,fish,participants,age,2012,35-44,235152,NONE,total
Midwest,WI,4,fish,participants,age,2013,35-44,230791,NONE,total
Midwest,WI,4,fish,participants,age,2014,35-44,225414,NONE,total
Midwest,WI,4,fish,participants,age,2015,35-44,226346,NONE,total
Midwest,WI,4,fish,participants,age,2009,45-54,314215,NONE,total
Midwest,WI,4,fish,participants,age,2010,45-54,302121,NONE,total
Midwest,WI,4,fish,participants,age,2011,45-54,292780,NONE,total
Midwest,WI,4,fish,participants,age,2012,45-54,291648,NONE,total
Midwest,WI,4,fish,participants,age,2013,45-54,281588,NONE,total
Midwest,WI,4,fish,participants,age,2014,45-54,270072,NONE,total
Midwest,WI,4,fish,participants,age,2015,45-54,266047,NONE,total
Midwest,WI,4,fish,participants,age,2009,55-64,222600,NONE,total
Midwest,WI,4,fish,participants,age,2010,55-64,225744,NONE,total
Midwest,WI,4,fish,participants,age,2011,55-64,228274,NONE,total
Midwest,WI,4,fish,participants,age,2012,55-64,237570,NONE,total
Midwest,WI,4,fish,participants,age,2013,55-64,240255,NONE,total
Midwest,WI,4,fish,participants,age,2014,55-64,242905,NONE,total
Midwest,WI,4,fish,participants,age,2015,55-64,254531,NONE,total
Midwest,WI,4,fish,participants - recruited,all,2014,all,179194,NONE,total
Midwest,WI,4,fish,participants - recruited,all,2015,all,186856,NONE,total
Midwest,WI,4,fish,participants - recruited,residency,2014,resident,91117,NONE,total
Midwest,WI,4,fish,participants - recruited,residency,2015,resident,93317,NONE,total
Midwest,WI,4,fish,participants - recruited,residency,2014,nonresident,88077,NONE,total
Midwest,WI,4,fish,participants - recruited,residency,2015,nonresident,93539,NONE,total
Midwest,WI,4,fish,participants - recruited,gender,2014,male,112535,NONE,total
Midwest,WI,4,fish,participants - recruited,gender,2015,male,118618,NONE,total
Midwest,WI,4,fish,participants - recruited,gender,2014,female,66659,NONE,total
Midwest,WI,4,fish,participants - recruited,gender,2015,female,68238,NONE,total
Midwest,WI,4,fish,participants - recruited,age,2014,18-24,40156,NONE,total
Midwest,WI,4,fish,participants - recruited,age,2015,18-24,39442,NONE,total
Midwest,WI,4,fish,participants - recruited,age,2014,25-34,45016,NONE,total
Midwest,WI,4,fish,participants - recruited,age,2015,25-34,47405,NONE,total
Midwest,WI,4,fish,participants - recruited,age,2014,35-44,34352,NONE,total
Midwest,WI,4,fish,participants - recruited,age,2015,35-44,35866,NONE,total
Midwest,WI,4,fish,participants - recruited,age,2014,45-54,33056,NONE,total
Midwest,WI,4,fish,participants - recruited,age,2015,45-54,34811,NONE,total
Midwest,WI,4,fish,participants - recruited,age,2014,55-64,26614,NONE,total
Midwest,WI,4,fish,participants - recruited,age,2015,55-64,29332,NONE,total
Midwest,WI,4,fish,churn,all,2010,all,0.31428653276781093,NONE,total
Midwest,WI,4,fish,churn,all,2011,all,0.3143156205296395,NONE,total
Midwest,WI,4,fish,churn,all,2012,all,0.3066338398332478,NONE,total
Midwest,WI,4,fish,churn,all,2013,all,0.3188429459111876,NONE,total
Midwest,WI,4,fish,churn,all,2014,all,0.3219762068228909,NONE,total
Midwest,WI,4,fish,churn,all,2015,all,0.3181105436612964,NONE,total
Midwest,WI,4,fish,churn,residency,2010,resident,0.26504498581638025,NONE,total
Midwest,WI,4,fish,churn,residency,2011,resident,0.2642141349304798,NONE,total
Midwest,WI,4,fish,churn,residency,2012,resident,0.25290310945390143,NONE,total
Midwest,WI,4,fish,churn,residency,2013,resident,0.26637660334395324,NONE,total
Midwest,WI,4,fish,churn,residency,2014,resident,0.2685115706001149,NONE,total
Midwest,WI,4,fish,churn,residency,2015,resident,0.26600403223436336,NONE,total
Midwest,WI,4,fish,churn,residency,2010,nonresident,0.4711221413391136,NONE,total
Midwest,WI,4,fish,churn,residency,2011,nonresident,0.4741061953379441,NONE,total
Midwest,WI,4,fish,churn,residency,2012,nonresident,0.47534727466285537,NONE,total
Midwest,WI,4,fish,churn,residency,2013,nonresident,0.4854925665144563,NONE,total
Midwest,WI,4,fish,churn,residency,2014,nonresident,0.4902968807620828,NONE,total
Midwest,WI,4,fish,churn,residency,2015,nonresident,0.4814105615017654,NONE,total
Midwest,WI,4,fish,churn,gender,2010,male,0.2942014350498653,NONE,total
Midwest,WI,4,fish,churn,gender,2011,male,0.29529589888118635,NONE,total
Midwest,WI,4,fish,churn,gender,2012,male,0.28768007302296966,NONE,total
Midwest,WI,4,fish,churn,gender,2013,male,0.29720694017580124,NONE,total
Midwest,WI,4,fish,churn,gender,2014,male,0.30202268734591364,NONE,total
Midwest,WI,4,fish,churn,gender,2015,male,0.29708789373120714,NONE,total
Midwest,WI,4,fish,churn,gender,2010,female,0.3671062901886933,NONE,total
Midwest,WI,4,fish,churn,gender,2011,female,0.3643631862176013,NONE,total
Midwest,WI,4,fish,churn,gender,2012,female,0.35551504396224887,NONE,total
Midwest,WI,4,fish,churn,gender,2013,female,0.373147725402135,NONE,total
Midwest,WI,4,fish,churn,gender,2014,female,0.3715626741033773,NONE,total
Midwest,WI,4,fish,churn,gender,2015,female,0.3691906864663102,NONE,total
Midwest,WI,4,fish,churn,age,2010,18-24,0.41527704853749475,NONE,total
Midwest,WI,4,fish,churn,age,2011,18-24,0.40898466289965957,NONE,total
Midwest,WI,4,fish,churn,age,2012,18-24,0.4050098468426347,NONE,total
Midwest,WI,4,fish,churn,age,2013,18-24,0.407445278362884,NONE,total
Midwest,WI,4,fish,churn,age,2014,18-24,0.4114035495724167,NONE,total
Midwest,WI,4,fish,churn,age,2015,18-24,0.41580886770537107,NONE,total
Midwest,WI,4,fish,churn,age,2010,25-34,0.3602429746604878,NONE,total
Midwest,WI,4,fish,churn,age,2011,25-34,0.36321270977380915,NONE,total
Midwest,WI,4,fish,churn,age,2012,25-34,0.35602788462800805,NONE,total
Midwest,WI,4,fish,churn,age,2013,25-34,0.3679012134896685,NONE,total
Midwest,WI,4,fish,churn,age,2014,25-34,0.3698216395848353,NONE,total
Midwest,WI,4,fish,churn,age,2015,25-34,0.36907921775464075,NONE,total
Midwest,WI,4,fish,churn,age,2010,35-44,0.3132606938324737,NONE,total
Midwest,WI,4,fish,churn,age,2011,35-44,0.3155034534375737,NONE,total
Midwest,WI,4,fish,churn,age,2012,35-44,0.30972584300294775,NONE,total
Midwest,WI,4,fish,churn,age,2013,35-44,0.3226606222464149,NONE,total
Midwest,WI,4,fish,churn,age,2014,35-44,0.3260466406107822,NONE,total
Midwest,WI,4,fish,churn,age,2015,35-44,0.3221108202830399,NONE,total
Midwest,WI,4,fish,churn,age,2010,45-54,0.27973545849193504,NONE,total
Midwest,WI,4,fish,churn,age,2011,45-54,0.2804598309892721,NONE,total
Midwest,WI,4,fish,churn,age,2012,45-54,0.271386168712065,NONE,total
Midwest,WI,4,fish,churn,age,2013,45-54,0.28405962083780506,NONE,total
Midwest,WI,4,fish,churn,age,2014,45-54,0.2874437996746952,NONE,total
Midwest,WI,4,fish,churn,age,2015,45-54,0.28171157527576485,NONE,total
Midwest,WI,4,fish,churn,age,2010,55-64,0.24721014232317431,NONE,total
Midwest,WI,4,fish,churn,age,2011,55-64,0.24862118305816058,NONE,total
Midwest,WI,4,fish,churn,age,2012,55-64,0.23830864732966212,NONE,total
Midwest,WI,4,fish,churn,age,2013,55-64,0.25463660624836887,NONE,total
Midwest,WI,4,fish,churn,age,2014,55-64,0.25577523413111336,NONE,total
Midwest,WI,4,fish,churn,age,2015,55-64,0.2455568317956699,NONE,total
Midwest,WI,4,all_sports,participants,all,2009,all,1374350,NONE,total
Midwest,WI,4,all_sports,participants,all,2010,all,1336097,NONE,total
Midwest,WI,4,all_sports,participants,all,2011,all,1319101,NONE,total
Midwest,WI,4,all_sports,participants,all,2012,all,1338981,NONE,total
Midwest,WI,4,all_sports,participants,all,2013,all,1331384,NONE,total
Midwest,WI,4,all_sports,participants,all,2014,all,1311301,NONE,total
Midwest,WI,4,all_sports,participants,all,2015,all,1321108,NONE,total
Midwest,WI,4,all_sports,participants,residency,2009,resident,1060591,NONE,total
Midwest,WI,4,all_sports,participants,residency,2010,resident,1033629,NONE,total
Midwest,WI,4,all_sports,participants,residency,2011,resident,1018476,NONE,total
Midwest,WI,4,all_sports,participants,residency,2012,resident,1035635,NONE,total
Midwest,WI,4,all_sports,participants,residency,2013,resident,1027408,NONE,total
Midwest,WI,4,all_sports,participants,residency,2014,resident,1011718,NONE,total
Midwest,WI,4,all_sports,participants,residency,2015,resident,1012212,NONE,total
Midwest,WI,4,all_sports,participants,residency,2009,nonresident,313759,NONE,total
Midwest,WI,4,all_sports,participants,residency,2010,nonresident,302468,NONE,total
Midwest,WI,4,all_sports,participants,residency,2011,nonresident,300625,NONE,total
Midwest,WI,4,all_sports,participants,residency,2012,nonresident,303346,NONE,total
Midwest,WI,4,all_sports,participants,residency,2013,nonresident,303976,NONE,total
Midwest,WI,4,all_sports,participants,residency,2014,nonresident,299583,NONE,total
Midwest,WI,4,all_sports,participants,residency,2015,nonresident,308896,NONE,total
Midwest,WI,4,all_sports,participants,gender,2009,male,1031113,NONE,total
Midwest,WI,4,all_sports,participants,gender,2010,male,1003401,NONE,total
Midwest,WI,4,all_sports,participants,gender,2011,male,987385,NONE,total
Midwest,WI,4,all_sports,participants,gender,2012,male,993890,NONE,total
Midwest,WI,4,all_sports,participants,gender,2013,male,986318,NONE,total
Midwest,WI,4,all_sports,participants,gender,2014,male,965520,NONE,total
Midwest,WI,4,all_sports,participants,gender,2015,male,969251,NONE,total
Midwest,WI,4,all_sports,participants,gender,2009,female,343237,NONE,total
Midwest,WI,4,all_sports,participants,gender,2010,female,332696,NONE,total
Midwest,WI,4,all_sports,participants,gender,2011,female,331716,NONE,total
Midwest,WI,4,all_sports,participants,gender,2012,female,345091,NONE,total
Midwest,WI,4,all_sports,participants,gender,2013,female,345066,NONE,total
Midwest,WI,4,all_sports,participants,gender,2014,female,345781,NONE,total
Midwest,WI,4,all_sports,participants,gender,2015,female,351857,NONE,total
Midwest,WI,4,all_sports,participants,age,2009,18-24,177364,NONE,total
Midwest,WI,4,all_sports,participants,age,2010,18-24,169400,NONE,total
Midwest,WI,4,all_sports,participants,age,2011,18-24,168312,NONE,total
Midwest,WI,4,all_sports,participants,age,2012,18-24,173628,NONE,total
Midwest,WI,4,all_sports,participants,age,2013,18-24,176896,NONE,total
Midwest,WI,4,all_sports,participants,age,2014,18-24,175058,NONE,total
Midwest,WI,4,all_sports,participants,age,2015,18-24,172870,NONE,total
Midwest,WI,4,all_sports,participants,age,2009,25-34,270845,NONE,total
Midwest,WI,4,all_sports,participants,age,2010,25-34,265936,NONE,total
Midwest,WI,4,all_sports,participants,age,2011,25-34,265906,NONE,total
Midwest,WI,4,all_sports,participants,age,2012,25-34,272400,NONE,total
Midwest,WI,4,all_sports,participants,age,2013,25-34,273843,NONE,total
Midwest,WI,4,all_sports,participants,age,2014,25-34,272335,NONE,total
Midwest,WI,4,all_sports,participants,age,2015,25-34,276258,NONE,total
Midwest,WI,4,all_sports,participants,age,2009,35-44,304018,NONE,total
Midwest,WI,4,all_sports,participants,age,2010,35-44,285580,NONE,total
Midwest,WI,4,all_sports,participants,age,2011,35-44,273746,NONE,total
Midwest,WI,4,all_sports,participants,age,2012,35-44,273123,NONE,total
Midwest,WI,4,all_sports,participants,age,2013,35-44,268157,NONE,total
Midwest,WI,4,all_sports,participants,age,2014,35-44,261751,NONE,total
Midwest,WI,4,all_sports,participants,age,2015,35-44,262264,NONE,total
Midwest,WI,4,all_sports,participants,age,2009,45-54,366044,NONE,total
Midwest,WI,4,all_sports,participants,age,2010,45-54,354237,NONE,total
Midwest,WI,4,all_sports,participants,age,2011,45-54,345641,NONE,total
Midwest,WI,4,all_sports,participants,age,2012,45-54,344053,NONE,total
Midwest,WI,4,all_sports,participants,age,2013,45-54,332887,NONE,total
Midwest,WI,4,all_sports,participants,age,2014,45-54,319069,NONE,total
Midwest,WI,4,all_sports,participants,age,2015,45-54,313805,NONE,total
Midwest,WI,4,all_sports,participants,age,2009,55-64,256079,NONE,total
Midwest,WI,4,all_sports,participants,age,2010,55-64,260943,NONE,total
Midwest,WI,4,all_sports,participants,age,2011,55-64,265496,NONE,total
Midwest,WI,4,all_sports,participants,age,2012,55-64,275777,NONE,total
Midwest,WI,4,all_sports,participants,age,2013,55-64,279600,NONE,total
Midwest,WI,4,all_sports,participants,age,2014,55-64,283088,NONE,total
Midwest,WI,4,all_sports,participants,age,2015,55-64,295910,NONE,total
Midwest,WI,4,all_sports,participants - recruited,all,2014,all,175306,NONE,total
Midwest,WI,4,all_sports,participants - recruited,all,2015,all,182404,NONE,total
Midwest,WI,4,all_sports,participants - recruited,residency,2014,resident,84166,NONE,total
Midwest,WI,4,all_sports,participants - recruited,residency,2015,resident,85701,NONE,total
Midwest,WI,4,all_sports,participants - recruited,residency,2014,nonresident,91140,NONE,total
