"timeframe","group","segment","year","category","metric","value"
"full-year","hunt","Gender",2011,"Male","residents",349914
"full-year","hunt","Gender",2012,"Male","residents",350055
"full-year","hunt","Gender",2013,"Male","residents",349247
"full-year","hunt","Gender",2014,"Male","residents",345309
"full-year","hunt","Gender",2015,"Male","residents",340008
"full-year","hunt","Gender",2016,"Male","residents",330542
"full-year","hunt","Gender",2017,"Male","residents",324699
"full-year","hunt","Gender",2018,"Male","residents",317640
"full-year","hunt","Gender",2009,"Female","residents",53645
"full-year","hunt","Gender",2010,"Female","residents",54390
"full-year","hunt","Gender",2011,"Female","residents",55657
"full-year","hunt","Gender",2012,"Female","residents",58663
"full-year","hunt","Gender",2013,"Female","residents",60030
"full-year","hunt","Gender",2014,"Female","residents",62177
"full-year","hunt","Gender",2015,"Female","residents",62834
"full-year","hunt","Gender",2016,"Female","residents",61766
"full-year","hunt","Gender",2017,"Female","residents",60884
"full-year","hunt","Gender",2018,"Female","residents",58793
"full-year","hunt","Age",2009,"18-24","residents",56799
"full-year","hunt","Age",2010,"18-24","residents",56330
"full-year","hunt","Age",2011,"18-24","residents",56585
"full-year","hunt","Age",2012,"18-24","residents",57804
"full-year","hunt","Age",2013,"18-24","residents",58385
"full-year","hunt","Age",2014,"18-24","residents",57863
"full-year","hunt","Age",2015,"18-24","residents",56398
"full-year","hunt","Age",2016,"18-24","residents",54155
"full-year","hunt","Age",2017,"18-24","residents",53132
"full-year","hunt","Age",2018,"18-24","residents",51595
"full-year","hunt","Age",2009,"25-34","residents",81536
"full-year","hunt","Age",2010,"25-34","residents",81340
"full-year","hunt","Age",2011,"25-34","residents",81841
"full-year","hunt","Age",2012,"25-34","residents",83104
"full-year","hunt","Age",2013,"25-34","residents",84962
"full-year","hunt","Age",2014,"25-34","residents",84947
"full-year","hunt","Age",2015,"25-34","residents",84454
"full-year","hunt","Age",2016,"25-34","residents",82137
"full-year","hunt","Age",2017,"25-34","residents",80477
"full-year","hunt","Age",2018,"25-34","residents",78548
"full-year","hunt","Age",2009,"35-44","residents",90052
"full-year","hunt","Age",2010,"35-44","residents",86145
"full-year","hunt","Age",2011,"35-44","residents",83458
"full-year","hunt","Age",2012,"35-44","residents",83982
"full-year","hunt","Age",2013,"35-44","residents",83712
"full-year","hunt","Age",2014,"35-44","residents",83193
"full-year","hunt","Age",2015,"35-44","residents",81895
"full-year","hunt","Age",2016,"35-44","residents",79302
"full-year","hunt","Age",2017,"35-44","residents",78743
"full-year","hunt","Age",2018,"35-44","residents",78145
"full-year","hunt","Age",2009,"45-54","residents",109079
"full-year","hunt","Age",2010,"45-54","residents",107613
"full-year","hunt","Age",2011,"45-54","residents",105473
"full-year","hunt","Age",2012,"45-54","residents",103208
"full-year","hunt","Age",2013,"45-54","residents",99965
"full-year","hunt","Age",2014,"45-54","residents",96894
"full-year","hunt","Age",2015,"45-54","residents",93814
"full-year","hunt","Age",2016,"45-54","residents",89458
"full-year","hunt","Age",2017,"45-54","residents",85081
"full-year","hunt","Age",2018,"45-54","residents",80331
"full-year","hunt","Age",2009,"55-64","residents",74840
"full-year","hunt","Age",2010,"55-64","residents",76385
"full-year","hunt","Age",2011,"55-64","residents",78214
"full-year","hunt","Age",2012,"55-64","residents",80619
"full-year","hunt","Age",2013,"55-64","residents",82252
"full-year","hunt","Age",2014,"55-64","residents",84589
"full-year","hunt","Age",2015,"55-64","residents",86281
"full-year","hunt","Age",2016,"55-64","residents",87257
"full-year","hunt","Age",2017,"55-64","residents",88150
"full-year","hunt","Age",2018,"55-64","residents",87814
"full-year","hunt","All",2014,"All","recruits",48143
"full-year","hunt","All",2015,"All","recruits",47098
"full-year","hunt","All",2016,"All","recruits",45415
"full-year","hunt","All",2017,"All","recruits",45162
"full-year","hunt","All",2018,"All","recruits",43516
"full-year","hunt","Residency",2014,"Resident","recruits",32335
"full-year","hunt","Residency",2015,"Resident","recruits",30322
"full-year","hunt","Residency",2016,"Resident","recruits",28540
"full-year","hunt","Residency",2017,"Resident","recruits",28057
"full-year","hunt","Residency",2018,"Resident","recruits",26419
"full-year","hunt","Residency",2014,"Nonresident","recruits",15808
"full-year","hunt","Residency",2015,"Nonresident","recruits",16776
"full-year","hunt","Residency",2016,"Nonresident","recruits",16875
"full-year","hunt","Residency",2017,"Nonresident","recruits",17105
"full-year","hunt","Residency",2018,"Nonresident","recruits",17097
"full-year","hunt","Gender",2014,"Male","recruits",36629
"full-year","hunt","Gender",2015,"Male","recruits",36179
"full-year","hunt","Gender",2016,"Male","recruits",35195
"full-year","hunt","Gender",2017,"Male","recruits",35232
"full-year","hunt","Gender",2018,"Male","recruits",34527
"full-year","hunt","Gender",2014,"Female","recruits",11514
"full-year","hunt","Gender",2015,"Female","recruits",10919
"full-year","hunt","Gender",2016,"Female","recruits",10220
"full-year","hunt","Gender",2017,"Female","recruits",9930
"full-year","hunt","Gender",2018,"Female","recruits",8989
"full-year","hunt","Age",2014,"18-24","recruits",8718
"full-year","hunt","Age",2015,"18-24","recruits",8172
"full-year","hunt","Age",2016,"18-24","recruits",7684
"full-year","hunt","Age",2017,"18-24","recruits",7992
"full-year","hunt","Age",2018,"18-24","recruits",7484
"full-year","hunt","Age",2014,"25-34","recruits",12882
"full-year","hunt","Age",2015,"25-34","recruits",12480
"full-year","hunt","Age",2016,"25-34","recruits",12001
"full-year","hunt","Age",2017,"25-34","recruits",11969
"full-year","hunt","Age",2018,"25-34","recruits",11653
"full-year","hunt","Age",2014,"35-44","recruits",9869
"full-year","hunt","Age",2015,"35-44","recruits",9845
"full-year","hunt","Age",2016,"35-44","recruits",9116
"full-year","hunt","Age",2017,"35-44","recruits",9161
"full-year","hunt","Age",2018,"35-44","recruits",9147
"full-year","hunt","Age",2014,"45-54","recruits",9534
"full-year","hunt","Age",2015,"45-54","recruits",9449
"full-year","hunt","Age",2016,"45-54","recruits",9001
"full-year","hunt","Age",2017,"45-54","recruits",8652
"full-year","hunt","Age",2018,"45-54","recruits",7949
"full-year","hunt","Age",2014,"55-64","recruits",7140
"full-year","hunt","Age",2015,"55-64","recruits",7152
"full-year","hunt","Age",2016,"55-64","recruits",7614
"full-year","hunt","Age",2017,"55-64","recruits",7387
"full-year","hunt","Age",2018,"55-64","recruits",7283
"full-year","hunt","All",2010,"All","churn",0.206346744767724
"full-year","hunt","All",2011,"All","churn",0.204699327448885
"full-year","hunt","All",2012,"All","churn",0.201638966877612
"full-year","hunt","All",2013,"All","churn",0.205794866637614
"full-year","hunt","All",2014,"All","churn",0.207768776547998
"full-year","hunt","All",2015,"All","churn",0.210964501347529
"full-year","hunt","All",2016,"All","churn",0.220324195662776
"full-year","hunt","All",2017,"All","churn",0.217576990786255
"full-year","hunt","All",2018,"All","churn",0.218320571802999
"full-year","hunt","Residency",2010,"Resident","churn",0.176942685355188
"full-year","hunt","Residency",2011,"Resident","churn",0.176649591847244
"full-year","hunt","Residency",2012,"Resident","churn",0.174132272770982
"full-year","hunt","Residency",2013,"Resident","churn",0.177731345328564
"full-year","hunt","Residency",2014,"Resident","churn",0.180572523187287
"full-year","hunt","Residency",2015,"Resident","churn",0.182632937734979
"full-year","hunt","Residency",2016,"Resident","churn",0.190135513195098
"full-year","hunt","Residency",2017,"Resident","churn",0.186330638172049
"full-year","hunt","Residency",2018,"Resident","churn",0.186102603071194
"full-year","hunt","Residency",2010,"Nonresident","churn",0.516557477735694
"full-year","hunt","Residency",2011,"Nonresident","churn",0.508484928960297
"full-year","hunt","Residency",2012,"Nonresident","churn",0.499027003971956
"full-year","hunt","Residency",2013,"Nonresident","churn",0.501819495702893
"full-year","hunt","Residency",2014,"Nonresident","churn",0.488304683167818
"full-year","hunt","Residency",2015,"Nonresident","churn",0.48675188149564
"full-year","hunt","Residency",2016,"Nonresident","churn",0.495585438739473
"full-year","hunt","Residency",2017,"Nonresident","churn",0.48948582582849
"full-year","hunt","Residency",2018,"Nonresident","churn",0.486548343913288
"full-year","hunt","Gender",2010,"Male","churn",0.191481268274622
"full-year","hunt","Gender",2011,"Male","churn",0.189692485263201
"full-year","hunt","Gender",2012,"Male","churn",0.186959200064461
"full-year","hunt","Gender",2013,"Male","churn",0.189979052901134
"full-year","hunt","Gender",2014,"Male","churn",0.192154700994055
"full-year","hunt","Gender",2015,"Male","churn",0.194785236190783
"full-year","hunt","Gender",2016,"Male","churn",0.202984362631775
"full-year","hunt","Gender",2017,"Male","churn",0.201144699804217
"full-year","hunt","Gender",2018,"Male","churn",0.201868611237711
"full-year","hunt","Gender",2010,"Female","churn",0.300250608093167
"full-year","hunt","Gender",2011,"Female","churn",0.299970952398243
"full-year","hunt","Gender",2012,"Female","churn",0.293162378026104
"full-year","hunt","Gender",2013,"Female","churn",0.301339285714286
"full-year","hunt","Gender",2014,"Female","churn",0.300565156851503
"full-year","hunt","Gender",2015,"Female","churn",0.303629738299181
"full-year","hunt","Gender",2016,"Female","churn",0.316553047439277
"full-year","hunt","Gender",2017,"Female","churn",0.31421383249735
"full-year","hunt","Gender",2018,"Female","churn",0.314354412118298
"full-year","hunt","Age",2010,"18-24","churn",0.256144954494121
"full-year","hunt","Age",2011,"18-24","churn",0.25580809776405
"full-year","hunt","Age",2012,"18-24","churn",0.255535547552354
"full-year","hunt","Age",2013,"18-24","churn",0.260606356490748
"full-year","hunt","Age",2014,"18-24","churn",0.266582062938748
"full-year","hunt","Age",2015,"18-24","churn",0.272741837290525
"full-year","hunt","Age",2016,"18-24","churn",0.283116164820328
"full-year","hunt","Age",2017,"18-24","churn",0.277919016752252
"full-year","hunt","Age",2018,"18-24","churn",0.279414271589786
"full-year","hunt","Age",2010,"25-34","churn",0.218868683258121
"full-year","hunt","Age",2011,"25-34","churn",0.218191436675521
"full-year","hunt","Age",2012,"25-34","churn",0.217145790554415
"full-year","hunt","Age",2013,"25-34","churn",0.221197095026
"full-year","hunt","Age",2014,"25-34","churn",0.227165573700227
"full-year","hunt","Age",2015,"25-34","churn",0.232559128355036
"full-year","hunt","Age",2016,"25-34","churn",0.243874674184797
"full-year","hunt","Age",2017,"25-34","churn",0.243237067183181
"full-year","hunt","Age",2018,"25-34","churn",0.243694701235166
"full-year","hunt","Age",2010,"35-44","churn",0.201923365289454
"full-year","hunt","Age",2011,"35-44","churn",0.196999874208562
"full-year","hunt","Age",2012,"35-44","churn",0.19248465427461
"full-year","hunt","Age",2013,"35-44","churn",0.197473810621575
"full-year","hunt","Age",2014,"35-44","churn",0.198565776458952
"full-year","hunt","Age",2015,"35-44","churn",0.201154261057174
"full-year","hunt","Age",2016,"35-44","churn",0.211745631025702
"full-year","hunt","Age",2017,"35-44","churn",0.206544722268837
"full-year","hunt","Age",2018,"35-44","churn",0.206077851382812
"full-year","hunt","Age",2010,"45-54","churn",0.188344107242911
"full-year","hunt","Age",2011,"45-54","churn",0.189437914699975
"full-year","hunt","Age",2012,"45-54","churn",0.185774275942682
"full-year","hunt","Age",2013,"45-54","churn",0.188893982403865
"full-year","hunt","Age",2014,"45-54","churn",0.18926446041077
"full-year","hunt","Age",2015,"45-54","churn",0.189469960717145
"full-year","hunt","Age",2016,"45-54","churn",0.20132677898153
"full-year","hunt","Age",2017,"45-54","churn",0.196077648983501
"full-year","hunt","Age",2018,"45-54","churn",0.197887287297705
"full-year","hunt","Age",2010,"55-64","churn",0.18775599765945
"full-year","hunt","Age",2011,"55-64","churn",0.184281940011237
"full-year","hunt","Age",2012,"55-64","churn",0.178940115844544
"full-year","hunt","Age",2013,"55-64","churn",0.182189403477728
"full-year","hunt","Age",2014,"55-64","churn",0.179196715854876
"full-year","hunt","Age",2015,"55-64","churn",0.182133920096643
"full-year","hunt","Age",2016,"55-64","churn",0.185562664024705
"full-year","hunt","Age",2017,"55-64","churn",0.188509464866994
"full-year","hunt","Age",2018,"55-64","churn",0.18876912021353
"full-year","fish","All",2009,"All","participants",773515
"full-year","fish","All",2010,"All","participants",743577
"full-year","fish","All",2011,"All","participants",703991
"full-year","fish","All",2012,"All","participants",744996
"full-year","fish","All",2013,"All","participants",724753
"full-year","fish","All",2014,"All","participants",739847
"full-year","fish","All",2015,"All","participants",712704
"full-year","fish","All",2016,"All","participants",724642
"full-year","fish","All",2017,"All","participants",691927
"full-year","fish","All",2018,"All","participants",664688
"full-year","fish","Residency",2009,"Resident","participants",631517
"full-year","fish","Residency",2010,"Resident","participants",606979
"full-year","fish","Residency",2011,"Resident","participants",578670
"full-year","fish","Residency",2012,"Resident","participants",615228
"full-year","fish","Residency",2013,"Resident","participants",594514
"full-year","fish","Residency",2014,"Resident","participants",606102
"full-year","fish","Residency",2015,"Resident","participants",580949
"full-year","fish","Residency",2016,"Resident","participants",591475
"full-year","fish","Residency",2017,"Resident","participants",563347
"full-year","fish","Residency",2018,"Resident","participants",540218
"full-year","fish","Residency",2009,"Nonresident","participants",141998
"full-year","fish","Residency",2010,"Nonresident","participants",136598
"full-year","fish","Residency",2011,"Nonresident","participants",125321
"full-year","fish","Residency",2012,"Nonresident","participants",129768
"full-year","fish","Residency",2013,"Nonresident","participants",130239
"full-year","fish","Residency",2014,"Nonresident","participants",133745
"full-year","fish","Residency",2015,"Nonresident","participants",131755
"full-year","fish","Residency",2016,"Nonresident","participants",133167
"full-year","fish","Residency",2017,"Nonresident","participants",128580
"full-year","fish","Residency",2018,"Nonresident","participants",124470
"full-year","fish","Gender",2009,"Male","participants",577752
"full-year","fish","Gender",2010,"Male","participants",556041
"full-year","fish","Gender",2011,"Male","participants",527196
"full-year","fish","Gender",2012,"Male","participants",550279
"full-year","fish","Gender",2013,"Male","participants",535339
"full-year","fish","Gender",2014,"Male","participants",540997
"full-year","fish","Gender",2015,"Male","participants",522400
"full-year","fish","Gender",2016,"Male","participants",535014
"full-year","fish","Gender",2017,"Male","participants",512140
"full-year","fish","Gender",2018,"Male","participants",490804
"full-year","fish","Gender",2009,"Female","participants",195763
"full-year","fish","Gender",2010,"Female","participants",187536
"full-year","fish","Gender",2011,"Female","participants",176795
"full-year","fish","Gender",2012,"Female","participants",194717
"full-year","fish","Gender",2013,"Female","participants",189414
"full-year","fish","Gender",2014,"Female","participants",198850
"full-year","fish","Gender",2015,"Female","participants",190304
"full-year","fish","Gender",2016,"Female","participants",189628
"full-year","fish","Gender",2017,"Female","participants",179787
"full-year","fish","Gender",2018,"Female","participants",173884
"full-year","fish","Age",2009,"18-24","participants",104713
"full-year","fish","Age",2010,"18-24","participants",100670
"full-year","fish","Age",2011,"18-24","participants",95979
"full-year","fish","Age",2012,"18-24","participants",105596
"full-year","fish","Age",2013,"18-24","participants",103415
"full-year","fish","Age",2014,"18-24","participants",106999
"full-year","fish","Age",2015,"18-24","participants",101873
"full-year","fish","Age",2016,"18-24","participants",102794
"full-year","fish","Age",2017,"18-24","participants",95539
"full-year","fish","Age",2018,"18-24","participants",89458
"full-year","fish","Age",2009,"25-34","participants",162974
"full-year","fish","Age",2010,"25-34","participants",157904
"full-year","fish","Age",2011,"25-34","participants",150684
"full-year","fish","Age",2012,"25-34","participants",161351
"full-year","fish","Age",2013,"25-34","participants",157444
"full-year","fish","Age",2014,"25-34","participants",161828
"full-year","fish","Age",2015,"25-34","participants",155353
"full-year","fish","Age",2016,"25-34","participants",157199
"full-year","fish","Age",2017,"25-34","participants",146847
"full-year","fish","Age",2018,"25-34","participants",138859
"full-year","fish","Age",2009,"35-44","participants",169740
"full-year","fish","Age",2010,"35-44","participants",158802
"full-year","fish","Age",2011,"35-44","participants",148092
"full-year","fish","Age",2012,"35-44","participants",155810
"full-year","fish","Age",2013,"35-44","participants",151284
"full-year","fish","Age",2014,"35-44","participants",153648
"full-year","fish","Age",2015,"35-44","participants",147150
"full-year","fish","Age",2016,"35-44","participants",150661
"full-year","fish","Age",2017,"35-44","participants",147003
"full-year","fish","Age",2018,"35-44","participants",143511
"full-year","fish","Age",2009,"45-54","participants",194943
"full-year","fish","Age",2010,"45-54","participants",185132
"full-year","fish","Age",2011,"45-54","participants",171960
"full-year","fish","Age",2012,"45-54","participants",176364
"full-year","fish","Age",2013,"45-54","participants",167834
"full-year","fish","Age",2014,"45-54","participants",166680
"full-year","fish","Age",2015,"45-54","participants",157976
"full-year","fish","Age",2016,"45-54","participants",157907
"full-year","fish","Age",2017,"45-54","participants",148402
"full-year","fish","Age",2018,"45-54","participants",139744
"full-year","fish","Age",2009,"55-64","participants",141146
"full-year","fish","Age",2010,"55-64","participants",141070
"full-year","fish","Age",2011,"55-64","participants",137277
"full-year","fish","Age",2012,"55-64","participants",145875
"full-year","fish","Age",2013,"55-64","participants",144777
"full-year","fish","Age",2014,"55-64","participants",150691
"full-year","fish","Age",2015,"55-64","participants",150353
"full-year","fish","Age",2016,"55-64","participants",156079
"full-year","fish","Age",2017,"55-64","participants",154135
"full-year","fish","Age",2018,"55-64","participants",153116
"full-year","fish","All",2009,"All","residents",631517
"full-year","fish","All",2010,"All","residents",606979
"full-year","fish","All",2011,"All","residents",578670
"full-year","fish","All",2012,"All","residents",615228
"full-year","fish","All",2013,"All","residents",594514
"full-year","fish","All",2014,"All","residents",606102
"full-year","fish","All",2015,"All","residents",580949
"full-year","fish","All",2016,"All","residents",591475
"full-year","fish","All",2017,"All","residents",563347
"full-year","fish","All",2018,"All","residents",540218
"full-year","fish","Residency",2009,"Resident","residents",631517
"full-year","fish","Residency",2010,"Resident","residents",606979
"full-year","fish","Residency",2011,"Resident","residents",578670
"full-year","fish","Residency",2012,"Resident","residents",615228
"full-year","fish","Residency",2013,"Resident","residents",594514
"full-year","fish","Residency",2014,"Resident","residents",606102
"full-year","fish","Residency",2015,"Resident","residents",580949
"full-year","fish","Residency",2016,"Resident","residents",591475
"full-year","fish","Residency",2017,"Resident","residents",563347
"full-year","fish","Residency",2018,"Resident","residents",540218
"full-year","fish","Gender",2009,"Male","residents",466174
"full-year","fish","Gender",2010,"Male","residents",448501
"full-year","fish","Gender",2011,"Male","residents",428633
"full-year","fish","Gender",2012,"Male","residents",448780
"full-year","fish","Gender",2013,"Male","residents",433870
"full-year","fish","Gender",2014,"Male","residents",437553
"full-year","fish","Gender",2015,"Male","residents",420377
"full-year","fish","Gender",2016,"Male","residents",424556
"full-year","fish","Gender",2017,"Male","residents",404948
"full-year","fish","Gender",2018,"Male","residents",391608
"full-year","fish","Gender",2009,"Female","residents",165343
"full-year","fish","Gender",2010,"Female","residents",158478
"full-year","fish","Gender",2011,"Female","residents",150037
"full-year","fish","Gender",2012,"Female","residents",166448
"full-year","fish","Gender",2013,"Female","residents",160644
"full-year","fish","Gender",2014,"Female","residents",168549
"full-year","fish","Gender",2015,"Female","residents",160572
"full-year","fish","Gender",2016,"Female","residents",166919
"full-year","fish","Gender",2017,"Female","residents",158399
"full-year","fish","Gender",2018,"Female","residents",148610
"full-year","fish","Age",2009,"18-24","residents",87538
"full-year","fish","Age",2010,"18-24","residents",84609
"full-year","fish","Age",2011,"18-24","residents",81303
"full-year","fish","Age",2012,"18-24","residents",89789
"full-year","fish","Age",2013,"18-24","residents",86828
"full-year","fish","Age",2014,"18-24","residents",89589
"full-year","fish","Age",2015,"18-24","residents",84680
"full-year","fish","Age",2016,"18-24","residents",85473
"full-year","fish","Age",2017,"18-24","residents",78862
"full-year","fish","Age",2018,"18-24","residents",74091
"full-year","fish","Age",2009,"25-34","residents",134495
"full-year","fish","Age",2010,"25-34","residents",130607
"full-year","fish","Age",2011,"25-34","residents",125364
"full-year","fish","Age",2012,"25-34","residents",134695
"full-year","fish","Age",2013,"25-34","residents",130420
"full-year","fish","Age",2014,"25-34","residents",133946
"full-year","fish","Age",2015,"25-34","residents",127810
"full-year","fish","Age",2016,"25-34","residents",129931
"full-year","fish","Age",2017,"25-34","residents",121184
"full-year","fish","Age",2018,"25-34","residents",113988
"full-year","fish","Age",2009,"35-44","residents",139394
"full-year","fish","Age",2010,"35-44","residents",130097
"full-year","fish","Age",2011,"35-44","residents",121513
"full-year","fish","Age",2012,"35-44","residents",128687
"full-year","fish","Age",2013,"35-44","residents",123956
"full-year","fish","Age",2014,"35-44","residents",125444
"full-year","fish","Age",2015,"35-44","residents",119720
"full-year","fish","Age",2016,"35-44","residents",122719
"full-year","fish","Age",2017,"35-44","residents",119006
"full-year","fish","Age",2018,"35-44","residents",116039
"full-year","fish","Age",2009,"45-54","residents",158562
"full-year","fish","Age",2010,"45-54","residents",150349
"full-year","fish","Age",2011,"45-54","residents",140848
"full-year","fish","Age",2012,"45-54","residents",144801
"full-year","fish","Age",2013,"45-54","residents",136882
"full-year","fish","Age",2014,"45-54","residents",135868
"full-year","fish","Age",2015,"45-54","residents",128137
"full-year","fish","Age",2016,"45-54","residents",127838
"full-year","fish","Age",2017,"45-54","residents",120158
"full-year","fish","Age",2018,"45-54","residents",112601
"full-year","fish","Age",2009,"55-64","residents",111529
"full-year","fish","Age",2010,"55-64","residents",111317
"full-year","fish","Age",2011,"55-64","residents",109641
"full-year","fish","Age",2012,"55-64","residents",117256
"full-year","fish","Age",2013,"55-64","residents",116427
"full-year","fish","Age",2014,"55-64","residents",121254
"full-year","fish","Age",2015,"55-64","residents",120601
"full-year","fish","Age",2016,"55-64","residents",125514
"full-year","fish","Age",2017,"55-64","residents",124135
"full-year","fish","Age",2018,"55-64","residents",123500
"full-year","fish","All",2014,"All","recruits",170865
"full-year","fish","All",2015,"All","recruits",161302
"full-year","fish","All",2016,"All","recruits",173538
"full-year","fish","All",2017,"All","recruits",161308
