timeframe,group,segment,year,category,metric,value
mid-year,fish,Residency,2013,Resident,participants,532945
mid-year,fish,Residency,2014,Resident,participants,540521
mid-year,fish,Residency,2015,Resident,participants,559512
mid-year,fish,Residency,2016,Resident,participants,555183
mid-year,fish,Residency,2017,Resident,participants,563690
mid-year,fish,Residency,2009,Nonresident,participants,221102
mid-year,fish,Residency,2010,Nonresident,participants,206228
mid-year,fish,Residency,2011,Nonresident,participants,225043
mid-year,fish,Residency,2012,Nonresident,participants,236810
mid-year,fish,Residency,2013,Nonresident,participants,236136
mid-year,fish,Residency,2014,Nonresident,participants,244743
mid-year,fish,Residency,2015,Nonresident,participants,262222
mid-year,fish,Residency,2016,Nonresident,participants,265736
mid-year,fish,Residency,2017,Nonresident,participants,272584
mid-year,fish,Gender,2009,Male,participants,506916
mid-year,fish,Gender,2010,Male,participants,506746
mid-year,fish,Gender,2011,Male,participants,569367
mid-year,fish,Gender,2012,Male,participants,580903
mid-year,fish,Gender,2013,Male,participants,590330
mid-year,fish,Gender,2014,Male,participants,599042
mid-year,fish,Gender,2015,Male,participants,627638
mid-year,fish,Gender,2016,Male,participants,625023
mid-year,fish,Gender,2017,Male,participants,637774
mid-year,fish,Gender,2009,Female,participants,135615
mid-year,fish,Gender,2010,Female,participants,139300
mid-year,fish,Gender,2011,Female,participants,172019
mid-year,fish,Gender,2012,Female,participants,175750
mid-year,fish,Gender,2013,Female,participants,178751
mid-year,fish,Gender,2014,Female,participants,186222
mid-year,fish,Gender,2015,Female,participants,194096
mid-year,fish,Gender,2016,Female,participants,195896
mid-year,fish,Gender,2017,Female,participants,198500
mid-year,fish,Age,2009,18-24,participants,69001
mid-year,fish,Age,2010,18-24,participants,70054
mid-year,fish,Age,2011,18-24,participants,85584
mid-year,fish,Age,2012,18-24,participants,88435
mid-year,fish,Age,2013,18-24,participants,91819
mid-year,fish,Age,2014,18-24,participants,94086
mid-year,fish,Age,2015,18-24,participants,95663
mid-year,fish,Age,2016,18-24,participants,95652
mid-year,fish,Age,2017,18-24,participants,95916
mid-year,fish,Age,2009,25-34,participants,117633
mid-year,fish,Age,2010,25-34,participants,119828
mid-year,fish,Age,2011,25-34,participants,140585
mid-year,fish,Age,2012,25-34,participants,143781
mid-year,fish,Age,2013,25-34,participants,148247
mid-year,fish,Age,2014,25-34,participants,154346
mid-year,fish,Age,2015,25-34,participants,162600
mid-year,fish,Age,2016,25-34,participants,164978
mid-year,fish,Age,2017,25-34,participants,165794
mid-year,fish,Age,2009,35-44,participants,144563
mid-year,fish,Age,2010,35-44,participants,141260
mid-year,fish,Age,2011,35-44,participants,159593
mid-year,fish,Age,2012,35-44,participants,160263
mid-year,fish,Age,2013,35-44,participants,159090
mid-year,fish,Age,2014,35-44,participants,160848
mid-year,fish,Age,2015,35-44,participants,166292
mid-year,fish,Age,2016,35-44,participants,164738
mid-year,fish,Age,2017,35-44,participants,168840
mid-year,fish,Age,2009,45-54,participants,170301
mid-year,fish,Age,2010,45-54,participants,171816
mid-year,fish,Age,2011,45-54,participants,193149
mid-year,fish,Age,2012,45-54,participants,194906
mid-year,fish,Age,2013,45-54,participants,195996
mid-year,fish,Age,2014,45-54,participants,196745
mid-year,fish,Age,2015,45-54,participants,205081
mid-year,fish,Age,2016,45-54,participants,201628
mid-year,fish,Age,2017,45-54,participants,203873
mid-year,fish,Age,2009,55-64,participants,141032
mid-year,fish,Age,2010,55-64,participants,143087
mid-year,fish,Age,2011,55-64,participants,162474
mid-year,fish,Age,2012,55-64,participants,169268
mid-year,fish,Age,2013,55-64,participants,173928
mid-year,fish,Age,2014,55-64,participants,179238
mid-year,fish,Age,2015,55-64,participants,192097
mid-year,fish,Age,2016,55-64,participants,193923
mid-year,fish,Age,2017,55-64,participants,201851
mid-year,fish,All,2014,All,recruits,273798
mid-year,fish,All,2015,All,recruits,282256
mid-year,fish,All,2016,All,recruits,278007
mid-year,fish,All,2017,All,recruits,273494
mid-year,fish,Residency,2014,Resident,recruits,145347
mid-year,fish,Residency,2015,Resident,recruits,145651
mid-year,fish,Residency,2016,Resident,recruits,142099
mid-year,fish,Residency,2017,Resident,recruits,137561
mid-year,fish,Residency,2014,Nonresident,recruits,128451
mid-year,fish,Residency,2015,Nonresident,recruits,136605
mid-year,fish,Residency,2016,Nonresident,recruits,135908
mid-year,fish,Residency,2017,Nonresident,recruits,135933
mid-year,fish,Gender,2014,Male,recruits,196640
mid-year,fish,Gender,2015,Male,recruits,203849
mid-year,fish,Gender,2016,Male,recruits,199831
mid-year,fish,Gender,2017,Male,recruits,197832
mid-year,fish,Gender,2014,Female,recruits,77158
mid-year,fish,Gender,2015,Female,recruits,78407
mid-year,fish,Gender,2016,Female,recruits,78176
mid-year,fish,Gender,2017,Female,recruits,75662
mid-year,fish,Age,2014,18-24,recruits,48355
mid-year,fish,Age,2015,18-24,recruits,47841
mid-year,fish,Age,2016,18-24,recruits,47305
mid-year,fish,Age,2017,18-24,recruits,46180
mid-year,fish,Age,2014,25-34,recruits,61833
mid-year,fish,Age,2015,25-34,recruits,64186
mid-year,fish,Age,2016,25-34,recruits,64619
mid-year,fish,Age,2017,25-34,recruits,62186
mid-year,fish,Age,2014,35-44,recruits,55187
mid-year,fish,Age,2015,35-44,recruits,56509
mid-year,fish,Age,2016,35-44,recruits,55553
mid-year,fish,Age,2017,35-44,recruits,55297
mid-year,fish,Age,2014,45-54,recruits,58769
mid-year,fish,Age,2015,45-54,recruits,61025
mid-year,fish,Age,2016,45-54,recruits,58627
mid-year,fish,Age,2017,45-54,recruits,57870
mid-year,fish,Age,2014,55-64,recruits,49655
mid-year,fish,Age,2015,55-64,recruits,52695
mid-year,fish,Age,2016,55-64,recruits,51903
mid-year,fish,Age,2017,55-64,recruits,51962
mid-year,all_sports,All,2009,All,participants,654317
mid-year,all_sports,All,2010,All,participants,657981
mid-year,all_sports,All,2011,All,participants,752271
mid-year,all_sports,All,2012,All,participants,767131
mid-year,all_sports,All,2013,All,participants,779218
mid-year,all_sports,All,2014,All,participants,795650
mid-year,all_sports,All,2015,All,participants,831592
mid-year,all_sports,All,2016,All,participants,831205
mid-year,all_sports,All,2017,All,participants,846372
mid-year,all_sports,Residency,2009,Resident,participants,430343
mid-year,all_sports,Residency,2010,Resident,participants,448791
mid-year,all_sports,Residency,2011,Resident,participants,524379
mid-year,all_sports,Residency,2012,Resident,participants,527498
mid-year,all_sports,Residency,2013,Resident,participants,540056
mid-year,all_sports,Residency,2014,Resident,participants,547747
mid-year,all_sports,Residency,2015,Resident,participants,566144
mid-year,all_sports,Residency,2016,Resident,participants,562049
mid-year,all_sports,Residency,2017,Resident,participants,570509
mid-year,all_sports,Residency,2009,Nonresident,participants,223974
mid-year,all_sports,Residency,2010,Nonresident,participants,209190
mid-year,all_sports,Residency,2011,Nonresident,participants,227892
mid-year,all_sports,Residency,2012,Nonresident,participants,239633
mid-year,all_sports,Residency,2013,Nonresident,participants,239162
mid-year,all_sports,Residency,2014,Nonresident,participants,247903
mid-year,all_sports,Residency,2015,Nonresident,participants,265448
mid-year,all_sports,Residency,2016,Nonresident,participants,269156
mid-year,all_sports,Residency,2017,Nonresident,participants,275863
mid-year,all_sports,Gender,2009,Male,participants,517992
mid-year,all_sports,Gender,2010,Male,participants,517927
mid-year,all_sports,Gender,2011,Male,participants,579485
mid-year,all_sports,Gender,2012,Male,participants,590571
mid-year,all_sports,Gender,2013,Male,participants,599595
mid-year,all_sports,Gender,2014,Male,participants,608472
mid-year,all_sports,Gender,2015,Male,participants,636527
mid-year,all_sports,Gender,2016,Male,participants,634275
mid-year,all_sports,Gender,2017,Male,participants,646832
mid-year,all_sports,Gender,2009,Female,participants,136325
mid-year,all_sports,Gender,2010,Female,participants,140054
mid-year,all_sports,Gender,2011,Female,participants,172786
mid-year,all_sports,Gender,2012,Female,participants,176560
mid-year,all_sports,Gender,2013,Female,participants,179623
mid-year,all_sports,Gender,2014,Female,participants,187178
mid-year,all_sports,Gender,2015,Female,participants,195065
mid-year,all_sports,Gender,2016,Female,participants,196930
mid-year,all_sports,Gender,2017,Female,participants,199540
mid-year,all_sports,Age,2009,18-24,participants,70369
mid-year,all_sports,Age,2010,18-24,participants,71467
mid-year,all_sports,Age,2011,18-24,participants,86883
mid-year,all_sports,Age,2012,18-24,participants,89706
mid-year,all_sports,Age,2013,18-24,participants,93160
mid-year,all_sports,Age,2014,18-24,participants,95511
mid-year,all_sports,Age,2015,18-24,participants,96911
mid-year,all_sports,Age,2016,18-24,participants,96978
mid-year,all_sports,Age,2017,18-24,participants,97134
mid-year,all_sports,Age,2009,25-34,participants,120038
mid-year,all_sports,Age,2010,25-34,participants,122398
mid-year,all_sports,Age,2011,25-34,participants,142882
mid-year,all_sports,Age,2012,25-34,participants,146050
mid-year,all_sports,Age,2013,25-34,participants,150633
mid-year,all_sports,Age,2014,25-34,participants,156772
mid-year,all_sports,Age,2015,25-34,participants,164892
mid-year,all_sports,Age,2016,25-34,participants,167431
mid-year,all_sports,Age,2017,25-34,participants,168175
mid-year,all_sports,Age,2009,35-44,participants,147683
mid-year,all_sports,Age,2010,35-44,participants,144308
mid-year,all_sports,Age,2011,35-44,participants,162287
mid-year,all_sports,Age,2012,35-44,participants,162870
mid-year,all_sports,Age,2013,35-44,participants,161442
mid-year,all_sports,Age,2014,35-44,participants,163198
mid-year,all_sports,Age,2015,35-44,participants,168470
mid-year,all_sports,Age,2016,35-44,participants,166920
mid-year,all_sports,Age,2017,35-44,participants,171001
mid-year,all_sports,Age,2009,45-54,participants,173228
mid-year,all_sports,Age,2010,45-54,participants,174709
mid-year,all_sports,Age,2011,45-54,participants,195853
mid-year,all_sports,Age,2012,45-54,participants,197439
mid-year,all_sports,Age,2013,45-54,participants,198402
mid-year,all_sports,Age,2014,45-54,participants,199173
mid-year,all_sports,Age,2015,45-54,participants,207434
mid-year,all_sports,Age,2016,45-54,participants,204098
mid-year,all_sports,Age,2017,45-54,participants,206234
mid-year,all_sports,Age,2009,55-64,participants,142999
mid-year,all_sports,Age,2010,55-64,participants,145098
mid-year,all_sports,Age,2011,55-64,participants,164366
mid-year,all_sports,Age,2012,55-64,participants,171067
mid-year,all_sports,Age,2013,55-64,participants,175581
mid-year,all_sports,Age,2014,55-64,participants,180996
mid-year,all_sports,Age,2015,55-64,participants,193885
mid-year,all_sports,Age,2016,55-64,participants,195778
mid-year,all_sports,Age,2017,55-64,participants,203828
mid-year,all_sports,All,2014,All,recruits,273565
mid-year,all_sports,All,2015,All,recruits,282118
mid-year,all_sports,All,2016,All,recruits,278179
mid-year,all_sports,All,2017,All,recruits,273633
mid-year,all_sports,Residency,2014,Resident,recruits,143789
mid-year,all_sports,Residency,2015,Resident,recruits,144202
mid-year,all_sports,Residency,2016,Resident,recruits,140917
mid-year,all_sports,Residency,2017,Resident,recruits,136478
mid-year,all_sports,Residency,2014,Nonresident,recruits,129776
mid-year,all_sports,Residency,2015,Nonresident,recruits,137916
mid-year,all_sports,Residency,2016,Nonresident,recruits,137262
mid-year,all_sports,Residency,2017,Nonresident,recruits,137155
mid-year,all_sports,Gender,2014,Male,recruits,196535
mid-year,all_sports,Gender,2015,Male,recruits,203830
mid-year,all_sports,Gender,2016,Male,recruits,200087
mid-year,all_sports,Gender,2017,Male,recruits,198083
mid-year,all_sports,Gender,2014,Female,recruits,77030
mid-year,all_sports,Gender,2015,Female,recruits,78288
mid-year,all_sports,Gender,2016,Female,recruits,78092
mid-year,all_sports,Gender,2017,Female,recruits,75550
mid-year,all_sports,Age,2014,18-24,recruits,48116
mid-year,all_sports,Age,2015,18-24,recruits,47614
mid-year,all_sports,Age,2016,18-24,recruits,47156
mid-year,all_sports,Age,2017,18-24,recruits,46015
mid-year,all_sports,Age,2014,25-34,recruits,61780
mid-year,all_sports,Age,2015,25-34,recruits,64133
mid-year,all_sports,Age,2016,25-34,recruits,64584
mid-year,all_sports,Age,2017,25-34,recruits,62133
mid-year,all_sports,Age,2014,35-44,recruits,55099
mid-year,all_sports,Age,2015,35-44,recruits,56490
mid-year,all_sports,Age,2016,35-44,recruits,55610
mid-year,all_sports,Age,2017,35-44,recruits,55319
mid-year,all_sports,Age,2014,45-54,recruits,58827
mid-year,all_sports,Age,2015,45-54,recruits,61052
mid-year,all_sports,Age,2016,45-54,recruits,58765
mid-year,all_sports,Age,2017,45-54,recruits,58015
mid-year,all_sports,Age,2014,55-64,recruits,49743
mid-year,all_sports,Age,2015,55-64,recruits,52829
mid-year,all_sports,Age,2016,55-64,recruits,52064
mid-year,all_sports,Age,2017,55-64,recruits,52151
