timeframe,group,segment,category,year,metric,value,state
full-year,fish,age,45-54,2018,recruits,9077,NE
full-year,fish,age,55-64,2015,recruits,9272,NE
full-year,fish,age,55-64,2016,recruits,9631,NE
full-year,fish,age,55-64,2017,recruits,9791,NE
full-year,fish,age,55-64,2018,recruits,8633,NE
full-year,fish,gender,Female,2015,recruits,15637,NE
full-year,fish,gender,Female,2016,recruits,16245,NE
full-year,fish,gender,Female,2017,recruits,15185,NE
full-year,fish,gender,Female,2018,recruits,12253,NE
full-year,fish,gender,Male,2015,recruits,31542,NE
full-year,fish,gender,Male,2016,recruits,32571,NE
full-year,fish,gender,Male,2017,recruits,30545,NE
full-year,fish,gender,Male,2018,recruits,26682,NE
full-year,hunt,all,all,2015,recruits,59909,NE
full-year,hunt,all,all,2016,recruits,61650,NE
full-year,hunt,all,all,2017,recruits,59036,NE
full-year,hunt,all,all,2018,recruits,55145,NE
full-year,hunt,residency,Non-resident,2015,recruits,23568,NE
full-year,hunt,residency,Non-resident,2016,recruits,24832,NE
full-year,hunt,residency,Non-resident,2017,recruits,25311,NE
full-year,hunt,residency,Non-resident,2018,recruits,24995,NE
full-year,hunt,residency,Resident,2015,recruits,36341,NE
full-year,hunt,residency,Resident,2016,recruits,36818,NE
full-year,hunt,residency,Resident,2017,recruits,33725,NE
full-year,hunt,residency,Resident,2018,recruits,30150,NE
full-year,hunt,age,18-24,2015,recruits,15781,NE
full-year,hunt,age,18-24,2016,recruits,16100,NE
full-year,hunt,age,18-24,2017,recruits,14753,NE
full-year,hunt,age,18-24,2018,recruits,13190,NE
full-year,hunt,age,25-34,2015,recruits,21469,NE
full-year,hunt,age,25-34,2016,recruits,21579,NE
full-year,hunt,age,25-34,2017,recruits,20220,NE
full-year,hunt,age,25-34,2018,recruits,18618,NE
full-year,hunt,age,35-44,2015,recruits,17748,NE
full-year,hunt,age,35-44,2016,recruits,18490,NE
full-year,hunt,age,35-44,2017,recruits,18232,NE
full-year,hunt,age,35-44,2018,recruits,17570,NE
full-year,hunt,age,45-54,2015,recruits,15105,NE
full-year,hunt,age,45-54,2016,recruits,15460,NE
full-year,hunt,age,45-54,2017,recruits,14859,NE
full-year,hunt,age,45-54,2018,recruits,13847,NE
full-year,hunt,age,55-64,2015,recruits,13185,NE
full-year,hunt,age,55-64,2016,recruits,13586,NE
full-year,hunt,age,55-64,2017,recruits,13914,NE
full-year,hunt,age,55-64,2018,recruits,13345,NE
full-year,hunt,gender,Female,2015,recruits,17370,NE
full-year,hunt,gender,Female,2016,recruits,17997,NE
full-year,hunt,gender,Female,2017,recruits,16814,NE
full-year,hunt,gender,Female,2018,recruits,15122,NE
full-year,hunt,gender,Male,2015,recruits,42539,NE
full-year,hunt,gender,Male,2016,recruits,43653,NE
full-year,hunt,gender,Male,2017,recruits,42222,NE
full-year,hunt,gender,Male,2018,recruits,40023,NE
full-year,all_sports,all,all,2010,churn,37.70820003715094,NE
full-year,all_sports,residency,Non-resident,2010,churn,57.02907761976642,NE
full-year,all_sports,residency,Resident,2010,churn,32.63924713533118,NE
full-year,all_sports,age,18-24,2010,churn,51.696865113603685,NE
full-year,all_sports,age,25-34,2010,churn,44.662250704579314,NE
full-year,all_sports,age,35-44,2010,churn,42.826371979771494,NE
full-year,all_sports,age,45-54,2010,churn,40.21685052068143,NE
full-year,all_sports,age,55-64,2010,churn,36.159004942798134,NE
full-year,all_sports,gender,Female,2010,churn,52.18977214697371,NE
full-year,all_sports,gender,Male,2010,churn,34.747330111568516,NE
full-year,fish,all,all,2010,churn,45.072446710318474,NE
full-year,fish,residency,Non-resident,2010,churn,68.10259635252898,NE
full-year,fish,residency,Resident,2010,churn,41.388403860110515,NE
full-year,fish,age,18-24,2010,churn,61.753257742426804,NE
full-year,fish,age,25-34,2010,churn,52.79342164406018,NE
full-year,fish,age,35-44,2010,churn,49.958903721338885,NE
full-year,fish,age,45-54,2010,churn,46.12505385609651,NE
full-year,fish,age,55-64,2010,churn,40.71472537021615,NE
full-year,fish,gender,Female,2010,churn,55.470024323937615,NE
full-year,fish,gender,Male,2010,churn,42.19980392776952,NE
full-year,hunt,all,all,2010,churn,37.70820003715094,NE
full-year,hunt,residency,Non-resident,2010,churn,57.02907761976642,NE
full-year,hunt,residency,Resident,2010,churn,32.63924713533118,NE
full-year,hunt,age,18-24,2010,churn,51.696865113603685,NE
full-year,hunt,age,25-34,2010,churn,44.662250704579314,NE
full-year,hunt,age,35-44,2010,churn,42.826371979771494,NE
full-year,hunt,age,45-54,2010,churn,40.21685052068143,NE
full-year,hunt,age,55-64,2010,churn,36.159004942798134,NE
full-year,hunt,gender,Female,2010,churn,52.18977214697371,NE
full-year,hunt,gender,Male,2010,churn,34.747330111568516,NE
full-year,fish,all,all,2009,participants,161429,NE
full-year,fish,residency,Non-resident,2009,participants,22262,NE
full-year,fish,residency,Resident,2009,participants,139167,NE
full-year,fish,age,18-24,2009,participants,23636,NE
full-year,fish,age,25-34,2009,participants,37821,NE
full-year,fish,age,35-44,2009,participants,35283,NE
full-year,fish,age,45-54,2009,participants,37136,NE
full-year,fish,age,55-64,2009,participants,27619,NE
full-year,fish,gender,Female,2009,participants,34945,NE
full-year,fish,gender,Male,2009,participants,126484,NE
full-year,hunt,all,all,2009,participants,242255,NE
full-year,hunt,residency,Non-resident,2009,participants,50348,NE
full-year,hunt,residency,Resident,2009,participants,191907,NE
full-year,hunt,age,18-24,2009,participants,34770,NE
full-year,hunt,age,25-34,2009,participants,55707,NE
full-year,hunt,age,35-44,2009,participants,53390,NE
full-year,hunt,age,45-54,2009,participants,58289,NE
full-year,hunt,age,55-64,2009,participants,43093,NE
full-year,hunt,gender,Female,2009,participants,41123,NE
full-year,hunt,gender,Male,2009,participants,201132,NE
full-year,all_sports,all,all,2014,recruits,59908,NE
full-year,all_sports,residency,Non-resident,2014,recruits,23568,NE
full-year,all_sports,residency,Resident,2014,recruits,36340,NE
full-year,all_sports,age,18-24,2014,recruits,15780,NE
full-year,all_sports,age,25-34,2014,recruits,21469,NE
full-year,all_sports,age,35-44,2014,recruits,17748,NE
full-year,all_sports,age,45-54,2014,recruits,15105,NE
full-year,all_sports,age,55-64,2014,recruits,13185,NE
full-year,all_sports,gender,Female,2014,recruits,17369,NE
full-year,all_sports,gender,Male,2014,recruits,42539,NE
full-year,fish,all,all,2014,recruits,47179,NE
full-year,fish,residency,Non-resident,2014,recruits,13334,NE
full-year,fish,residency,Resident,2014,recruits,33845,NE
full-year,fish,age,18-24,2014,recruits,12734,NE
full-year,fish,age,25-34,2014,recruits,16817,NE
full-year,fish,age,35-44,2014,recruits,13292,NE
full-year,fish,age,45-54,2014,recruits,10773,NE
full-year,fish,age,55-64,2014,recruits,9272,NE
full-year,fish,gender,Female,2014,recruits,15637,NE
full-year,fish,gender,Male,2014,recruits,31542,NE
full-year,hunt,all,all,2014,recruits,59909,NE
full-year,hunt,residency,Non-resident,2014,recruits,23568,NE
full-year,hunt,residency,Resident,2014,recruits,36341,NE
full-year,hunt,age,18-24,2014,recruits,15781,NE
full-year,hunt,age,25-34,2014,recruits,21469,NE
full-year,hunt,age,35-44,2014,recruits,17748,NE
full-year,hunt,age,45-54,2014,recruits,15105,NE
full-year,hunt,age,55-64,2014,recruits,13185,NE
full-year,hunt,gender,Female,2014,recruits,17370,NE
full-year,hunt,gender,Male,2014,recruits,42539,NE
full-year,all_sports,all,all,2010,participants,302818.75,NE
full-year,all_sports,all,all,2011,participants,296572.5,NE
full-year,all_sports,all,all,2012,participants,312268.75,NE
full-year,all_sports,all,all,2013,participants,302312.5,NE
full-year,all_sports,all,all,2014,participants,300481.25,NE
full-year,all_sports,all,all,2015,participants,308323.75,NE
full-year,all_sports,all,all,2016,participants,314203.75,NE
full-year,all_sports,all,all,2017,participants,306522.5,NE
full-year,all_sports,all,all,2018,participants,290730,NE
full-year,all_sports,residency,Non-resident,2010,participants,62935,NE
full-year,all_sports,residency,Resident,2010,participants,239883.75,NE
full-year,all_sports,residency,Non-resident,2011,participants,62200,NE
full-year,all_sports,residency,Resident,2011,participants,234372.5,NE
full-year,all_sports,residency,Non-resident,2012,participants,63210,NE
full-year,all_sports,residency,Resident,2012,participants,249058.75,NE
full-year,all_sports,residency,Non-resident,2013,participants,60951.25,NE
full-year,all_sports,residency,Resident,2013,participants,241361.25,NE
full-year,all_sports,residency,Non-resident,2014,participants,61580,NE
full-year,all_sports,residency,Resident,2014,participants,238901.25,NE
full-year,all_sports,residency,Non-resident,2015,participants,65972.5,NE
full-year,all_sports,residency,Resident,2015,participants,242351.25,NE
full-year,all_sports,residency,Non-resident,2016,participants,69148.75,NE
full-year,all_sports,residency,Resident,2016,participants,245055,NE
full-year,all_sports,residency,Non-resident,2017,participants,70163.75,NE
full-year,all_sports,residency,Resident,2017,participants,236358.75,NE
full-year,all_sports,residency,Non-resident,2018,participants,69241.25,NE
full-year,all_sports,residency,Resident,2018,participants,221488.75,NE
full-year,all_sports,age,18-24,2010,participants,43462.5,NE
full-year,all_sports,age,25-34,2010,participants,69633.75,NE
full-year,all_sports,age,35-44,2010,participants,66737.5,NE
full-year,all_sports,age,45-54,2010,participants,72861.25,NE
full-year,all_sports,age,55-64,2010,participants,53866.25,NE
full-year,all_sports,age,18-24,2011,participants,42167.5,NE
full-year,all_sports,age,25-34,2011,participants,69015,NE
full-year,all_sports,age,35-44,2011,participants,64732.5,NE
full-year,all_sports,age,45-54,2011,participants,69596.25,NE
full-year,all_sports,age,55-64,2011,participants,54497.5,NE
full-year,all_sports,age,18-24,2012,participants,46162.5,NE
full-year,all_sports,age,25-34,2012,participants,74831.25,NE
full-year,all_sports,age,35-44,2012,participants,67896.25,NE
full-year,all_sports,age,45-54,2012,participants,70175,NE
full-year,all_sports,age,55-64,2012,participants,56531.25,NE
full-year,all_sports,age,18-24,2013,participants,45932.5,NE
full-year,all_sports,age,25-34,2013,participants,72711.25,NE
full-year,all_sports,age,35-44,2013,participants,65936.25,NE
full-year,all_sports,age,45-54,2013,participants,65650,NE
full-year,all_sports,age,55-64,2013,participants,55175,NE
full-year,all_sports,age,18-24,2014,participants,46032.5,NE
full-year,all_sports,age,25-34,2014,participants,73118.75,NE
full-year,all_sports,age,35-44,2014,participants,65463.75,NE
full-year,all_sports,age,45-54,2014,participants,63697.5,NE
full-year,all_sports,age,55-64,2014,participants,55376.25,NE
full-year,all_sports,age,18-24,2015,participants,46723.75,NE
full-year,all_sports,age,25-34,2015,participants,75801.25,NE
full-year,all_sports,age,35-44,2015,participants,67547.5,NE
full-year,all_sports,age,45-54,2015,participants,64157.5,NE
full-year,all_sports,age,55-64,2015,participants,57580,NE
full-year,all_sports,age,18-24,2016,participants,47377.5,NE
full-year,all_sports,age,25-34,2016,participants,76910,NE
full-year,all_sports,age,35-44,2016,participants,69725,NE
full-year,all_sports,age,45-54,2016,participants,64061.25,NE
full-year,all_sports,age,55-64,2016,participants,59623.75,NE
full-year,all_sports,age,18-24,2017,participants,44722.5,NE
full-year,all_sports,age,25-34,2017,participants,73936.25,NE
full-year,all_sports,age,35-44,2017,participants,69332.5,NE
full-year,all_sports,age,45-54,2017,participants,61590,NE
full-year,all_sports,age,55-64,2017,participants,60021.25,NE
full-year,all_sports,age,18-24,2018,participants,40788.75,NE
full-year,all_sports,age,25-34,2018,participants,69167.5,NE
full-year,all_sports,age,35-44,2018,participants,67202.5,NE
full-year,all_sports,age,45-54,2018,participants,57881.25,NE
full-year,all_sports,age,55-64,2018,participants,58727.5,NE
full-year,all_sports,gender,Female,2010,participants,51403.75,NE
full-year,all_sports,gender,Male,2010,participants,251415,NE
full-year,all_sports,gender,Female,2011,participants,50790,NE
full-year,all_sports,gender,Male,2011,participants,245782.5,NE
full-year,all_sports,gender,Female,2012,participants,58315,NE
full-year,all_sports,gender,Male,2012,participants,253953.75,NE
full-year,all_sports,gender,Female,2013,participants,57111.25,NE
full-year,all_sports,gender,Male,2013,participants,245201.25,NE
full-year,all_sports,gender,Female,2014,participants,58335,NE
full-year,all_sports,gender,Male,2014,participants,242146.25,NE
full-year,all_sports,gender,Female,2015,participants,60442.5,NE
full-year,all_sports,gender,Male,2015,participants,247881.25,NE
full-year,all_sports,gender,Female,2016,participants,62783.75,NE
full-year,all_sports,gender,Male,2016,participants,251420,NE
full-year,all_sports,gender,Female,2017,participants,61067.5,NE
full-year,all_sports,gender,Male,2017,participants,245455,NE
full-year,all_sports,gender,Female,2018,participants,56377.5,NE
full-year,all_sports,gender,Male,2018,participants,234352.5,NE
