timeframe,group,segment,category,year,metric,value
full-year,fish,age,55-64,2016,churn,0.52286684182
full-year,fish,age,55-64,2017,churn,0.53553918968
full-year,fish,age,55-64,2018,churn,0.37765225843000005
full-year,fish,All,All,2009,churn,0.44199092429
full-year,fish,All,All,2010,churn,0.44058531156999997
full-year,fish,All,All,2011,churn,0.43063573645
full-year,fish,All,All,2012,churn,0.44843483645
full-year,fish,All,All,2013,churn,0.43688406659
full-year,fish,All,All,2014,churn,0.45017454205
full-year,fish,All,All,2015,churn,0.45655695020000003
full-year,fish,All,All,2016,churn,0.45666155472
full-year,fish,All,All,2017,churn,0.46700601899
full-year,fish,All,All,2018,churn,0.32456016138000005
full-year,fish,gender,Female,2009,churn,0.37235273648000006
full-year,fish,gender,Female,2010,churn,0.38040121483
full-year,fish,gender,Female,2011,churn,0.36709998486000006
full-year,fish,gender,Female,2012,churn,0.38547309833
full-year,fish,gender,Female,2013,churn,0.37638235236
full-year,fish,gender,Female,2014,churn,0.38940037195000005
full-year,fish,gender,Female,2015,churn,0.39775452727
full-year,fish,gender,Female,2016,churn,0.39791410356999996
full-year,fish,gender,Female,2017,churn,0.41079523537
full-year,fish,gender,Female,2018,churn,0.28965968382
full-year,fish,gender,Male,2009,churn,0.46278674956000004
full-year,fish,gender,Male,2010,churn,0.45807803763000005
full-year,fish,gender,Male,2011,churn,0.45041414402
full-year,fish,gender,Male,2012,churn,0.46808163691
full-year,fish,gender,Male,2013,churn,0.45584548785
full-year,fish,gender,Male,2014,churn,0.46950940252
full-year,fish,gender,Male,2015,churn,0.47510635167
full-year,fish,gender,Male,2016,churn,0.47527013317
full-year,fish,gender,Male,2017,churn,0.48459703065
full-year,fish,gender,Male,2018,churn,0.33547912076999997
full-year,fish,Residency,Nonresident,2009,churn,0.40801861777
full-year,fish,Residency,Nonresident,2010,churn,0.36366168667
full-year,fish,Residency,Nonresident,2011,churn,0.35780241752
full-year,fish,Residency,Nonresident,2012,churn,0.35936109792000004
full-year,fish,Residency,Nonresident,2013,churn,0.32896009833
full-year,fish,Residency,Nonresident,2014,churn,0.33984108186
full-year,fish,Residency,Nonresident,2015,churn,0.32767894714999996
full-year,fish,Residency,Nonresident,2016,churn,0.33987646588
full-year,fish,Residency,Nonresident,2017,churn,0.33942823472
full-year,fish,Residency,Nonresident,2018,churn,0.24246381698
full-year,fish,Residency,Resident,2009,churn,0.44794523544
full-year,fish,Residency,Resident,2010,churn,0.4651821084
full-year,fish,Residency,Resident,2011,churn,0.45454328488999995
full-year,fish,Residency,Resident,2012,churn,0.47952139031
full-year,fish,Residency,Resident,2013,churn,0.4791949606
full-year,fish,Residency,Resident,2014,churn,0.49022325318
full-year,fish,Residency,Resident,2015,churn,0.50675737077
full-year,fish,Residency,Resident,2016,churn,0.50548536744
full-year,fish,Residency,Resident,2017,churn,0.52265109742
full-year,fish,Residency,Resident,2018,churn,0.36072189647999997
full-year,fish,age,18-24,2009,Participants,110681
full-year,fish,age,18-24,2010,Participants,127426
full-year,fish,age,18-24,2011,Participants,145539
full-year,fish,age,18-24,2012,Participants,149112
full-year,fish,age,18-24,2013,Participants,166565
full-year,fish,age,18-24,2014,Participants,171763
full-year,fish,age,18-24,2015,Participants,174410
full-year,fish,age,18-24,2016,Participants,171933
full-year,fish,age,18-24,2017,Participants,169621
full-year,fish,age,18-24,2018,Participants,163026
full-year,fish,age,25-34,2009,Participants,191535
full-year,fish,age,25-34,2010,Participants,219151
full-year,fish,age,25-34,2011,Participants,245038
full-year,fish,age,25-34,2012,Participants,250167
full-year,fish,age,25-34,2013,Participants,276501
full-year,fish,age,25-34,2014,Participants,289951
full-year,fish,age,25-34,2015,Participants,305813
full-year,fish,age,25-34,2016,Participants,306765
full-year,fish,age,25-34,2017,Participants,302696
full-year,fish,age,25-34,2018,Participants,300437
full-year,fish,age,35-44,2009,Participants,239052
full-year,fish,age,35-44,2010,Participants,264248
full-year,fish,age,35-44,2011,Participants,282591
full-year,fish,age,35-44,2012,Participants,283273
full-year,fish,age,35-44,2013,Participants,300592
full-year,fish,age,35-44,2014,Participants,306393
full-year,fish,age,35-44,2015,Participants,318063
full-year,fish,age,35-44,2016,Participants,314241
full-year,fish,age,35-44,2017,Participants,314745
full-year,fish,age,35-44,2018,Participants,318736
full-year,fish,age,45-54,2009,Participants,285527
full-year,fish,age,45-54,2010,Participants,321245
full-year,fish,age,45-54,2011,Participants,345737
full-year,fish,age,45-54,2012,Participants,346084
full-year,fish,age,45-54,2013,Participants,370050
full-year,fish,age,45-54,2014,Participants,376037
full-year,fish,age,45-54,2015,Participants,399629
full-year,fish,age,45-54,2016,Participants,392439
full-year,fish,age,45-54,2017,Participants,384558
full-year,fish,age,45-54,2018,Participants,376571
full-year,fish,age,55-64,2009,Participants,223842
full-year,fish,age,55-64,2010,Participants,253695
full-year,fish,age,55-64,2011,Participants,277604
full-year,fish,age,55-64,2012,Participants,285923
full-year,fish,age,55-64,2013,Participants,312500
full-year,fish,age,55-64,2014,Participants,326522
full-year,fish,age,55-64,2015,Participants,371838
full-year,fish,age,55-64,2016,Participants,377949
full-year,fish,age,55-64,2017,Participants,376936
full-year,fish,age,55-64,2018,Participants,381703
full-year,fish,All,All,2009,Participants,1074737
full-year,fish,All,All,2010,Participants,1215011
full-year,fish,All,All,2011,Participants,1335695
full-year,fish,All,All,2012,Participants,1359794
full-year,fish,All,All,2013,Participants,1479056
full-year,fish,All,All,2014,Participants,1528285
full-year,fish,All,All,2015,Participants,1636096
full-year,fish,All,All,2016,Participants,1635384
full-year,fish,All,All,2017,Participants,1620538
full-year,fish,All,All,2018,Participants,1610136
full-year,fish,gender,Female,2009,Participants,247142
full-year,fish,gender,Female,2010,Participants,273619
full-year,fish,gender,Female,2011,Participants,317088
full-year,fish,gender,Female,2012,Participants,323400
full-year,fish,gender,Female,2013,Participants,352931
full-year,fish,gender,Female,2014,Participants,368862
full-year,fish,gender,Female,2015,Participants,392345
full-year,fish,gender,Female,2016,Participants,393404
full-year,fish,gender,Female,2017,Participants,386263
full-year,fish,gender,Female,2018,Participants,383702
full-year,fish,gender,Male,2009,Participants,827595
full-year,fish,gender,Male,2010,Participants,941392
full-year,fish,gender,Male,2011,Participants,1018607
full-year,fish,gender,Male,2012,Participants,1036394
full-year,fish,gender,Male,2013,Participants,1126125
full-year,fish,gender,Male,2014,Participants,1159423
full-year,fish,gender,Male,2015,Participants,1243751
full-year,fish,gender,Male,2016,Participants,1241980
full-year,fish,gender,Male,2017,Participants,1234275
full-year,fish,gender,Male,2018,Participants,1226434
full-year,fish,Residency,Nonresident,2009,Participants,160277
full-year,fish,Residency,Nonresident,2010,Participants,294378
full-year,fish,Residency,Nonresident,2011,Participants,330090
full-year,fish,Residency,Nonresident,2012,Participants,351791
full-year,fish,Residency,Nonresident,2013,Participants,416549
full-year,fish,Residency,Nonresident,2014,Participants,407002
full-year,fish,Residency,Nonresident,2015,Participants,458641
full-year,fish,Residency,Nonresident,2016,Participants,482134
full-year,fish,Residency,Nonresident,2017,Participants,492160
full-year,fish,Residency,Nonresident,2018,Participants,492358
full-year,fish,Residency,Resident,2009,Participants,914460
full-year,fish,Residency,Resident,2010,Participants,920633
full-year,fish,Residency,Resident,2011,Participants,1005605
full-year,fish,Residency,Resident,2012,Participants,1008003
full-year,fish,Residency,Resident,2013,Participants,1062507
full-year,fish,Residency,Resident,2014,Participants,1121283
full-year,fish,Residency,Resident,2015,Participants,1177455
full-year,fish,Residency,Resident,2016,Participants,1153250
full-year,fish,Residency,Resident,2017,Participants,1128378
full-year,fish,Residency,Resident,2018,Participants,1117778
full-year,fish,age,18-24,2014,Recruits,84939
full-year,fish,age,18-24,2015,Recruits,83364
full-year,fish,age,18-24,2016,Recruits,80612
full-year,fish,age,18-24,2017,Recruits,77735
full-year,fish,age,18-24,2018,Recruits,73894
full-year,fish,age,25-34,2014,Recruits,114988
full-year,fish,age,25-34,2015,Recruits,119524
full-year,fish,age,25-34,2016,Recruits,117156
full-year,fish,age,25-34,2017,Recruits,111461
full-year,fish,age,25-34,2018,Recruits,108351
full-year,fish,age,35-44,2014,Recruits,104383
full-year,fish,age,35-44,2015,Recruits,107597
full-year,fish,age,35-44,2016,Recruits,102845
full-year,fish,age,35-44,2017,Recruits,100546
full-year,fish,age,35-44,2018,Recruits,99543
full-year,fish,age,45-54,2014,Recruits,110134
full-year,fish,age,45-54,2015,Recruits,117899
full-year,fish,age,45-54,2016,Recruits,107590
full-year,fish,age,45-54,2017,Recruits,103605
full-year,fish,age,45-54,2018,Recruits,99166
full-year,fish,age,55-64,2014,Recruits,87204
full-year,fish,age,55-64,2015,Recruits,105076
full-year,fish,age,55-64,2016,Recruits,90156
full-year,fish,age,55-64,2017,Recruits,87500
full-year,fish,age,55-64,2018,Recruits,85939
full-year,fish,All,All,2014,Recruits,520471
full-year,fish,All,All,2015,Recruits,552551
full-year,fish,All,All,2016,Recruits,514990
full-year,fish,All,All,2017,Recruits,493566
full-year,fish,All,All,2018,Recruits,474633
full-year,fish,gender,Female,2014,Recruits,150085
full-year,fish,gender,Female,2015,Recruits,156793
full-year,fish,gender,Female,2016,Recruits,147729
full-year,fish,gender,Female,2017,Recruits,139255
full-year,fish,gender,Female,2018,Recruits,134747
full-year,fish,gender,Male,2014,Recruits,370386
full-year,fish,gender,Male,2015,Recruits,395758
full-year,fish,gender,Male,2016,Recruits,367261
full-year,fish,gender,Male,2017,Recruits,354311
full-year,fish,gender,Male,2018,Recruits,339886
full-year,fish,Residency,Nonresident,2014,Recruits,213252
full-year,fish,Residency,Nonresident,2015,Recruits,233473
full-year,fish,Residency,Nonresident,2016,Recruits,237536
full-year,fish,Residency,Nonresident,2017,Recruits,236473
full-year,fish,Residency,Nonresident,2018,Recruits,232237
full-year,fish,Residency,Resident,2014,Recruits,307219
full-year,fish,Residency,Resident,2015,Recruits,319078
full-year,fish,Residency,Resident,2016,Recruits,277454
full-year,fish,Residency,Resident,2017,Recruits,257093
full-year,fish,Residency,Resident,2018,Recruits,242396
full-year,hunt,age,18-24,2009,churn,0.5437849943999999
full-year,hunt,age,18-24,2010,churn,0.51691603394
full-year,hunt,age,18-24,2011,churn,0.52069990851
full-year,hunt,age,18-24,2012,churn,0.53285628448
full-year,hunt,age,18-24,2013,churn,0.52371925974
full-year,hunt,age,18-24,2014,churn,0.565797597
full-year,hunt,age,18-24,2015,churn,0.60531171101
full-year,hunt,age,18-24,2016,churn,0.61978422582
full-year,hunt,age,18-24,2017,churn,0.62569690826
full-year,hunt,age,18-24,2018,churn,0.33329851136
full-year,hunt,age,25-34,2009,churn,0.58638868104
full-year,hunt,age,25-34,2010,churn,0.56918726012
full-year,hunt,age,25-34,2011,churn,0.57156420603
full-year,hunt,age,25-34,2012,churn,0.57982484593
full-year,hunt,age,25-34,2013,churn,0.55903628515
full-year,hunt,age,25-34,2014,churn,0.5582080164700001
full-year,hunt,age,25-34,2015,churn,0.59298364164
full-year,hunt,age,25-34,2016,churn,0.58802391848
full-year,hunt,age,25-34,2017,churn,0.60334250659
full-year,hunt,age,25-34,2018,churn,0.29706021153
full-year,hunt,age,35-44,2009,churn,0.63861754351
full-year,hunt,age,35-44,2010,churn,0.6286990085499999
full-year,hunt,age,35-44,2011,churn,0.62117938449
full-year,hunt,age,35-44,2012,churn,0.63102652207
full-year,hunt,age,35-44,2013,churn,0.61136381358
full-year,hunt,age,35-44,2014,churn,0.61759411022
full-year,hunt,age,35-44,2015,churn,0.6568342334899999
full-year,hunt,age,35-44,2016,churn,0.63547305326
full-year,hunt,age,35-44,2017,churn,0.6532878821200001
full-year,hunt,age,35-44,2018,churn,0.34672915021
full-year,hunt,age,45-54,2009,churn,0.66679197406
