timeframe,group,segment,category,year,metric,value
full-year,hunt,age,45-54,2010,churn,0.6686629526500001
full-year,hunt,age,45-54,2011,churn,0.65449405658
full-year,hunt,age,45-54,2012,churn,0.66933643772
full-year,hunt,age,45-54,2013,churn,0.65526794025
full-year,hunt,age,45-54,2014,churn,0.6622482160600001
full-year,hunt,age,45-54,2015,churn,0.73504606925
full-year,hunt,age,45-54,2016,churn,0.66871323058
full-year,hunt,age,45-54,2017,churn,0.6982710981300001
full-year,hunt,age,45-54,2018,churn,0.39103066867999997
full-year,hunt,age,55-64,2009,churn,0.6505875501
full-year,hunt,age,55-64,2010,churn,0.6426787438799999
full-year,hunt,age,55-64,2011,churn,0.63109018377
full-year,hunt,age,55-64,2012,churn,0.6470227924799999
full-year,hunt,age,55-64,2013,churn,0.63242002235
full-year,hunt,age,55-64,2014,churn,0.64412749236
full-year,hunt,age,55-64,2015,churn,0.7677822560900001
full-year,hunt,age,55-64,2016,churn,0.6137368293600001
full-year,hunt,age,55-64,2017,churn,0.67122733024
full-year,hunt,age,55-64,2018,churn,0.42073535272999996
full-year,hunt,All,All,2009,churn,0.62506092806
full-year,hunt,All,All,2010,churn,0.6150947504700001
full-year,hunt,All,All,2011,churn,0.6073078819700001
full-year,hunt,All,All,2012,churn,0.61929163254
full-year,hunt,All,All,2013,churn,0.6029828503
full-year,hunt,All,All,2014,churn,0.61384062481
full-year,hunt,All,All,2015,churn,0.6845712833100001
full-year,hunt,All,All,2016,churn,0.61178918108
full-year,hunt,All,All,2017,churn,0.6470981001299999
full-year,hunt,All,All,2018,churn,0.36807094296000004
full-year,hunt,gender,Female,2009,churn,0.51671481634
full-year,hunt,gender,Female,2010,churn,0.50667103217
full-year,hunt,gender,Female,2011,churn,0.50264091447
full-year,hunt,gender,Female,2012,churn,0.51157441757
full-year,hunt,gender,Female,2013,churn,0.48968871595
full-year,hunt,gender,Female,2014,churn,0.50631110011
full-year,hunt,gender,Female,2015,churn,0.67442482611
full-year,hunt,gender,Female,2016,churn,0.51272397685
full-year,hunt,gender,Female,2017,churn,0.56896688953
full-year,hunt,gender,Female,2018,churn,0.37088957424
full-year,hunt,gender,Male,2009,churn,0.63369580233
full-year,hunt,gender,Male,2010,churn,0.62374601599
full-year,hunt,gender,Male,2011,churn,0.61606718742
full-year,hunt,gender,Male,2012,churn,0.6288058508200001
full-year,hunt,gender,Male,2013,churn,0.61378504384
full-year,hunt,gender,Male,2014,churn,0.6245553247
full-year,hunt,gender,Male,2015,churn,0.68593887633
full-year,hunt,gender,Male,2016,churn,0.62609286523
full-year,hunt,gender,Male,2017,churn,0.6576508782899999
full-year,hunt,gender,Male,2018,churn,0.36769400523
full-year,hunt,Residency,Nonresident,2009,churn,0.36685576758000005
full-year,hunt,Residency,Nonresident,2010,churn,0.36615146832
full-year,hunt,Residency,Nonresident,2011,churn,0.35813598167000005
full-year,hunt,Residency,Nonresident,2012,churn,0.34768073547999995
full-year,hunt,Residency,Nonresident,2013,churn,0.34133524424
full-year,hunt,Residency,Nonresident,2014,churn,0.33504712939000003
full-year,hunt,Residency,Nonresident,2015,churn,0.35707183694
full-year,hunt,Residency,Nonresident,2016,churn,0.36172390266
full-year,hunt,Residency,Nonresident,2017,churn,0.3593785698
full-year,hunt,Residency,Nonresident,2018,churn,0.20907079645999999
full-year,hunt,Residency,Resident,2009,churn,0.6345484521
full-year,hunt,Residency,Resident,2010,churn,0.62523369781
full-year,hunt,Residency,Resident,2011,churn,0.61764817774
full-year,hunt,Residency,Resident,2012,churn,0.63156337913
full-year,hunt,Residency,Resident,2013,churn,0.61596345387
full-year,hunt,Residency,Resident,2014,churn,0.62722251601
full-year,hunt,Residency,Resident,2015,churn,0.6969861155
full-year,hunt,Residency,Resident,2016,churn,0.62185050808
full-year,hunt,Residency,Resident,2017,churn,0.65954114753
full-year,hunt,Residency,Resident,2018,churn,0.37516471477
full-year,hunt,age,18-24,2009,Participants,17860
full-year,hunt,age,18-24,2010,Participants,17912
full-year,hunt,age,18-24,2011,Participants,17488
full-year,hunt,age,18-24,2012,Participants,18307
full-year,hunt,age,18-24,2013,Participants,20047
full-year,hunt,age,18-24,2014,Participants,21057
full-year,hunt,age,18-24,2015,Participants,20596
full-year,hunt,age,18-24,2016,Participants,20299
full-year,hunt,age,18-24,2017,Participants,19730
full-year,hunt,age,18-24,2018,Participants,19145
full-year,hunt,age,25-34,2009,Participants,29402
full-year,hunt,age,25-34,2010,Participants,29702
full-year,hunt,age,25-34,2011,Participants,29491
full-year,hunt,age,25-34,2012,Participants,30830
full-year,hunt,age,25-34,2013,Participants,34284
full-year,hunt,age,25-34,2014,Participants,34978
full-year,hunt,age,25-34,2015,Participants,35517
full-year,hunt,age,25-34,2016,Participants,35621
full-year,hunt,age,25-34,2017,Participants,34884
full-year,hunt,age,25-34,2018,Participants,36023
full-year,hunt,age,35-44,2009,Participants,40334
full-year,hunt,age,35-44,2010,Participants,39639
full-year,hunt,age,35-44,2011,Participants,37952
full-year,hunt,age,35-44,2012,Participants,37252
full-year,hunt,age,35-44,2013,Participants,38473
full-year,hunt,age,35-44,2014,Participants,37217
full-year,hunt,age,35-44,2015,Participants,38512
full-year,hunt,age,35-44,2016,Participants,37871
full-year,hunt,age,35-44,2017,Participants,36376
full-year,hunt,age,35-44,2018,Participants,36703
full-year,hunt,age,45-54,2009,Participants,42562
full-year,hunt,age,45-54,2010,Participants,43080
full-year,hunt,age,45-54,2011,Participants,43157
full-year,hunt,age,45-54,2012,Participants,42950
full-year,hunt,age,45-54,2013,Participants,45122
full-year,hunt,age,45-54,2014,Participants,44284
full-year,hunt,age,45-54,2015,Participants,53832
full-year,hunt,age,45-54,2016,Participants,54563
full-year,hunt,age,45-54,2017,Participants,50668
full-year,hunt,age,45-54,2018,Participants,49725
full-year,hunt,age,55-64,2009,Participants,29189
full-year,hunt,age,55-64,2010,Participants,30029
full-year,hunt,age,55-64,2011,Participants,30582
full-year,hunt,age,55-64,2012,Participants,31019
full-year,hunt,age,55-64,2013,Participants,33103
full-year,hunt,age,55-64,2014,Participants,34355
full-year,hunt,age,55-64,2015,Participants,61283
full-year,hunt,age,55-64,2016,Participants,66056
full-year,hunt,age,55-64,2017,Participants,59275
full-year,hunt,age,55-64,2018,Participants,60216
full-year,hunt,All,All,2009,Participants,164128
full-year,hunt,All,All,2010,Participants,165329
full-year,hunt,All,All,2011,Participants,164261
full-year,hunt,All,All,2012,Participants,166072
full-year,hunt,All,All,2013,Participants,177146
full-year,hunt,All,All,2014,Participants,178359
full-year,hunt,All,All,2015,Participants,220297
full-year,hunt,All,All,2016,Participants,227361
full-year,hunt,All,All,2017,Participants,211172
full-year,hunt,All,All,2018,Participants,211663
full-year,hunt,gender,Female,2009,Participants,12115
full-year,hunt,gender,Female,2010,Participants,12217
full-year,hunt,gender,Female,2011,Participants,12685
full-year,hunt,gender,Female,2012,Participants,13478
full-year,hunt,gender,Female,2013,Participants,15420
full-year,hunt,gender,Female,2014,Participants,16162
full-year,hunt,gender,Female,2015,Participants,26166
full-year,hunt,gender,Female,2016,Participants,28686
full-year,hunt,gender,Female,2017,Participants,25128
full-year,hunt,gender,Female,2018,Participants,24967
full-year,hunt,gender,Male,2009,Participants,152013
full-year,hunt,gender,Male,2010,Participants,153112
full-year,hunt,gender,Male,2011,Participants,151576
full-year,hunt,gender,Male,2012,Participants,152594
full-year,hunt,gender,Male,2013,Participants,161726
full-year,hunt,gender,Male,2014,Participants,162197
full-year,hunt,gender,Male,2015,Participants,194131
full-year,hunt,gender,Male,2016,Participants,198675
full-year,hunt,gender,Male,2017,Participants,186044
full-year,hunt,gender,Male,2018,Participants,186696
full-year,hunt,Residency,Nonresident,2009,Participants,5817
full-year,hunt,Residency,Nonresident,2010,Participants,6470
full-year,hunt,Residency,Nonresident,2011,Participants,6545
full-year,hunt,Residency,Nonresident,2012,Participants,7179
full-year,hunt,Residency,Nonresident,2013,Participants,8373
full-year,hunt,Residency,Nonresident,2014,Participants,8169
full-year,hunt,Residency,Nonresident,2015,Participants,8046
full-year,hunt,Residency,Nonresident,2016,Participants,8794
full-year,hunt,Residency,Nonresident,2017,Participants,8754
full-year,hunt,Residency,Nonresident,2018,Participants,9040
full-year,hunt,Residency,Resident,2009,Participants,158311
full-year,hunt,Residency,Resident,2010,Participants,158859
full-year,hunt,Residency,Resident,2011,Participants,157716
full-year,hunt,Residency,Resident,2012,Participants,158893
full-year,hunt,Residency,Resident,2013,Participants,168773
full-year,hunt,Residency,Resident,2014,Participants,170190
full-year,hunt,Residency,Resident,2015,Participants,212251
full-year,hunt,Residency,Resident,2016,Participants,218567
full-year,hunt,Residency,Resident,2017,Participants,202418
full-year,hunt,Residency,Resident,2018,Participants,202623
full-year,hunt,age,18-24,2014,Recruits,7691
full-year,hunt,age,18-24,2015,Recruits,6239
full-year,hunt,age,18-24,2016,Recruits,5594
full-year,hunt,age,18-24,2017,Recruits,5346
full-year,hunt,age,18-24,2018,Recruits,5399
full-year,hunt,age,25-34,2014,Recruits,10226
full-year,hunt,age,25-34,2015,Recruits,10461
full-year,hunt,age,25-34,2016,Recruits,9072
full-year,hunt,age,25-34,2017,Recruits,8782
full-year,hunt,age,25-34,2018,Recruits,9222
full-year,hunt,age,35-44,2014,Recruits,8295
full-year,hunt,age,35-44,2015,Recruits,10263
full-year,hunt,age,35-44,2016,Recruits,7786
full-year,hunt,age,35-44,2017,Recruits,7415
full-year,hunt,age,35-44,2018,Recruits,7624
full-year,hunt,age,45-54,2014,Recruits,7551
full-year,hunt,age,45-54,2015,Recruits,16786
full-year,hunt,age,45-54,2016,Recruits,9079
full-year,hunt,age,45-54,2017,Recruits,8609
full-year,hunt,age,45-54,2018,Recruits,8359
full-year,hunt,age,55-64,2014,Recruits,6289
full-year,hunt,age,55-64,2015,Recruits,30068
full-year,hunt,age,55-64,2016,Recruits,12046
full-year,hunt,age,55-64,2017,Recruits,11166
full-year,hunt,age,55-64,2018,Recruits,10964
full-year,hunt,All,All,2014,Recruits,43693
full-year,hunt,All,All,2015,Recruits,80516
full-year,hunt,All,All,2016,Recruits,48416
full-year,hunt,All,All,2017,Recruits,45163
full-year,hunt,All,All,2018,Recruits,44848
full-year,hunt,gender,Female,2014,Recruits,6290
full-year,hunt,gender,Female,2015,Recruits,15451
full-year,hunt,gender,Female,2016,Recruits,8433
full-year,hunt,gender,Female,2017,Recruits,7856
full-year,hunt,gender,Female,2018,Recruits,7521
full-year,hunt,gender,Male,2014,Recruits,37403
full-year,hunt,gender,Male,2015,Recruits,65065
full-year,hunt,gender,Male,2016,Recruits,39983
full-year,hunt,gender,Male,2017,Recruits,37307
full-year,hunt,gender,Male,2018,Recruits,37327
full-year,hunt,Residency,Nonresident,2014,Recruits,4428
full-year,hunt,Residency,Nonresident,2015,Recruits,4233
full-year,hunt,Residency,Nonresident,2016,Recruits,4610
full-year,hunt,Residency,Nonresident,2017,Recruits,4376
full-year,hunt,Residency,Nonresident,2018,Recruits,4588
full-year,hunt,Residency,Resident,2014,Recruits,39265
full-year,hunt,Residency,Resident,2015,Recruits,76283
full-year,hunt,Residency,Resident,2016,Recruits,43806
full-year,hunt,Residency,Resident,2017,Recruits,40787
full-year,hunt,Residency,Resident,2018,Recruits,40260
