timeframe,group,segment,year,category,metric,value
mid-year,fish,All,2009,All,participants,408393
mid-year,fish,All,2010,All,participants,364826
mid-year,fish,All,2011,All,participants,344929
mid-year,fish,All,2012,All,participants,355597
mid-year,fish,All,2013,All,participants,365921
mid-year,fish,All,2014,All,participants,356701
mid-year,fish,All,2015,All,participants,366848
mid-year,fish,All,2016,All,participants,365589
mid-year,fish,All,2017,All,participants,328222
mid-year,fish,All,2018,All,participants,347601
mid-year,fish,Residency,2009,Resident,participants,360828
mid-year,fish,Residency,2010,Resident,participants,325216
mid-year,fish,Residency,2011,Resident,participants,309205
mid-year,fish,Residency,2012,Resident,participants,316798
mid-year,fish,Residency,2013,Resident,participants,325778
mid-year,fish,Residency,2014,Resident,participants,317711
mid-year,fish,Residency,2015,Resident,participants,324316
mid-year,fish,Residency,2016,Resident,participants,320497
mid-year,fish,Residency,2017,Resident,participants,289890
mid-year,fish,Residency,2018,Resident,participants,302673
mid-year,fish,Residency,2009,Nonresident,participants,47565
mid-year,fish,Residency,2010,Nonresident,participants,39610
mid-year,fish,Residency,2011,Nonresident,participants,35724
mid-year,fish,Residency,2012,Nonresident,participants,38799
mid-year,fish,Residency,2013,Nonresident,participants,40143
mid-year,fish,Residency,2014,Nonresident,participants,38990
mid-year,fish,Residency,2015,Nonresident,participants,42532
mid-year,fish,Residency,2016,Nonresident,participants,45092
mid-year,fish,Residency,2017,Nonresident,participants,38332
mid-year,fish,Residency,2018,Nonresident,participants,44928
mid-year,fish,gender,2009,Male,participants,315308
mid-year,fish,gender,2010,Male,participants,286045
mid-year,fish,gender,2011,Male,participants,271327
mid-year,fish,gender,2012,Male,participants,276682
mid-year,fish,gender,2013,Male,participants,280948
mid-year,fish,gender,2014,Male,participants,272749
mid-year,fish,gender,2015,Male,participants,278796
mid-year,fish,gender,2016,Male,participants,275789
mid-year,fish,gender,2017,Male,participants,251276
mid-year,fish,gender,2018,Male,participants,263617
mid-year,fish,gender,2009,Female,participants,93085
mid-year,fish,gender,2010,Female,participants,78781
mid-year,fish,gender,2011,Female,participants,73602
mid-year,fish,gender,2012,Female,participants,78915
mid-year,fish,gender,2013,Female,participants,84973
mid-year,fish,gender,2014,Female,participants,83952
mid-year,fish,gender,2015,Female,participants,88052
mid-year,fish,gender,2016,Female,participants,89800
mid-year,fish,gender,2017,Female,participants,76946
mid-year,fish,gender,2018,Female,participants,83984
mid-year,fish,age,2009,18-24,participants,45526
mid-year,fish,age,2010,18-24,participants,37952
mid-year,fish,age,2011,18-24,participants,35386
mid-year,fish,age,2012,18-24,participants,36645
mid-year,fish,age,2013,18-24,participants,39184
mid-year,fish,age,2014,18-24,participants,39024
mid-year,fish,age,2015,18-24,participants,39884
mid-year,fish,age,2016,18-24,participants,39315
mid-year,fish,age,2017,18-24,participants,34710
mid-year,fish,age,2018,18-24,participants,36023
mid-year,fish,age,2009,25-34,participants,84468
mid-year,fish,age,2010,25-34,participants,74812
mid-year,fish,age,2011,25-34,participants,71058
mid-year,fish,age,2012,25-34,participants,73746
mid-year,fish,age,2013,25-34,participants,76466
mid-year,fish,age,2014,25-34,participants,75646
mid-year,fish,age,2015,25-34,participants,79020
mid-year,fish,age,2016,25-34,participants,78907
mid-year,fish,age,2017,25-34,participants,70882
mid-year,fish,age,2018,25-34,participants,73803
mid-year,fish,age,2009,35-44,participants,88299
mid-year,fish,age,2010,35-44,participants,77779
mid-year,fish,age,2011,35-44,participants,72901
mid-year,fish,age,2012,35-44,participants,75392
mid-year,fish,age,2013,35-44,participants,78144
mid-year,fish,age,2014,35-44,participants,75804
mid-year,fish,age,2015,35-44,participants,78725
mid-year,fish,age,2016,35-44,participants,78736
mid-year,fish,age,2017,35-44,participants,71925
mid-year,fish,age,2018,35-44,participants,78044
mid-year,fish,age,2009,45-54,participants,101029
mid-year,fish,age,2010,45-54,participants,90031
mid-year,fish,age,2011,45-54,participants,83261
mid-year,fish,age,2012,45-54,participants,84295
mid-year,fish,age,2013,45-54,participants,84707
mid-year,fish,age,2014,45-54,participants,80897
mid-year,fish,age,2015,45-54,participants,82161
mid-year,fish,age,2016,45-54,participants,81230
mid-year,fish,age,2017,45-54,participants,71855
mid-year,fish,age,2018,45-54,participants,75730
mid-year,fish,age,2009,55-64,participants,89071
mid-year,fish,age,2010,55-64,participants,84252
mid-year,fish,age,2011,55-64,participants,82323
mid-year,fish,age,2012,55-64,participants,85519
mid-year,fish,age,2013,55-64,participants,87420
mid-year,fish,age,2014,55-64,participants,85330
mid-year,fish,age,2015,55-64,participants,87058
mid-year,fish,age,2016,55-64,participants,87401
mid-year,fish,age,2017,55-64,participants,78850
mid-year,fish,age,2018,55-64,participants,84001
mid-year,fish,All,2010,All,recruits,51271
mid-year,fish,All,2011,All,recruits,48096
mid-year,fish,All,2012,All,recruits,52513
mid-year,fish,All,2013,All,recruits,57839
mid-year,fish,All,2014,All,recruits,56558
mid-year,fish,All,2015,All,recruits,62737
mid-year,fish,All,2016,All,recruits,63263
mid-year,fish,All,2017,All,recruits,52534
mid-year,fish,All,2018,All,recruits,59359
mid-year,fish,Residency,2010,Resident,recruits,33366
mid-year,fish,Residency,2011,Resident,recruits,31662
mid-year,fish,Residency,2012,Resident,recruits,34349
mid-year,fish,Residency,2013,Resident,recruits,38205
mid-year,fish,Residency,2014,Resident,recruits,37156
mid-year,fish,Residency,2015,Resident,recruits,40524
mid-year,fish,Residency,2016,Resident,recruits,39943
mid-year,fish,Residency,2017,Resident,recruits,33073
mid-year,fish,Residency,2018,Resident,recruits,36191
mid-year,fish,Residency,2010,Nonresident,recruits,17905
mid-year,fish,Residency,2011,Nonresident,recruits,16434
mid-year,fish,Residency,2012,Nonresident,recruits,18164
mid-year,fish,Residency,2013,Nonresident,recruits,19634
mid-year,fish,Residency,2014,Nonresident,recruits,19402
mid-year,fish,Residency,2015,Nonresident,recruits,22213
mid-year,fish,Residency,2016,Nonresident,recruits,23320
mid-year,fish,Residency,2017,Nonresident,recruits,19461
mid-year,fish,Residency,2018,Nonresident,recruits,23168
mid-year,fish,gender,2010,Male,recruits,34074
mid-year,fish,gender,2011,Male,recruits,31917
mid-year,fish,gender,2012,Male,recruits,34564
mid-year,fish,gender,2013,Male,recruits,37228
mid-year,fish,gender,2014,Male,recruits,36315
