state,year,sex,agecat,pop
TN,2011,Female,65+,486953.5047382571
TN,2012,Male,0-17,776488.080664217
TN,2012,Male,18-24,309741.86162337055
TN,2012,Male,25-34,416672.127555198
TN,2012,Male,35-44,431356.31705845194
TN,2012,Male,45-54,453241.9637193766
TN,2012,Male,55-64,382262.11927798577
TN,2012,Male,65+,375613.058157226
TN,2012,Female,0-17,740403.6219001182
TN,2012,Female,18-24,308149.66128168587
TN,2012,Female,25-34,423837.02909277903
TN,2012,Female,35-44,438929.423020368
TN,2012,Female,45-54,478384.1068699587
TN,2012,Female,55-64,417100.64065736055
TN,2012,Female,65+,499100.9891219044
TN,2013,Male,0-17,773785.3141885987
TN,2013,Male,18-24,314329.238814211
TN,2013,Male,25-34,417793.92660143785
TN,2013,Male,35-44,427952.3589036401
TN,2013,Male,45-54,451983.29889648966
TN,2013,Male,55-64,390030.6552515491
TN,2013,Male,65+,389300.4165077806
TN,2013,Female,0-17,740195.3461957235
TN,2013,Female,18-24,311359.601256219
TN,2013,Female,25-34,426125.7478237413
TN,2013,Female,35-44,435693.90380806406
TN,2013,Female,45-54,476564.96060859796
TN,2013,Female,55-64,427054.7737810913
TN,2013,Female,65+,511262.4573628554
TN,2014,Male,0-17,772908.3179082256
TN,2014,Male,18-24,317557.3347290069
TN,2014,Male,25-34,420853.14505100856
TN,2014,Male,35-44,425360.7976789408
TN,2014,Male,45-54,448753.7506893502
TN,2014,Male,55-64,396876.20465560385
TN,2014,Male,65+,404472.0961284937
TN,2014,Female,0-17,740261.8008998096
TN,2014,Female,18-24,313724.91751497553
TN,2014,Female,25-34,430781.944462916
TN,2014,Female,35-44,433760.68567318696
TN,2014,Female,45-54,472962.86662497
TN,2014,Female,55-64,436073.31627244776
TN,2014,Female,65+,526478.8217110642
TN,2015,Male,0-17,772258.2677564749
TN,2015,Male,18-24,320850.4119225524
TN,2015,Male,25-34,425814.73945518315
TN,2015,Male,35-44,422660.09049705253
TN,2015,Male,45-54,446905.5603102646
TN,2015,Male,55-64,402536.65476124355
TN,2015,Male,65+,421175.54981087346
TN,2015,Female,0-17,741573.7041200133
TN,2015,Female,18-24,314635.4188449624
TN,2015,Female,25-34,435115.42741531617
TN,2015,Female,35-44,432684.79625085485
TN,2015,Female,45-54,468987.0889866554
TN,2015,Female,55-64,443127.2825802759
TN,2015,Female,65+,542483.0072882778
TN,2016,Male,0-17,774269.5692136344
TN,2016,Male,18-24,320809.0806512331
TN,2016,Male,25-34,432676.0836706242
TN,2016,Male,35-44,421458.3300612446
TN,2016,Male,45-54,444624.5033374267
TN,2016,Male,55-64,406809.4904238831
TN,2016,Male,65+,438615.7898290916
TN,2016,Female,0-17,742801.2028599839
TN,2016,Female,18-24,314204.67134330457
TN,2016,Female,25-34,441281.70612471673
TN,2016,Female,35-44,431611.5438175177
TN,2016,Female,45-54,466473.44808231026
TN,2016,Female,55-64,448958.7737975009
TN,2016,Female,65+,560416.8067875289
TN,2017,Male,0-17,778006.3583237046
TN,2017,Male,18-24,319852.798186735
TN,2017,Male,25-34,441561.0074712981
TN,2017,Male,35-44,421599.5066545346
TN,2017,Male,45-54,444409.309243471
TN,2017,Male,55-64,412779.02483667387
TN,2017,Male,65+,453193.18311281403
TN,2017,Female,0-17,744932.0937253737
TN,2017,Female,18-24,311923.10978280625
TN,2017,Female,25-34,451046.53368723136
TN,2017,Female,35-44,431226.38022724475
TN,2017,Female,45-54,465708.0170685913
TN,2017,Female,55-64,455280.8530657848
TN,2017,Female,65+,577275.824613737
TN,2018,Male,0-17,785105.4639500129
TN,2018,Male,18-24,322771.37176252215
TN,2018,Male,25-34,445590.136795192
TN,2018,Male,35-44,425446.4924763327
TN,2018,Male,45-54,448464.4285800684
TN,2018,Male,55-64,416545.5260564761
TN,2018,Male,65+,457328.4530134004
TN,2018,Female,0-17,751729.4052912815
TN,2018,Female,18-24,314769.32701476547
TN,2018,Female,25-34,455162.2159702464
TN,2018,Female,35-44,435161.208766024
TN,2018,Female,45-54,469957.4815733698
TN,2018,Female,55-64,459435.1724115979
TN,2018,Female,65+,582543.3163387108
TN,2019,Male,0-17,792204.5695763214
TN,2019,Male,18-24,325689.9453383093
TN,2019,Male,25-34,449619.26611908583
TN,2019,Male,35-44,429293.4782981308
TN,2019,Male,45-54,452519.5479166658
TN,2019,Male,55-64,420312.02727627836
TN,2019,Male,65+,461463.7229139867
TN,2019,Female,0-17,758526.7168571893
TN,2019,Female,18-24,317615.54424672463
TN,2019,Female,25-34,459277.89825326146
TN,2019,Female,35-44,439096.03730480326
TN,2019,Female,45-54,474206.9460781484
TN,2019,Female,55-64,463589.49175741104
TN,2019,Female,65+,587810.8080636847
TX,2008,Male,0-17,3412692.6139816516
TX,2008,Male,18-24,1302199.2225832206
TX,2008,Male,25-34,1755453.0456598788
TX,2008,Male,35-44,1711255.2310630216
TX,2008,Male,45-54,1646073.8783097123
TX,2008,Male,55-64,1162368.6278741132
TX,2008,Male,65+,1067312.7800746555
TX,2008,Female,0-17,3258759.6737965792
TX,2008,Female,18-24,1220789.7737525639
TX,2008,Female,25-34,1734604.491666732
TX,2008,Female,35-44,1721427.03768008
TX,2008,Female,45-54,1676437.3159918329
TX,2008,Female,55-64,1240625.446579577
TX,2008,Female,65+,1399039.860986379
TX,2009,Male,0-17,3481864.773775639
TX,2009,Male,18-24,1328593.6105040943
TX,2009,Male,25-34,1791034.4742619568
TX,2009,Male,35-44,1745940.8103637844
TX,2009,Male,45-54,1679438.2911714679
TX,2009,Male,55-64,1185928.7774572943
TX,2009,Male,65+,1088946.2345120746
TX,2009,Female,0-17,3324811.75360082
TX,2009,Female,18-24,1245534.0665608034
TX,2009,Female,25-34,1769763.339136721
TX,2009,Female,35-44,1756318.7902030735
TX,2009,Female,45-54,1710417.1679806393
TX,2009,Female,55-64,1265771.790344527
TX,2009,Female,65+,1427397.1201271014
TX,2010,Male,0-17,3543764.2837468707
TX,2010,Male,18-24,1352212.9348559517
TX,2010,Male,25-34,1822874.9285878665
TX,2010,Male,35-44,1776979.6035456064
TX,2010,Male,45-54,1709294.8232325078
TX,2010,Male,55-64,1207011.8507398292
TX,2010,Male,65+,1108305.1822831058
TX,2010,Female,0-17,3383919.223783045
TX,2010,Female,18-24,1267676.7841508915
TX,2010,Female,25-34,1801225.6418323033
TX,2010,Female,35-44,1787542.0798855587
TX,2010,Female,45-54,1740824.432887018
TX,2010,Female,55-64,1288274.2878992422
TX,2010,Female,65+,1452772.9425702014
TX,2011,Male,0-17,3587099.9487604983
TX,2011,Male,18-24,1365184.9220987556
TX,2011,Male,25-34,1854079.644315755
TX,2011,Male,35-44,1782639.4888225798
TX,2011,Male,45-54,1732116.5752458395
TX,2011,Male,55-64,1257556.261066892
TX,2011,Male,65+,1145083.901384776
TX,2011,Female,0-17,3425820.00114034
TX,2011,Female,18-24,1280599.8028396252
TX,2011,Female,25-34,1827744.1680040602
TX,2011,Female,35-44,1794140.555718135
TX,2011,Female,45-54,1763815.420377145
TX,2011,Female,55-64,1342307.012252511
TX,2011,Female,65+,1488039.297973088
TX,2012,Male,0-17,3624260.3368437737
TX,2012,Male,18-24,1384163.0240283816
TX,2012,Male,25-34,1892052.1425915617
TX,2012,Male,35-44,1796012.0597287535
TX,2012,Male,45-54,1751613.2628278022
TX,2012,Male,55-64,1307581.8264646803
TX,2012,Male,65+,1191184.532994839
TX,2012,Female,0-17,3464363.6067178976
TX,2012,Female,18-24,1301001.6970778212
TX,2012,Female,25-34,1857757.4355307966
TX,2012,Female,35-44,1805165.0424744883
TX,2012,Female,45-54,1781558.129716663
TX,2012,Female,55-64,1396628.840081341
TX,2012,Female,65+,1536278.0629211979
TX,2013,Male,0-17,3657504.40546483
TX,2013,Male,18-24,1404665.039639152
TX,2013,Male,25-34,1927459.3803934287
TX,2013,Male,35-44,1808473.939505775
TX,2013,Male,45-54,1760594.4055502452
TX,2013,Male,55-64,1352934.9344419616
TX,2013,Male,65+,1239567.794174686
TX,2013,Female,0-17,3497003.6696473043
TX,2013,Female,18-24,1316830.2758395849
TX,2013,Female,25-34,1885198.1470582765
TX,2013,Female,35-44,1818915.0108683237
TX,2013,Female,45-54,1788394.5587486872
TX,2013,Female,55-64,1444418.8041244224
TX,2013,Female,65+,1587503.6345433253
TX,2014,Male,0-17,3691269.0277035907
TX,2014,Male,18-24,1426986.855330744
TX,2014,Male,25-34,1969315.4342870102
TX,2014,Male,35-44,1833285.3425914338
TX,2014,Male,45-54,1769996.8738046591
TX,2014,Male,55-64,1400792.4268410208
TX,2014,Male,65+,1297325.7267098352
TX,2014,Female,0-17,3535940.7711072573
TX,2014,Female,18-24,1338978.3316491283
TX,2014,Female,25-34,1925211.3989175162
TX,2014,Female,35-44,1844109.478050637
TX,2014,Female,45-54,1798628.2578085042
TX,2014,Female,55-64,1496199.700484052
TX,2014,Female,65+,1649102.374714611
TX,2015,Male,0-17,3731849.912689336
TX,2015,Male,18-24,1451222.1438632777
TX,2015,Male,25-34,2013536.0276864497
TX,2015,Male,35-44,1859614.2591205402
TX,2015,Male,45-54,1780905.0641672546
TX,2015,Male,55-64,1446784.0447978931
TX,2015,Male,65+,1358003.4203669415
TX,2015,Female,0-17,3579371.9504471486
TX,2015,Female,18-24,1360224.023493239
TX,2015,Female,25-34,1964026.1066774623
TX,2015,Female,35-44,1871560.35821509
TX,2015,Female,45-54,1808784.819276244
TX,2015,Female,55-64,1544651.1203608448
TX,2015,Female,65+,1716280.7488382775
TX,2016,Male,0-17,3771574.1417384017
TX,2016,Male,18-24,1465791.9620286587
TX,2016,Male,25-34,2056978.1411948577
TX,2016,Male,35-44,1883427.7195477816
TX,2016,Male,45-54,1784132.8671855906
TX,2016,Male,55-64,1484001.4075447293
TX,2016,Male,65+,1420182.3275226122
TX,2016,Female,0-17,3620482.381692535
TX,2016,Female,18-24,1372716.5110632768
TX,2016,Female,25-34,2001307.1921145362
TX,2016,Female,35-44,1891599.6875554207
TX,2016,Female,45-54,1813801.7230073637
TX,2016,Female,55-64,1582414.2884707123
TX,2016,Female,65+,1789081.6493335266
TX,2017,Male,0-17,3802594.445597844
TX,2017,Male,18-24,1468921.382239508
TX,2017,Male,25-34,2098668.6560243815
TX,2017,Male,35-44,1911439.6259161872
TX,2017,Male,45-54,1790492.062681266
TX,2017,Male,55-64,1518897.9470651152
TX,2017,Male,65+,1474457.9216741289
TX,2017,Female,0-17,3648097.10608746
TX,2017,Female,18-24,1373785.8682455828
TX,2017,Female,25-34,2035276.3124344356
TX,2017,Female,35-44,1915712.8840581698
TX,2017,Female,45-54,1819619.8379642642
TX,2017,Female,55-64,1617384.30694074
TX,2017,Female,65+,1847368.6430709157
TX,2018,Male,0-17,3853495.989647118
TX,2018,Male,18-24,1488584.3695795184
TX,2018,Male,25-34,2126761.4428223856
TX,2018,Male,35-44,1937026.1641884283
TX,2018,Male,45-54,1814459.5964012912
TX,2018,Male,55-64,1539229.9208964007
TX,2018,Male,65+,1494195.0211525606
TX,2018,Female,0-17,3696930.548148712
TX,2018,Female,18-24,1392175.3712249831
TX,2018,Female,25-34,2062520.5290744086
TX,2018,Female,35-44,1941356.6241805318
TX,2018,Female,45-54,1843977.2761975988
TX,2018,Female,55-64,1639034.6195686504
TX,2018,Female,65+,1872097.5269174122
TX,2019,Male,0-17,3904397.5336963916
TX,2019,Male,18-24,1508247.356919529
TX,2019,Male,25-34,2154854.2296203896
TX,2019,Male,35-44,1962612.702460669
TX,2019,Male,45-54,1838427.1301213158
TX,2019,Male,55-64,1559561.894727686
TX,2019,Male,65+,1513932.120630992
TX,2019,Female,0-17,3745763.990209963
TX,2019,Female,18-24,1410564.8742043832
TX,2019,Female,25-34,2089764.745714381
TX,2019,Female,35-44,1967000.3643028936
TX,2019,Female,45-54,1868334.7144309334
TX,2019,Female,55-64,1660684.9321965605
TX,2019,Female,65+,1896826.4107639084
UT,2008,Male,0-17,429668.676506716
UT,2008,Male,18-24,160663.49812587217
UT,2008,Male,25-34,218535.38930678344
UT,2008,Male,35-44,162903.3706155569
UT,2008,Male,45-54,150466.31576231844
UT,2008,Male,55-64,109106.34365972763
UT,2008,Male,65+,106426.51411278486
UT,2008,Female,0-17,405896.96489359625
UT,2008,Female,18-24,160281.66751353664
UT,2008,Female,25-34,208164.82978854718
UT,2008,Female,35-44,157164.88744959046
UT,2008,Female,45-54,151319.17101454292
UT,2008,Female,55-64,113047.9179335219
UT,2008,Female,65+,129383.45331690524
UT,2009,Male,0-17,439412.6750555841
UT,2009,Male,18-24,164307.0145798115
UT,2009,Male,25-34,223491.32077843294
UT,2009,Male,35-44,166597.6827534325
UT,2009,Male,45-54,153878.58117193956
UT,2009,Male,55-64,111580.65028811894
UT,2009,Male,65+,108840.0477394556
UT,2009,Female,0-17,415101.8700988546
UT,2009,Female,18-24,163916.5248374627
UT,2009,Female,25-34,212885.57837994065
UT,2009,Female,35-44,160729.0626361377
UT,2009,Female,45-54,154750.77742059797
UT,2009,Female,55-64,115611.61132921578
UT,2009,Female,65+,132317.60293101554
UT,2010,Male,0-17,447788.6221457184
UT,2010,Male,18-24,167438.98354380266
UT,2010,Male,25-34,227751.44249137075
UT,2010,Male,35-44,169773.31571828772
UT,2010,Male,45-54,156811.76659732143
UT,2010,Male,55-64,113707.56577360837
UT,2010,Male,65+,110914.72271563385
UT,2010,Female,0-17,423014.4122223243
UT,2010,Female,18-24,167041.05040801797
UT,2010,Female,25-34,216943.5367457012
UT,2010,Female,35-44,163792.8297983318
UT,2010,Female,45-54,157700.58837829987
UT,2010,Female,55-64,117815.36373434652
UT,2010,Female,65+,134839.7997272354
UT,2011,Male,0-17,453859.83714243944
UT,2011,Male,18-24,166795.9775073756
UT,2011,Male,25-34,231071.36885716504
UT,2011,Male,35-44,173010.22573423453
UT,2011,Male,45-54,156770.890266147
UT,2011,Male,55-64,118419.98276336379
UT,2011,Male,65+,113896.10125731988
UT,2011,Female,0-17,428816.29242032144
UT,2011,Female,18-24,166349.2895511087
UT,2011,Female,25-34,220350.85790675995
UT,2011,Female,35-44,166324.41597581774
UT,2011,Female,45-54,158054.98859054298
UT,2011,Female,55-64,122388.35442124284
UT,2011,Female,65+,138107.41760616103
UT,2012,Male,0-17,459785.19974383945
UT,2012,Male,18-24,165575.8578680827
UT,2012,Male,25-34,233177.52404913108
UT,2012,Male,35-44,177098.10721945693
UT,2012,Male,45-54,157280.25094921506
UT,2012,Male,55-64,123054.9410808851
UT,2012,Male,65+,117847.75086371973
UT,2012,Female,0-17,434648.7474435451
UT,2012,Female,18-24,165546.97487955642
UT,2012,Female,25-34,222532.07970659016
UT,2012,Female,35-44,169524.57501374616
UT,2012,Female,45-54,158325.19621268346
UT,2012,Female,55-64,127044.91963872893
UT,2012,Female,65+,142024.87533081992
UT,2013,Male,0-17,465516.3699953761
UT,2013,Male,18-24,167451.4648436403
UT,2013,Male,25-34,232912.6766710275
UT,2013,Male,35-44,182905.78190002887
UT,2013,Male,45-54,157493.961524669
UT,2013,Male,55-64,127829.5003545188
UT,2013,Male,65+,122506.74723573065
UT,2013,Female,0-17,440319.8080182025
UT,2013,Female,18-24,165808.7033837976
UT,2013,Female,25-34,223142.62324904135
UT,2013,Female,35-44,175473.70246791292
UT,2013,Female,45-54,157730.8487571228
UT,2013,Female,55-64,132100.68015010984
UT,2013,Female,65+,146734.1314488215
UT,2014,Male,0-17,469487.6875618197
UT,2014,Male,18-24,168759.24881713832
UT,2014,Male,25-34,231752.6024367143
UT,2014,Male,35-44,189213.35815648868
UT,2014,Male,45-54,157521.92435143352
UT,2014,Male,55-64,132154.18337951184
UT,2014,Male,65+,127613.62187507763
UT,2014,Female,0-17,444117.8911070983
UT,2014,Female,18-24,166734.59825947977
UT,2014,Female,25-34,223295.31845754065
UT,2014,Female,35-44,181378.88546560996
UT,2014,Female,45-54,157317.403812868
UT,2014,Female,55-64,136458.36436198594
UT,2014,Female,65+,151593.91195723327
UT,2015,Male,0-17,473433.99014562
UT,2015,Male,18-24,171867.19614490564
UT,2015,Male,25-34,230435.87300555664
UT,2015,Male,35-44,196155.50265535433
UT,2015,Male,45-54,157646.96999771646
UT,2015,Male,55-64,136096.28558379738
UT,2015,Male,65+,133357.63623695011
UT,2015,Female,0-17,448541.6604483948
UT,2015,Female,18-24,168833.72595689367
UT,2015,Female,25-34,223038.64346817968
UT,2015,Female,35-44,187876.89234543615
UT,2015,Female,45-54,157278.18713368115
UT,2015,Female,55-64,140790.81953544472
UT,2015,Female,65+,157143.61734206937
UT,2016,Male,0-17,479701.46056727873
UT,2016,Male,18-24,176032.18712181103
UT,2016,Male,25-34,231450.7021262524
UT,2016,Male,35-44,202995.8647292268
UT,2016,Male,45-54,159519.0113755572
UT,2016,Male,55-64,140328.97161944315
UT,2016,Male,65+,140402.23967830982
UT,2016,Female,0-17,454410.5649799028
UT,2016,Female,18-24,170833.25077575262
UT,2016,Female,25-34,224119.76846162375
UT,2016,Female,35-44,195104.58520594198
UT,2016,Female,45-54,158315.76409895852
UT,2016,Female,55-64,145024.3190538548
UT,2016,Female,65+,164374.31020608614
UT,2017,Male,0-17,485856.90333710646
UT,2017,Male,18-24,178463.89519031937
UT,2017,Male,25-34,234530.48604565015
UT,2017,Male,35-44,210077.1441214105
UT,2017,Male,45-54,161336.29483012523
UT,2017,Male,55-64,144345.50797961614
UT,2017,Male,65+,146943.92819764983
UT,2017,Female,0-17,458789.5942050962
UT,2017,Female,18-24,173354.11789677883
UT,2017,Female,25-34,226625.35999740806
UT,2017,Female,35-44,202529.598837118
UT,2017,Female,45-54,159639.60001683398
UT,2017,Female,55-64,149275.97665819063
UT,2017,Female,65+,171349.5926866962
UT,2018,Male,0-17,494935.96003227844
UT,2018,Male,18-24,181798.79444017098
UT,2018,Male,25-34,238913.0842241046
UT,2018,Male,35-44,214002.7903121671
UT,2018,Male,45-54,164351.13594422868
UT,2018,Male,55-64,147042.847549434
UT,2018,Male,65+,149689.8236371391
UT,2018,Female,0-17,467362.8525211418
UT,2018,Female,18-24,176593.5323291274
UT,2018,Female,25-34,230860.23754643125
UT,2018,Female,35-44,206314.20639885688
UT,2018,Female,45-54,162622.7355231783
UT,2018,Female,55-64,152065.45036124624
UT,2018,Female,65+,174551.54918049485
UT,2019,Male,0-17,504015.0167274504
UT,2019,Male,18-24,185133.6936900226
UT,2019,Male,25-34,243295.68240255897
UT,2019,Male,35-44,217928.43650292367
UT,2019,Male,45-54,167365.97705833212
UT,2019,Male,55-64,149740.18711925182
UT,2019,Male,65+,152435.7190766284
UT,2019,Female,0-17,475936.1108371874
UT,2019,Female,18-24,179832.9467614759
UT,2019,Female,25-34,235095.1150954544
UT,2019,Female,35-44,210098.8139605957
UT,2019,Female,45-54,165605.87102952262
UT,2019,Female,55-64,154854.92406430183
UT,2019,Female,65+,177753.50567429347
VT,2008,Male,0-17,68348.28285740831
VT,2008,Male,18-24,33785.208104661855
VT,2008,Male,25-34,33839.198848873384
VT,2008,Male,35-44,41241.92977743177
VT,2008,Male,45-54,50486.34498076116
VT,2008,Male,55-64,41797.83447709121
VT,2008,Male,65+,38118.46524193523
VT,2008,Female,0-17,64128.006351540556
VT,2008,Female,18-24,31553.59067725204
VT,2008,Female,25-34,34261.12651660051
VT,2008,Female,35-44,42469.719293945775
VT,2008,Female,45-54,52577.98640465961
VT,2008,Female,55-64,42439.72443605048
VT,2008,Female,65+,49103.582031788144
VT,2009,Male,0-17,68421.21385709113
VT,2009,Male,18-24,33821.25859340209
VT,2009,Male,25-34,33875.306948409154
VT,2009,Male,35-44,41285.936957155536
VT,2009,Male,45-54,50540.21640892067
VT,2009,Male,55-64,41842.43483463568
VT,2009,Male,65+,38159.13953045055
VT,2009,Female,0-17,64196.434107372275
VT,2009,Female,18-24,31587.259919776763
VT,2009,Female,25-34,34297.68483383473
VT,2009,Female,35-44,42515.03658583471
VT,2009,Female,45-54,52634.089717712865
VT,2009,Female,55-64,42485.00972194189
VT,2009,Female,65+,49155.97798346197
VT,2010,Male,0-17,68537.61874096928
VT,2010,Male,18-24,33878.79863774273
VT,2010,Male,25-34,33932.938945115646
VT,2010,Male,35-44,41356.17664491284
VT,2010,Male,45-54,50626.20038509719
VT,2010,Male,55-64,41913.621291196905
VT,2010,Male,65+,38224.05960356135
VT,2010,Female,0-17,64305.651381319905
VT,2010,Female,18-24,31640.99926632899
VT,2010,Female,25-34,34356.03542125211
VT,2010,Female,35-44,42587.36733850427
VT,2010,Female,45-54,52723.635996655226
VT,2010,Female,55-64,42557.289389963764
VT,2010,Female,65+,49239.6069573798
VT,2011,Male,0-17,67469.48068190183
VT,2011,Male,18-24,33937.393572048044
VT,2011,Male,25-34,34358.7517753193
VT,2011,Male,35-44,40273.81836219394
VT,2011,Male,45-54,50127.58091583755
VT,2011,Male,55-64,43472.12777178627
VT,2011,Male,65+,39482.26688033436
VT,2011,Female,0-17,63322.112081131854
VT,2011,Female,18-24,31656.039871479366
VT,2011,Female,25-34,34649.68958233994
VT,2011,Female,35-44,40993.13700920703
VT,2011,Female,45-54,52653.72366783048
VT,2011,Female,55-64,44311.83447687685
VT,2011,Female,65+,50271.04335171324
VT,2012,Male,0-17,66218.76011913708
VT,2012,Male,18-24,34153.822632526404
VT,2012,Male,25-34,34553.18304135265
VT,2012,Male,35-44,39004.19992869682
VT,2012,Male,45-54,49315.50552200007
VT,2012,Male,55-64,44646.291719557856
VT,2012,Male,65+,40815.83486597879
VT,2012,Female,0-17,62201.13435214821
VT,2012,Female,18-24,31518.44429558528
VT,2012,Female,25-34,35124.6988143847
VT,2012,Female,35-44,39727.85300032934
VT,2012,Female,45-54,51898.836888367354
VT,2012,Female,55-64,45556.112801319905
VT,2012,Female,65+,51328.32201861557
VT,2013,Male,0-17,65244.09005853933
VT,2013,Male,18-24,34162.802845164755
VT,2013,Male,25-34,34875.15321199417
VT,2013,Male,35-44,38036.70821084383
VT,2013,Male,45-54,48351.78164063499
VT,2013,Male,55-64,45461.35999769933
VT,2013,Male,65+,42563.934910145974
VT,2013,Female,0-17,61460.228980802174
VT,2013,Female,18-24,31730.606578644652
VT,2013,Female,25-34,35420.42140008692
VT,2013,Female,35-44,38617.99411411335
VT,2013,Female,45-54,50819.99562233186
VT,2013,Female,55-64,46906.07057312304
VT,2013,Female,65+,52560.85185587567
VT,2014,Male,0-17,64132.0639027521
VT,2014,Male,18-24,34229.58700295997
VT,2014,Male,25-34,35138.9289415957
VT,2014,Male,35-44,37010.51635646068
VT,2014,Male,45-54,46974.34866322455
VT,2014,Male,55-64,46154.84292050233
VT,2014,Male,65+,44304.21728468384
VT,2014,Female,0-17,60651.41040108053
VT,2014,Female,18-24,32001.649344304693
VT,2014,Female,25-34,35522.23004416005
VT,2014,Female,35-44,37628.38974835478
VT,2014,Female,45-54,49544.662046305784
VT,2014,Female,55-64,47930.60505972622
VT,2014,Female,65+,53994.54828388877
VT,2015,Male,0-17,63279.58987494494
VT,2015,Male,18-24,34256.90515540916
VT,2015,Male,25-34,35490.12979489438
VT,2015,Male,35-44,36205.51981634334
VT,2015,Male,45-54,45840.83562824367
VT,2015,Male,55-64,46589.151550261406
VT,2015,Male,65+,46217.98685294061
VT,2015,Female,0-17,59714.61282245246
VT,2015,Female,18-24,32269.37806653006
VT,2015,Female,25-34,35628.81767910834
VT,2015,Female,35-44,36970.797565926805
VT,2015,Female,45-54,48348.19284428443
VT,2015,Female,55-64,48559.71681157478
VT,2015,Female,65+,55825.36553708562
VT,2016,Male,0-17,62367.487104969434
VT,2016,Male,18-24,34442.13305570149
VT,2016,Male,25-34,35918.96423946386
VT,2016,Male,35-44,35445.940090922304
VT,2016,Male,45-54,44630.57529513021
VT,2016,Male,55-64,46539.60117461266
VT,2016,Male,65+,48082.15781901449
VT,2016,Female,0-17,58817.316390125976
VT,2016,Female,18-24,32532.111335906324
VT,2016,Female,25-34,35531.582357816136
VT,2016,Female,35-44,36213.732972028694
VT,2016,Female,45-54,46631.21848338281
VT,2016,Female,55-64,48822.067171364746
VT,2016,Female,65+,57669.112509560895
VT,2017,Male,0-17,61710.03196261503
VT,2017,Male,18-24,34497.86851862525
VT,2017,Male,25-34,36282.55131788754
VT,2017,Male,35-44,35100.76136341806
VT,2017,Male,45-54,43575.255148598546
VT,2017,Male,55-64,46778.68578660212
VT,2017,Male,65+,50026.108605651934
VT,2017,Female,0-17,58048.68271281194
VT,2017,Female,18-24,32446.233166195994
VT,2017,Female,25-34,35691.6563406528
VT,2017,Female,35-44,35844.62915201814
VT,2017,Female,45-54,45546.90471730736
VT,2017,Female,55-64,49470.207408794886
VT,2017,Female,65+,59505.42379882043
VT,2018,Male,0-17,61885.32293847937
VT,2018,Male,18-24,34595.8617434794
VT,2018,Male,25-34,36385.61403921644
VT,2018,Male,35-44,35200.467140862835
VT,2018,Male,45-54,43699.033224149745
VT,2018,Male,55-64,46911.563395321435
VT,2018,Male,65+,50168.210709917454
VT,2018,Female,0-17,58213.57341075442
VT,2018,Female,18-24,32538.398600144723
VT,2018,Female,25-34,35793.040590039636
VT,2018,Female,35-44,35946.447929674236
VT,2018,Female,45-54,45676.28337944018
VT,2018,Female,55-64,49610.730443010005
VT,2018,Female,65+,59674.45245551008
VT,2019,Male,0-17,62060.61391434371
VT,2019,Male,18-24,34693.85496833355
VT,2019,Male,25-34,36488.676760545335
VT,2019,Male,35-44,35300.17291830762
VT,2019,Male,45-54,43822.811299700945
VT,2019,Male,55-64,47044.44100404075
VT,2019,Male,65+,50310.31281418297
VT,2019,Female,0-17,58378.4641086969
VT,2019,Female,18-24,32630.56403409345
VT,2019,Female,25-34,35894.42483942647
VT,2019,Female,35-44,36048.266707330346
VT,2019,Female,45-54,45805.662041573014
VT,2019,Female,55-64,49751.25347722513
VT,2019,Female,65+,59843.48111219974
VA,2008,Male,0-17,940249.7972438309
VA,2008,Male,18-24,409383.43172203563
VA,2008,Male,25-34,523516.1140897814
VA,2008,Male,35-44,563749.7002104375
VA,2008,Male,45-54,579375.2279217123
VA,2008,Male,55-64,432885.6558917813
VA,2008,Male,65+,396138.3945193894
VA,2008,Female,0-17,897889.4531320415
VA,2008,Female,18-24,382922.3267774021
VA,2008,Female,25-34,526071.4203092828
VA,2008,Female,35-44,577633.0644944996
VA,2008,Female,45-54,604499.741888358
VA,2008,Female,55-64,467120.5657622006
VA,2008,Female,65+,532061.1060372462
VA,2009,Male,0-17,951345.4346842555
VA,2009,Male,18-24,414214.4565686452
VA,2009,Male,25-34,529693.9883240408
VA,2009,Male,35-44,570402.3602790905
VA,2009,Male,45-54,586212.2806813372
VA,2009,Male,55-64,437994.02422646765
VA,2009,Male,65+,400813.118209523
VA,2009,Female,0-17,908485.2074334389
VA,2009,Female,18-24,387441.0911719495
VA,2009,Female,25-34,532279.4490316834
VA,2009,Female,35-44,584449.5584475106
VA,2009,Female,45-54,611633.2823458884
VA,2009,Female,55-64,472632.9311504798
VA,2009,Female,65+,538339.8174456888
VA,2010,Male,0-17,963077.4679848411
VA,2010,Male,18-24,419322.56727257697
VA,2010,Male,25-34,536226.1976389466
VA,2010,Male,35-44,577436.5870084676
VA,2010,Male,45-54,593441.4760371213
VA,2010,Male,55-64,443395.3855935802
VA,2010,Male,65+,405755.963025619
VA,2010,Female,0-17,919688.6865464028
VA,2010,Female,18-24,392219.0315687026
VA,2010,Female,25-34,538843.5423605484
VA,2010,Female,35-44,591657.0158359979
VA,2010,Female,45-54,619175.970600455
VA,2010,Female,55-64,478461.46102517366
VA,2010,Female,65+,544978.6475015666
VA,2011,Male,0-17,964287.0902861047
VA,2011,Male,18-24,422317.9309570094
VA,2011,Male,25-34,546262.528738895
VA,2011,Male,35-44,569790.7245380884
VA,2011,Male,45-54,597531.5527360428
VA,2011,Male,55-64,457160.5501639375
VA,2011,Male,65+,419528.92711998394
