timeframe,group,segment,category,year,metric,value,state
full-year,all_sports,age,25-34,2016,participants,329281.82156312093,FL
full-year,all_sports,age,25-34,2017,participants,324951.8371038235,FL
full-year,all_sports,age,25-34,2018,participants,322165.62829461455,FL
full-year,all_sports,age,25-34,2014,recruits,119806.81879034519,FL
full-year,all_sports,age,25-34,2015,recruits,124236.9326455822,FL
full-year,all_sports,age,25-34,2016,recruits,121391.18007224033,FL
full-year,all_sports,age,25-34,2017,recruits,114813.03845252295,FL
full-year,all_sports,age,25-34,2018,recruits,110618.04618513751,FL
full-year,fish,age,25-34,2010,churn,0.61765734722,FL
full-year,fish,age,25-34,2011,churn,0.61904805363,FL
full-year,fish,age,25-34,2012,churn,0.62787812503,FL
full-year,fish,age,25-34,2013,churn,0.6118992513,FL
full-year,fish,age,25-34,2014,churn,0.62347694945,FL
full-year,fish,age,25-34,2015,churn,0.6149073464100001,FL
full-year,fish,age,25-34,2016,churn,0.62026140158,FL
full-year,fish,age,25-34,2017,churn,0.6126383387900001,FL
full-year,fish,age,25-34,2018,churn,0.6025021804099999,FL
full-year,fish,age,25-34,2009,participants,195928.51888425785,FL
full-year,fish,age,25-34,2010,participants,224556.1942383187,FL
full-year,fish,age,25-34,2011,participants,252444.08747644635,FL
full-year,fish,age,25-34,2012,participants,258775.44149634973,FL
full-year,fish,age,25-34,2013,participants,286746.71790930914,FL
full-year,fish,age,25-34,2014,participants,301310.94622096384,FL
full-year,fish,age,25-34,2015,participants,318737.677869066,FL
full-year,fish,age,25-34,2016,participants,320904.4382653149,FL
full-year,fish,age,25-34,2017,participants,316766.31032264896,FL
full-year,fish,age,25-34,2018,participants,314023.30935498385,FL
full-year,fish,age,25-34,2014,recruits,119302.6172694798,FL
full-year,fish,age,25-34,2015,recruits,123801.42039515615,FL
full-year,fish,age,25-34,2016,recruits,121065.67442345779,FL
full-year,fish,age,25-34,2017,recruits,114409.28180065592,FL
full-year,fish,age,25-34,2018,recruits,110147.207567901,FL
full-year,hunt,age,25-34,2010,churn,0.41361131896000003,FL
full-year,hunt,age,25-34,2011,churn,0.43081273988,FL
full-year,hunt,age,25-34,2012,churn,0.42843579397,FL
full-year,hunt,age,25-34,2013,churn,0.42017515406999995,FL
full-year,hunt,age,25-34,2014,churn,0.44096371484999997,FL
full-year,hunt,age,25-34,2015,churn,0.44179198352999993,FL
full-year,hunt,age,25-34,2016,churn,0.40701635836000005,FL
full-year,hunt,age,25-34,2017,churn,0.41197608152,FL
full-year,hunt,age,25-34,2018,churn,0.39665749341,FL
full-year,hunt,age,25-34,2009,participants,30284.16886417692,FL
full-year,hunt,age,25-34,2010,participants,30621.980007732505,FL
full-year,hunt,age,25-34,2011,participants,30530.164183525558,FL
full-year,hunt,age,25-34,2012,participants,31928.55835069033,FL
full-year,hunt,age,25-34,2013,participants,35510.19689058581,FL
full-year,hunt,age,25-34,2014,participants,36294.16957257797,FL
full-year,hunt,age,25-34,2015,participants,37304.703675979785,FL
full-year,hunt,age,25-34,2016,participants,37772.61406184413,FL
full-year,hunt,age,25-34,2017,participants,36661.59390443581,FL
full-year,hunt,age,25-34,2018,participants,37781.38192476166,FL
full-year,hunt,age,25-34,2014,recruits,11155.61315290123,FL
full-year,hunt,age,25-34,2015,recruits,11410.350948968395,FL
full-year,hunt,age,25-34,2016,recruits,10079.398581820686,FL
full-year,hunt,age,25-34,2017,recruits,9599.24163802701,FL
full-year,hunt,age,25-34,2018,recruits,9949.678983833719,FL
full-year,all_sports,age,35-44,2010,churn,0.53225222645,FL
full-year,all_sports,age,35-44,2011,churn,0.53740571243,FL
full-year,all_sports,age,35-44,2012,churn,0.54849881378,FL
full-year,all_sports,age,35-44,2013,churn,0.53574712096,FL
full-year,all_sports,age,35-44,2014,churn,0.5504855026,FL
full-year,all_sports,age,35-44,2015,churn,0.5435716618499999,FL
full-year,all_sports,age,35-44,2017,churn,0.54247020181,FL
full-year,all_sports,age,35-44,2018,churn,0.53179641836,FL
full-year,all_sports,age,35-44,2009,participants,257303.9194947856,FL
full-year,all_sports,age,35-44,2010,participants,283355.09422015713,FL
full-year,all_sports,age,35-44,2011,participants,302344.3408787964,FL
full-year,all_sports,age,35-44,2012,participants,303857.6241446729,FL
full-year,all_sports,age,35-44,2013,participants,321879.37442450016,FL
full-year,all_sports,age,35-44,2014,participants,327770.26727023243,FL
full-year,all_sports,age,35-44,2015,participants,339738.67466774135,FL
full-year,all_sports,age,35-44,2016,participants,336284.79104341194,FL
full-year,all_sports,age,35-44,2017,participants,336509.5442784409,FL
full-year,all_sports,age,35-44,2018,participants,339895.95971182495,FL
full-year,all_sports,age,35-44,2014,recruits,108551.11899531414,FL
full-year,all_sports,age,35-44,2015,recruits,111586.63439891688,FL
full-year,all_sports,age,35-44,2016,recruits,106516.53276443406,FL
full-year,all_sports,age,35-44,2017,recruits,103376.17253746824,FL
full-year,all_sports,age,35-44,2018,recruits,101519.21816928433,FL
full-year,fish,age,35-44,2010,churn,0.5593050884299999,FL
full-year,fish,age,35-44,2011,churn,0.5607535345600001,FL
full-year,fish,age,35-44,2012,churn,0.5685142131200001,FL
full-year,fish,age,35-44,2013,churn,0.5535508149399999,FL
full-year,fish,age,35-44,2014,churn,0.5667482833899999,FL
full-year,fish,age,35-44,2015,churn,0.55761065037,FL
full-year,fish,age,35-44,2017,churn,0.55372150674,FL
full-year,fish,age,35-44,2018,churn,0.54202608461,FL
full-year,fish,age,35-44,2009,participants,244535.48592330178,FL
full-year,fish,age,35-44,2010,participants,270765.4777531804,FL
full-year,fish,age,35-44,2011,participants,291132.09838497074,FL
full-year,fish,age,35-44,2012,participants,293020.6447652787,FL
full-year,fish,age,35-44,2013,participants,311730.4075927214,FL
full-year,fish,age,35-44,2014,participants,318397.1248434383,FL
full-year,fish,age,35-44,2015,participants,331505.40374695894,FL
full-year,fish,age,35-44,2016,participants,328725.0226881516,FL
full-year,fish,age,35-44,2017,participants,329375.3876579213,FL
full-year,fish,age,35-44,2018,participants,333149.8235256314,FL
full-year,fish,age,35-44,2014,recruits,108299.69299787898,FL
full-year,fish,age,35-44,2015,recruits,111447.5873486297,FL
full-year,fish,age,35-44,2016,recruits,106277.09452422852,FL
full-year,fish,age,35-44,2017,recruits,103205.56650244257,FL
full-year,fish,age,35-44,2018,recruits,101193.19141430692,FL
full-year,hunt,age,35-44,2010,churn,0.36138245649,FL
full-year,hunt,age,35-44,2011,churn,0.37130099145000006,FL
full-year,hunt,age,35-44,2012,churn,0.37882061551,FL
full-year,hunt,age,35-44,2013,churn,0.36897347793,FL
full-year,hunt,age,35-44,2014,churn,0.38863618642,FL
full-year,hunt,age,35-44,2015,churn,0.38240588978,FL
full-year,hunt,age,35-44,2017,churn,0.36452694673999997,FL
full-year,hunt,age,35-44,2018,churn,0.3467121178799999,FL
full-year,hunt,age,35-44,2009,participants,41544.16934112346,FL
full-year,hunt,age,35-44,2010,participants,40866.76538706177,FL
full-year,hunt,age,35-44,2011,participants,39289.301518875654,FL
full-year,hunt,age,35-44,2012,participants,38579.39201037678,FL
full-year,hunt,age,35-44,2013,participants,39849.02009600711,FL
full-year,hunt,age,35-44,2014,participants,38617.41977764979,FL
full-year,hunt,age,35-44,2014,recruits,9049.072081294318,FL
full-year,all_sports,age,35-44,2016,churn,0.54302093183,FL
full-year,fish,age,35-44,2016,churn,0.555666078555,FL
full-year,hunt,age,35-44,2016,churn,0.37346641826,FL
full-year,hunt,age,35-44,2015,participants,37951.32203527936,FL
full-year,hunt,age,35-44,2016,participants,37425.69651530706,FL
full-year,hunt,age,35-44,2017,participants,36900.07099533477,FL
full-year,hunt,age,35-44,2018,participants,36374.44547536224,FL
full-year,hunt,age,35-44,2015,recruits,8892.987948314882,FL
full-year,hunt,age,35-44,2016,recruits,8769.820133236,FL
full-year,hunt,age,35-44,2017,recruits,8646.65231815712,FL
full-year,hunt,age,35-44,2018,recruits,8523.484503078183,FL
full-year,all_sports,age,45-54,2010,churn,0.49764857784999994,FL
full-year,all_sports,age,45-54,2011,churn,0.5030734653,FL
full-year,all_sports,age,45-54,2012,churn,0.51469333214,FL
full-year,all_sports,age,45-54,2013,churn,0.49741012604,FL
full-year,all_sports,age,45-54,2014,churn,0.51005271223,FL
full-year,all_sports,age,45-54,2015,churn,0.49793604462999996,FL
full-year,all_sports,age,45-54,2017,churn,0.49523926056,FL
full-year,all_sports,age,45-54,2018,churn,0.48570343097,FL
full-year,all_sports,age,45-54,2009,participants,303584.2166979653,FL
full-year,all_sports,age,45-54,2010,participants,340705.7593477403,FL
full-year,all_sports,age,45-54,2011,participants,367115.33545063314,FL
full-year,all_sports,age,45-54,2012,participants,368746.3342130106,FL
full-year,all_sports,age,45-54,2013,participants,393974.6199533876,FL
full-year,all_sports,age,45-54,2014,participants,400570.9207159347,FL
full-year,all_sports,age,45-54,2015,participants,425414.7245851789,FL
full-year,all_sports,age,45-54,2016,participants,418884.26691348536,FL
full-year,all_sports,age,45-54,2017,participants,410323.19111320196,FL
full-year,all_sports,age,45-54,2018,participants,401223.3256262422,FL
full-year,all_sports,age,45-54,2014,recruits,114564.60870412303,FL
full-year,all_sports,age,45-54,2015,recruits,122143.91909342691,FL
full-year,all_sports,age,45-54,2016,recruits,111436.84695381264,FL
full-year,all_sports,age,45-54,2017,recruits,106584.32426489654,FL
full-year,all_sports,age,45-54,2018,recruits,100983.57447353425,FL
full-year,fish,age,45-54,2010,churn,0.51499157698,FL
full-year,fish,age,45-54,2011,churn,0.5184672135,FL
full-year,fish,age,45-54,2012,churn,0.5287574080899999,FL
full-year,fish,age,45-54,2013,churn,0.50991377816,FL
full-year,fish,age,45-54,2014,churn,0.52161599784,FL
full-year,fish,age,45-54,2015,churn,0.5081069150099999,FL
full-year,fish,age,45-54,2017,churn,0.50401463667,FL
full-year,fish,age,45-54,2018,churn,0.49372526381000004,FL
full-year,fish,age,45-54,2009,participants,292076.5510818675,FL
full-year,fish,age,45-54,2010,participants,329168.26579887245,FL
full-year,fish,age,45-54,2011,participants,356186.6382840381,FL
full-year,fish,age,45-54,2012,participants,357993.0202417693,FL
full-year,fish,age,45-54,2013,participants,383762.1670892324,FL
full-year,fish,age,45-54,2014,participants,390769.6965490465,FL
full-year,fish,age,45-54,2015,participants,416518.6550903231,FL
full-year,fish,age,45-54,2016,participants,410527.3315026223,FL
full-year,fish,age,45-54,2017,participants,402433.52659122436,FL
full-year,fish,age,45-54,2018,participants,393600.227758617,FL
full-year,fish,age,45-54,2014,recruits,114266.48389707525,FL
full-year,fish,age,45-54,2015,recruits,122118.26631612492,FL
full-year,fish,age,45-54,2016,recruits,111180.44241199618,FL
full-year,fish,age,45-54,2017,recruits,106345.4808494178,FL
full-year,fish,age,45-54,2018,recruits,100809.94163116603,FL
full-year,hunt,age,45-54,2010,churn,0.33320802594,FL
full-year,hunt,age,45-54,2011,churn,0.3313370473499999,FL
full-year,hunt,age,45-54,2012,churn,0.34550594341999996,FL
full-year,hunt,age,45-54,2013,churn,0.33066356228000005,FL
full-year,hunt,age,45-54,2014,churn,0.34473205975,FL
full-year,hunt,age,45-54,2015,churn,0.33775178393999994,FL
full-year,hunt,age,45-54,2017,churn,0.33128676942,FL
full-year,hunt,age,45-54,2018,churn,0.3017289018699999,FL
full-year,hunt,age,45-54,2009,participants,43839.0175905414,FL
full-year,hunt,age,45-54,2010,participants,44414.34579264414,FL
full-year,hunt,age,45-54,2011,participants,44677.70830654818,FL
full-year,hunt,age,45-54,2012,participants,44480.427543371705,FL
full-year,hunt,age,45-54,2013,participants,46735.82732752925,FL
full-year,hunt,age,45-54,2014,participants,45950.34036686039,FL
full-year,hunt,age,45-54,2014,recruits,8237.437406371717,FL
full-year,all_sports,age,45-54,2016,churn,0.496587652595,FL
full-year,fish,age,45-54,2016,churn,0.50606077584,FL
full-year,hunt,age,45-54,2016,churn,0.33451927668,FL
full-year,hunt,age,45-54,2015,participants,46748.65559355682,FL
full-year,hunt,age,45-54,2016,participants,47243.62067135901,FL
full-year,hunt,age,45-54,2017,participants,47738.58574916108,FL
full-year,hunt,age,45-54,2018,participants,48233.55082696327,FL
full-year,hunt,age,45-54,2015,recruits,8380.549985254982,FL
full-year,hunt,age,45-54,2016,recruits,8469.281511815687,FL
full-year,hunt,age,45-54,2017,recruits,8558.01303837637,FL
full-year,hunt,age,45-54,2018,recruits,8646.744564937073,FL
full-year,all_sports,age,55-64,2010,churn,0.49042692611000005,FL
full-year,all_sports,age,55-64,2011,churn,0.49344621054999993,FL
full-year,all_sports,age,55-64,2012,churn,0.50548344762,FL
full-year,all_sports,age,55-64,2013,churn,0.48694682622999996,FL
full-year,all_sports,age,55-64,2014,churn,0.49709532115,FL
full-year,all_sports,age,55-64,2015,churn,0.47702991132000006,FL
full-year,all_sports,age,55-64,2017,churn,0.4720424530399999,FL
full-year,all_sports,age,55-64,2018,churn,0.45986986516000006,FL
full-year,all_sports,age,55-64,2009,participants,235841.20139111727,FL
full-year,all_sports,age,55-64,2010,participants,266999.50379169773,FL
full-year,all_sports,age,55-64,2011,participants,292915.40393032174,FL
full-year,all_sports,age,55-64,2012,participants,302519.78726425767,FL
full-year,all_sports,age,55-64,2013,participants,330695.614359897,FL
full-year,all_sports,age,55-64,2014,participants,345722.0387264855,FL
full-year,all_sports,age,55-64,2015,participants,393678.91642659914,FL
full-year,all_sports,age,55-64,2016,participants,401319.8362169884,FL
full-year,all_sports,age,55-64,2017,participants,400371.4475950558,FL
full-year,all_sports,age,55-64,2018,participants,404801.9917293682,FL
full-year,all_sports,age,55-64,2014,recruits,90769.12715828733,FL
full-year,all_sports,age,55-64,2015,recruits,108726.87330785321,FL
full-year,all_sports,age,55-64,2016,recruits,93314.37880923587,FL
full-year,all_sports,age,55-64,2017,recruits,89930.87638230565,FL
full-year,all_sports,age,55-64,2018,recruits,87639.23655796939,FL
full-year,fish,age,55-64,2010,churn,0.50084434557,FL
full-year,fish,age,55-64,2011,churn,0.50271388872,FL
full-year,fish,age,55-64,2012,churn,0.51383985822,FL
full-year,fish,age,55-64,2013,churn,0.49443381610000003,FL
full-year,fish,age,55-64,2014,churn,0.5035647999999999,FL
full-year,fish,age,55-64,2015,churn,0.48323849541999997,FL
full-year,fish,age,55-64,2017,churn,0.47713315818,FL
full-year,fish,age,55-64,2018,churn,0.46446081032,FL
full-year,fish,age,55-64,2009,participants,228976.59187140752,FL
full-year,fish,age,55-64,2010,participants,259952.1959621004,FL
full-year,fish,age,55-64,2011,participants,285994.37009692955,FL
full-year,fish,age,55-64,2012,participants,295761.833331178,FL
full-year,fish,age,55-64,2013,participants,324079.657385178,FL
full-year,fish,age,55-64,2014,participants,339314.7558793091,FL
full-year,fish,age,55-64,2015,participants,387553.1146925663,FL
full-year,fish,age,55-64,2016,participants,395369.45719993324,FL
full-year,fish,age,55-64,2017,participants,394457.23084473534,FL
full-year,fish,age,55-64,2018,participants,398964.30616310704,FL
full-year,fish,age,55-64,2014,recruits,90476.09695244474,FL
full-year,fish,age,55-64,2015,recruits,108836.36800509879,FL
full-year,fish,age,55-64,2016,recruits,93164.64323911077,FL
full-year,fish,age,55-64,2017,recruits,89814.48360913139,FL
full-year,fish,age,55-64,2018,recruits,87363.6687356632,FL
full-year,hunt,age,55-64,2010,churn,0.3494124499,FL
full-year,hunt,age,55-64,2011,churn,0.3573212561200001,FL
full-year,hunt,age,55-64,2012,churn,0.36890981622999997,FL
full-year,hunt,age,55-64,2013,churn,0.35297720752000006,FL
full-year,hunt,age,55-64,2014,churn,0.36757997764999994,FL
full-year,hunt,age,55-64,2015,churn,0.35587250764,FL
full-year,hunt,age,55-64,2017,churn,0.38626317063999993,FL
full-year,hunt,age,55-64,2018,churn,0.32877266975999997,FL
full-year,hunt,age,55-64,2009,participants,30064.77807552072,FL
full-year,hunt,age,55-64,2010,participants,30959.108398498396,FL
full-year,hunt,age,55-64,2011,participants,31659.607373794668,FL
full-year,hunt,age,55-64,2012,participants,32124.2929445366,FL
full-year,hunt,age,55-64,2013,participants,34286.95740488455,FL
full-year,hunt,age,55-64,2014,participants,35647.72701886661,FL
full-year,hunt,age,55-64,2014,recruits,6860.712998102466,FL
full-year,all_sports,age,55-64,2016,churn,0.47453618218,FL
full-year,fish,age,55-64,2016,churn,0.4801858268,FL
full-year,hunt,age,55-64,2016,churn,0.37106783913999997,FL
full-year,hunt,age,55-64,2015,participants,36293.37626668019,FL
full-year,hunt,age,55-64,2016,participants,37389.4613325838,FL
full-year,hunt,age,55-64,2017,participants,38485.54639848787,FL
full-year,hunt,age,55-64,2018,participants,39581.63146439148,FL
full-year,hunt,age,55-64,2015,recruits,6984.9737731119185,FL
full-year,hunt,age,55-64,2016,recruits,7195.924812281708,FL
full-year,hunt,age,55-64,2017,recruits,7406.875851451587,FL
full-year,hunt,age,55-64,2018,recruits,7617.826890621375,FL
full-year,all_sports,all,all,2010,churn,0.5355581861600001,FL
full-year,all_sports,all,all,2011,churn,0.54026822253,FL
full-year,all_sports,all,all,2012,churn,0.5522262501099999,FL
full-year,all_sports,all,all,2013,churn,0.53621782476,FL
full-year,all_sports,all,all,2014,churn,0.54925062114,FL
full-year,all_sports,all,all,2015,churn,0.53772385646,FL
full-year,all_sports,all,all,2017,churn,0.53316168664,FL
full-year,all_sports,all,all,2018,churn,0.52361741926,FL
full-year,all_sports,all,all,2009,participants,1122681,FL
full-year,all_sports,all,all,2010,participants,1262832,FL
full-year,all_sports,all,all,2011,participants,1380101,FL
full-year,all_sports,all,all,2012,participants,1403991,FL
full-year,all_sports,all,all,2013,participants,1522194,FL
full-year,all_sports,all,all,2014,participants,1569365,FL
full-year,all_sports,all,all,2015,participants,1673464,FL
full-year,all_sports,all,all,2016,participants,1670874,FL
full-year,all_sports,all,all,2017,participants,1654605,FL
full-year,all_sports,all,all,2018,participants,1643359,FL
full-year,all_sports,all,all,2014,recruits,522148,FL
full-year,all_sports,all,all,2015,recruits,553313,FL
full-year,all_sports,all,all,2016,recruits,516265,FL
full-year,all_sports,all,all,2017,recruits,494744,FL
full-year,all_sports,all,all,2018,recruits,476234,FL
full-year,fish,all,all,2010,churn,0.55800907571,FL
full-year,fish,all,all,2011,churn,0.55941468843,FL
full-year,fish,all,all,2012,churn,0.56936426355,FL
full-year,fish,all,all,2013,churn,0.5515651635500001,FL
full-year,fish,all,all,2014,churn,0.56311593341,FL
full-year,fish,all,all,2015,churn,0.5498254579499999,FL
full-year,fish,all,all,2017,churn,0.5433384452800001,FL
full-year,fish,all,all,2018,churn,0.53299398101,FL
full-year,fish,all,all,2009,participants,1074737,FL
full-year,fish,all,all,2010,participants,1215011,FL
full-year,fish,all,all,2011,participants,1335695,FL
full-year,fish,all,all,2012,participants,1359794,FL
full-year,fish,all,all,2013,participants,1479056,FL
full-year,fish,all,all,2014,participants,1528285,FL
full-year,fish,all,all,2015,participants,1636096,FL
full-year,fish,all,all,2016,participants,1635384,FL
full-year,fish,all,all,2017,participants,1620538,FL
full-year,fish,all,all,2018,participants,1610136,FL
full-year,fish,all,all,2014,recruits,520471,FL
full-year,fish,all,all,2015,recruits,552551,FL
full-year,fish,all,all,2016,recruits,514990,FL
full-year,fish,all,all,2017,recruits,493566,FL
full-year,fish,all,all,2018,recruits,474633,FL
full-year,hunt,all,all,2010,churn,0.37493907194,FL
full-year,hunt,all,all,2011,churn,0.38490524952999994,FL
full-year,hunt,all,all,2012,churn,0.3926921180299999,FL
full-year,hunt,all,all,2013,churn,0.38070836746000003,FL
full-year,hunt,all,all,2014,churn,0.3970171497,FL
full-year,hunt,all,all,2015,churn,0.38615937519,FL
full-year,hunt,all,all,2017,churn,0.38821081892,FL
full-year,hunt,all,all,2018,churn,0.3529018998700001,FL
full-year,hunt,all,all,2009,participants,164128,FL
full-year,hunt,all,all,2010,participants,165329,FL
full-year,hunt,all,all,2011,participants,164261,FL
full-year,hunt,all,all,2012,participants,166072,FL
full-year,hunt,all,all,2013,participants,177146,FL
full-year,hunt,all,all,2014,participants,178359,FL
full-year,hunt,all,all,2014,recruits,43693,FL
full-year,all_sports,all,all,2016,churn,0.53544277155,FL
full-year,fish,all,all,2016,churn,0.546581951615,FL
full-year,hunt,all,all,2016,churn,0.387185097055,FL
full-year,hunt,all,all,2015,participants,180057.53333333507,FL
full-year,hunt,all,all,2016,participants,183155.16190476436,FL
full-year,hunt,all,all,2017,participants,186252.79047619272,FL
full-year,hunt,all,all,2018,participants,189350.419047622,FL
full-year,hunt,all,all,2015,recruits,44109.093479630465,FL
full-year,hunt,all,all,2016,recruits,44867.92642426157,FL
full-year,hunt,all,all,2017,recruits,45626.75936889245,FL
full-year,hunt,all,all,2018,recruits,46385.59231352356,FL
full-year,all_sports,gender,female,2010,churn,0.6195805974699999,FL
full-year,all_sports,gender,female,2011,churn,0.61238401001,FL
full-year,all_sports,gender,female,2012,churn,0.6261625845300001,FL
full-year,all_sports,gender,female,2013,churn,0.60811622483,FL
full-year,all_sports,gender,female,2014,churn,0.61752444436,FL
full-year,all_sports,gender,female,2015,churn,0.60504879015,FL
full-year,all_sports,gender,female,2017,churn,0.596835112,FL
full-year,all_sports,gender,female,2018,churn,0.58454508431,FL
full-year,all_sports,gender,female,2009,participants,251596,FL
full-year,all_sports,gender,female,2010,participants,278149,FL
full-year,all_sports,gender,female,2011,participants,321482,FL
full-year,all_sports,gender,female,2012,participants,327985,FL
full-year,all_sports,gender,female,2013,participants,357649,FL
full-year,all_sports,gender,female,2014,participants,373436,FL
full-year,all_sports,gender,female,2015,participants,396683,FL
full-year,all_sports,gender,female,2016,participants,397676,FL
full-year,all_sports,gender,female,2017,participants,390413,FL
full-year,all_sports,gender,female,2018,participants,387701,FL
full-year,all_sports,gender,female,2014,recruits,150404,FL
full-year,all_sports,gender,female,2015,recruits,156979,FL
full-year,all_sports,gender,female,2016,recruits,148025,FL
full-year,all_sports,gender,female,2017,recruits,139463,FL
full-year,all_sports,gender,female,2018,recruits,135009,FL
full-year,fish,gender,female,2010,churn,0.6276472635199999,FL
full-year,fish,gender,female,2011,churn,0.61959878517,FL
full-year,fish,gender,female,2012,churn,0.6329000151399999,FL
full-year,fish,gender,female,2013,churn,0.61452690167,FL
full-year,fish,gender,female,2014,churn,0.6236176476399999,FL
full-year,fish,gender,female,2015,churn,0.6105996280499999,FL
