timeframe,group,segment,year,category,metric,value,state
full-year,hunt,age,2018,45-54,participants,44036,OR
full-year,hunt,age,2009,55-64,participants,51301,OR
full-year,hunt,age,2010,55-64,participants,49528,OR
full-year,hunt,age,2011,55-64,participants,49885,OR
full-year,hunt,age,2012,55-64,participants,48974,OR
full-year,hunt,age,2013,55-64,participants,49041,OR
full-year,hunt,age,2014,55-64,participants,48547,OR
full-year,hunt,age,2015,55-64,participants,48281,OR
full-year,hunt,age,2016,55-64,participants,47959,OR
full-year,hunt,age,2017,55-64,participants,46680,OR
full-year,hunt,age,2018,55-64,participants,45501,OR
full-year,hunt,all,2014,all,recruits,23988,OR
full-year,hunt,all,2015,all,recruits,24539,OR
full-year,hunt,all,2016,all,recruits,24777,OR
full-year,hunt,all,2017,all,recruits,22426,OR
full-year,hunt,all,2018,all,recruits,21307,OR
full-year,hunt,residency,2014,resident,recruits,20300,OR
full-year,hunt,residency,2015,resident,recruits,20574,OR
full-year,hunt,residency,2016,resident,recruits,20812,OR
full-year,hunt,residency,2017,resident,recruits,18581,OR
full-year,hunt,residency,2018,resident,recruits,17559,OR
full-year,hunt,residency,2014,nonresident,recruits,3688,OR
full-year,hunt,residency,2015,nonresident,recruits,3965,OR
full-year,hunt,residency,2016,nonresident,recruits,3965,OR
full-year,hunt,residency,2017,nonresident,recruits,3845,OR
full-year,hunt,residency,2018,nonresident,recruits,3748,OR
full-year,hunt,gender,2014,male,recruits,17678,OR
full-year,hunt,gender,2015,male,recruits,18047,OR
full-year,hunt,gender,2016,male,recruits,18238,OR
full-year,hunt,gender,2017,male,recruits,16809,OR
full-year,hunt,gender,2018,male,recruits,16221,OR
full-year,hunt,gender,2014,female,recruits,6310,OR
full-year,hunt,gender,2015,female,recruits,6492,OR
full-year,hunt,gender,2016,female,recruits,6539,OR
full-year,hunt,gender,2017,female,recruits,5617,OR
full-year,hunt,gender,2018,female,recruits,5086,OR
full-year,hunt,age,2014,18-24,recruits,4510,OR
full-year,hunt,age,2015,18-24,recruits,4316,OR
full-year,hunt,age,2016,18-24,recruits,4709,OR
full-year,hunt,age,2017,18-24,recruits,3672,OR
full-year,hunt,age,2018,18-24,recruits,3132,OR
full-year,hunt,age,2014,25-34,recruits,6962,OR
full-year,hunt,age,2015,25-34,recruits,7168,OR
full-year,hunt,age,2016,25-34,recruits,6812,OR
full-year,hunt,age,2017,25-34,recruits,6557,OR
full-year,hunt,age,2018,25-34,recruits,6267,OR
full-year,hunt,age,2014,35-44,recruits,4859,OR
full-year,hunt,age,2015,35-44,recruits,5123,OR
full-year,hunt,age,2016,35-44,recruits,5245,OR
full-year,hunt,age,2017,35-44,recruits,4766,OR
full-year,hunt,age,2018,35-44,recruits,4868,OR
full-year,hunt,age,2014,45-54,recruits,4001,OR
full-year,hunt,age,2015,45-54,recruits,4205,OR
full-year,hunt,age,2016,45-54,recruits,4277,OR
full-year,hunt,age,2017,45-54,recruits,3892,OR
full-year,hunt,age,2018,45-54,recruits,3676,OR
full-year,hunt,age,2014,55-64,recruits,3656,OR
full-year,hunt,age,2015,55-64,recruits,3727,OR
full-year,hunt,age,2016,55-64,recruits,3735,OR
full-year,hunt,age,2017,55-64,recruits,3539,OR
full-year,hunt,age,2018,55-64,recruits,3364,OR
full-year,hunt,all,2010,all,churn,0.230732973973553,OR
full-year,hunt,all,2011,all,churn,0.209236970066744,OR
full-year,hunt,all,2012,all,churn,0.206853941063276,OR
full-year,hunt,all,2013,all,churn,0.19779264503177,OR
full-year,hunt,all,2014,all,churn,0.205126255305194,OR
full-year,hunt,all,2015,all,churn,0.20356501825834,OR
full-year,hunt,all,2016,all,churn,0.204314219801651,OR
full-year,hunt,all,2017,all,churn,0.215211972447387,OR
full-year,hunt,all,2018,all,churn,0.213951100244499,OR
full-year,hunt,residency,2010,resident,churn,0.207708280954642,OR
full-year,hunt,residency,2011,resident,churn,0.19667220150081,OR
full-year,hunt,residency,2012,resident,churn,0.194384242893563,OR
full-year,hunt,residency,2013,resident,churn,0.185462286793341,OR
full-year,hunt,residency,2014,resident,churn,0.193164496705812,OR
full-year,hunt,residency,2015,resident,churn,0.191294049476718,OR
full-year,hunt,residency,2016,resident,churn,0.191923818830511,OR
full-year,hunt,residency,2017,resident,churn,0.202452706179658,OR
full-year,hunt,residency,2018,resident,churn,0.200552547011056,OR
full-year,hunt,residency,2010,nonresident,churn,0.496665949666595,OR
full-year,hunt,residency,2011,nonresident,churn,0.399671421103726,OR
full-year,hunt,residency,2012,nonresident,churn,0.395362979855568,OR
full-year,hunt,residency,2013,nonresident,churn,0.385973133395814,OR
full-year,hunt,residency,2014,nonresident,churn,0.387695161539651,OR
full-year,hunt,residency,2015,nonresident,churn,0.385054878965569,OR
full-year,hunt,residency,2016,nonresident,churn,0.381288165164292,OR
full-year,hunt,residency,2017,nonresident,churn,0.394691535150646,OR
full-year,hunt,residency,2018,nonresident,churn,0.399869062340874,OR
full-year,hunt,gender,2010,male,churn,0.218625480622977,OR
full-year,hunt,gender,2011,male,churn,0.198345643492077,OR
full-year,hunt,gender,2012,male,churn,0.196103211059584,OR
full-year,hunt,gender,2013,male,churn,0.188011496903598,OR
full-year,hunt,gender,2014,male,churn,0.194459117729699,OR
full-year,hunt,gender,2015,male,churn,0.193389340467711,OR
full-year,hunt,gender,2016,male,churn,0.194233409610984,OR
full-year,hunt,gender,2017,male,churn,0.204538119279803,OR
full-year,hunt,gender,2018,male,churn,0.203065498291995,OR
full-year,hunt,gender,2010,female,churn,0.30459280014619,OR
full-year,hunt,gender,2011,female,churn,0.276795524922585,OR
full-year,hunt,gender,2012,female,churn,0.272145570885823,OR
full-year,hunt,gender,2013,female,churn,0.254934210526316,OR
full-year,hunt,gender,2014,female,churn,0.263622066668722,OR
full-year,hunt,gender,2015,female,churn,0.256395913680926,OR
full-year,hunt,gender,2016,female,churn,0.254053443308288,OR
full-year,hunt,gender,2017,female,churn,0.265659512966649,OR
full-year,hunt,gender,2018,female,churn,0.264746569278442,OR
full-year,hunt,age,2010,18-24,churn,0.310742638144773,OR
full-year,hunt,age,2011,18-24,churn,0.300896341724922,OR
full-year,hunt,age,2012,18-24,churn,0.295619132767099,OR
full-year,hunt,age,2013,18-24,churn,0.281719756621331,OR
full-year,hunt,age,2014,18-24,churn,0.29628834092276,OR
full-year,hunt,age,2015,18-24,churn,0.290329482242191,OR
full-year,hunt,age,2016,18-24,churn,0.282863041982106,OR
full-year,hunt,age,2017,18-24,churn,0.310847728323456,OR
full-year,hunt,age,2018,18-24,churn,0.312242030385527,OR
full-year,hunt,age,2010,25-34,churn,0.257608138143272,OR
full-year,hunt,age,2011,25-34,churn,0.23515625,OR
full-year,hunt,age,2012,25-34,churn,0.235381611973599,OR
full-year,hunt,age,2013,25-34,churn,0.228919051972713,OR
full-year,hunt,age,2014,25-34,churn,0.232291642888123,OR
full-year,hunt,age,2015,25-34,churn,0.234771659208958,OR
full-year,hunt,age,2016,25-34,churn,0.233594113605638,OR
full-year,hunt,age,2017,25-34,churn,0.235885932572292,OR
full-year,hunt,age,2018,25-34,churn,0.244560172081965,OR
full-year,hunt,age,2010,35-44,churn,0.230661478599222,OR
full-year,hunt,age,2011,35-44,churn,0.205126561999359,OR
full-year,hunt,age,2012,35-44,churn,0.201476955537484,OR
full-year,hunt,age,2013,35-44,churn,0.190922270547563,OR
full-year,hunt,age,2014,35-44,churn,0.196536095115062,OR
full-year,hunt,age,2015,35-44,churn,0.195106485328202,OR
full-year,hunt,age,2016,35-44,churn,0.195479270962009,OR
full-year,hunt,age,2017,35-44,churn,0.20735354230761,OR
full-year,hunt,age,2018,35-44,churn,0.200581395348837,OR
full-year,hunt,age,2010,45-54,churn,0.209438718639068,OR
full-year,hunt,age,2011,45-54,churn,0.187913782726452,OR
full-year,hunt,age,2012,45-54,churn,0.186780375473245,OR
full-year,hunt,age,2013,45-54,churn,0.176029962546816,OR
full-year,hunt,age,2014,45-54,churn,0.182369882740177,OR
full-year,hunt,age,2015,45-54,churn,0.180270050295302,OR
full-year,hunt,age,2016,45-54,churn,0.183023481303486,OR
full-year,hunt,age,2017,45-54,churn,0.195208178042807,OR
full-year,hunt,age,2018,45-54,churn,0.188149526911742,OR
full-year,hunt,age,2010,55-64,churn,0.190600573088244,OR
full-year,hunt,age,2011,55-64,churn,0.17008560814085,OR
full-year,hunt,age,2012,55-64,churn,0.167966322541846,OR
full-year,hunt,age,2013,55-64,churn,0.160615836974721,OR
full-year,hunt,age,2014,55-64,churn,0.168145021512612,OR
full-year,hunt,age,2015,55-64,churn,0.164170803551198,OR
full-year,hunt,age,2016,55-64,churn,0.168492781839647,OR
full-year,hunt,age,2017,55-64,churn,0.17550773593561,OR
full-year,hunt,age,2018,55-64,churn,0.175085689802913,OR
full-year,fish,all,2009,all,participants,550828,OR
full-year,fish,all,2010,all,participants,503147,OR
full-year,fish,all,2011,all,participants,497591,OR
full-year,fish,all,2012,all,participants,496780,OR
full-year,fish,all,2013,all,participants,497874,OR
full-year,fish,all,2014,all,participants,501904,OR
full-year,fish,all,2015,all,participants,494907,OR
full-year,fish,all,2016,all,participants,500228,OR
full-year,fish,all,2017,all,participants,475814,OR
full-year,fish,all,2018,all,participants,467112,OR
full-year,fish,residency,2009,resident,participants,450954,OR
full-year,fish,residency,2010,resident,participants,415895,OR
full-year,fish,residency,2011,resident,participants,411914,OR
full-year,fish,residency,2012,resident,participants,408701,OR
full-year,fish,residency,2013,resident,participants,409192,OR
full-year,fish,residency,2014,resident,participants,410970,OR
full-year,fish,residency,2015,resident,participants,399506,OR
full-year,fish,residency,2016,resident,participants,401540,OR
full-year,fish,residency,2017,resident,participants,382059,OR
full-year,fish,residency,2018,resident,participants,375863,OR
full-year,fish,residency,2009,nonresident,participants,99874,OR
full-year,fish,residency,2010,nonresident,participants,87252,OR
full-year,fish,residency,2011,nonresident,participants,85677,OR
full-year,fish,residency,2012,nonresident,participants,88079,OR
full-year,fish,residency,2013,nonresident,participants,88682,OR
full-year,fish,residency,2014,nonresident,participants,90934,OR
full-year,fish,residency,2015,nonresident,participants,95401,OR
full-year,fish,residency,2016,nonresident,participants,98688,OR
full-year,fish,residency,2017,nonresident,participants,93755,OR
full-year,fish,residency,2018,nonresident,participants,91249,OR
full-year,fish,gender,2009,male,participants,418092,OR
full-year,fish,gender,2010,male,participants,386181,OR
full-year,fish,gender,2011,male,participants,380043,OR
full-year,fish,gender,2012,male,participants,377326,OR
full-year,fish,gender,2013,male,participants,375120,OR
full-year,fish,gender,2014,male,participants,375968,OR
full-year,fish,gender,2015,male,participants,370625,OR
full-year,fish,gender,2016,male,participants,371980,OR
full-year,fish,gender,2017,male,participants,356272,OR
full-year,fish,gender,2018,male,participants,348767,OR
full-year,fish,gender,2009,female,participants,132736,OR
full-year,fish,gender,2010,female,participants,116966,OR
full-year,fish,gender,2011,female,participants,117548,OR
full-year,fish,gender,2012,female,participants,119454,OR
full-year,fish,gender,2013,female,participants,122754,OR
full-year,fish,gender,2014,female,participants,125936,OR
full-year,fish,gender,2015,female,participants,124282,OR
full-year,fish,gender,2016,female,participants,128248,OR
full-year,fish,gender,2017,female,participants,119542,OR
full-year,fish,gender,2018,female,participants,118345,OR
full-year,fish,age,2009,18-24,participants,63558,OR
full-year,fish,age,2010,18-24,participants,54809,OR
full-year,fish,age,2011,18-24,participants,53777,OR
full-year,fish,age,2012,18-24,participants,53449,OR
full-year,fish,age,2013,18-24,participants,55141,OR
full-year,fish,age,2014,18-24,participants,56731,OR
full-year,fish,age,2015,18-24,participants,54838,OR
full-year,fish,age,2016,18-24,participants,54860,OR
full-year,fish,age,2017,18-24,participants,51397,OR
full-year,fish,age,2018,18-24,participants,49386,OR
full-year,fish,age,2009,25-34,participants,115407,OR
full-year,fish,age,2010,25-34,participants,104758,OR
full-year,fish,age,2011,25-34,participants,104333,OR
full-year,fish,age,2012,25-34,participants,104517,OR
full-year,fish,age,2013,25-34,participants,105280,OR
full-year,fish,age,2014,25-34,participants,107670,OR
full-year,fish,age,2015,25-34,participants,107178,OR
full-year,fish,age,2016,25-34,participants,108558,OR
full-year,fish,age,2017,25-34,participants,103312,OR
full-year,fish,age,2018,25-34,participants,100028,OR
full-year,fish,age,2009,35-44,participants,120326,OR
full-year,fish,age,2010,35-44,participants,109051,OR
full-year,fish,age,2011,35-44,participants,107291,OR
full-year,fish,age,2012,35-44,participants,107589,OR
full-year,fish,age,2013,35-44,participants,108250,OR
full-year,fish,age,2014,35-44,participants,108531,OR
full-year,fish,age,2015,35-44,participants,107300,OR
full-year,fish,age,2016,35-44,participants,109955,OR
full-year,fish,age,2017,35-44,participants,106147,OR
full-year,fish,age,2018,35-44,participants,106771,OR
full-year,fish,age,2009,45-54,participants,135224,OR
full-year,fish,age,2010,45-54,participants,123260,OR
full-year,fish,age,2011,45-54,participants,118931,OR
full-year,fish,age,2012,45-54,participants,116769,OR
full-year,fish,age,2013,45-54,participants,114670,OR
full-year,fish,age,2014,45-54,participants,113861,OR
full-year,fish,age,2015,45-54,participants,111748,OR
full-year,fish,age,2016,45-54,participants,111179,OR
full-year,fish,age,2017,45-54,participants,104632,OR
full-year,fish,age,2018,45-54,participants,101862,OR
full-year,fish,age,2009,55-64,participants,116312,OR
full-year,fish,age,2010,55-64,participants,111268,OR
full-year,fish,age,2011,55-64,participants,113258,OR
full-year,fish,age,2012,55-64,participants,114456,OR
full-year,fish,age,2013,55-64,participants,114532,OR
full-year,fish,age,2014,55-64,participants,115111,OR
full-year,fish,age,2015,55-64,participants,113843,OR
full-year,fish,age,2016,55-64,participants,115675,OR
full-year,fish,age,2017,55-64,participants,110326,OR
full-year,fish,age,2018,55-64,participants,109065,OR
full-year,fish,all,2014,all,recruits,119110,OR
full-year,fish,all,2015,all,recruits,122297,OR
full-year,fish,all,2016,all,recruits,125212,OR
full-year,fish,all,2017,all,recruits,117342,OR
full-year,fish,all,2018,all,recruits,114156,OR
full-year,fish,residency,2014,resident,recruits,67014,OR
full-year,fish,residency,2015,resident,recruits,65654,OR
full-year,fish,residency,2016,resident,recruits,67189,OR
full-year,fish,residency,2017,resident,recruits,62020,OR
full-year,fish,residency,2018,resident,recruits,60861,OR
full-year,fish,residency,2014,nonresident,recruits,52096,OR
full-year,fish,residency,2015,nonresident,recruits,56643,OR
full-year,fish,residency,2016,nonresident,recruits,58023,OR
full-year,fish,residency,2017,nonresident,recruits,55322,OR
full-year,fish,residency,2018,nonresident,recruits,53295,OR
full-year,fish,gender,2014,male,recruits,78877,OR
full-year,fish,gender,2015,male,recruits,81672,OR
full-year,fish,gender,2016,male,recruits,83354,OR
full-year,fish,gender,2017,male,recruits,79508,OR
full-year,fish,gender,2018,male,recruits,77052,OR
full-year,fish,gender,2014,female,recruits,40233,OR
full-year,fish,gender,2015,female,recruits,40625,OR
full-year,fish,gender,2016,female,recruits,41858,OR
full-year,fish,gender,2017,female,recruits,37834,OR
full-year,fish,gender,2018,female,recruits,37104,OR
full-year,fish,age,2014,18-24,recruits,18194,OR
full-year,fish,age,2015,18-24,recruits,17855,OR
full-year,fish,age,2016,18-24,recruits,17640,OR
full-year,fish,age,2017,18-24,recruits,16084,OR
full-year,fish,age,2018,18-24,recruits,15337,OR
full-year,fish,age,2014,25-34,recruits,31141,OR
full-year,fish,age,2015,25-34,recruits,32337,OR
full-year,fish,age,2016,25-34,recruits,33126,OR
full-year,fish,age,2017,25-34,recruits,31299,OR
full-year,fish,age,2018,25-34,recruits,29665,OR
full-year,fish,age,2014,35-44,recruits,25494,OR
full-year,fish,age,2015,35-44,recruits,26150,OR
full-year,fish,age,2016,35-44,recruits,27316,OR
full-year,fish,age,2017,35-44,recruits,26159,OR
full-year,fish,age,2018,35-44,recruits,26226,OR
full-year,fish,age,2014,45-54,recruits,23154,OR
full-year,fish,age,2015,45-54,recruits,24077,OR
full-year,fish,age,2016,45-54,recruits,24320,OR
full-year,fish,age,2017,45-54,recruits,22247,OR
full-year,fish,age,2018,45-54,recruits,21869,OR
full-year,fish,age,2014,55-64,recruits,21127,OR
full-year,fish,age,2015,55-64,recruits,21878,OR
full-year,fish,age,2016,55-64,recruits,22810,OR
full-year,fish,age,2017,55-64,recruits,21553,OR
full-year,fish,age,2018,55-64,recruits,21059,OR
full-year,fish,all,2010,all,churn,0.433884987691257,OR
full-year,fish,all,2011,all,churn,0.416160684650807,OR
full-year,fish,all,2012,all,churn,0.41365298005792,OR
full-year,fish,all,2013,all,churn,0.417854986110552,OR
full-year,fish,all,2014,all,churn,0.418652108766475,OR
full-year,fish,all,2015,all,churn,0.430588319678664,OR
full-year,fish,all,2016,all,churn,0.428274403069667,OR
full-year,fish,all,2017,all,churn,0.451630056694148,OR
full-year,fish,all,2018,all,churn,0.442878940090035,OR
full-year,fish,residency,2010,resident,churn,0.371287853252674,OR
full-year,fish,residency,2011,resident,churn,0.354279325310475,OR
full-year,fish,residency,2012,resident,churn,0.353205652649953,OR
full-year,fish,residency,2013,resident,churn,0.354934291817245,OR
full-year,fish,residency,2014,resident,churn,0.354262434902039,OR
full-year,fish,residency,2015,resident,churn,0.36695955169368,OR
full-year,fish,residency,2016,resident,churn,0.359545836837679,OR
full-year,fish,residency,2017,resident,churn,0.380736184095833,OR
full-year,fish,residency,2018,resident,churn,0.370784987580387,OR
full-year,fish,residency,2010,nonresident,churn,0.716512806135731,OR
full-year,fish,residency,2011,nonresident,churn,0.711124100307156,OR
full-year,fish,residency,2012,nonresident,churn,0.704261353688855,OR
full-year,fish,residency,2013,nonresident,churn,0.709817323084958,OR
full-year,fish,residency,2014,nonresident,churn,0.715748404411267,OR
full-year,fish,residency,2015,nonresident,churn,0.718147227659621,OR
full-year,fish,residency,2016,nonresident,churn,0.716093122713598,OR
full-year,fish,residency,2017,nonresident,churn,0.740021279829761,OR
full-year,fish,residency,2018,nonresident,churn,0.736651236213922,OR
full-year,fish,gender,2010,male,churn,0.401856414918304,OR
full-year,fish,gender,2011,male,churn,0.388142269968999,OR
full-year,fish,gender,2012,male,churn,0.385578567857049,OR
full-year,fish,gender,2013,male,churn,0.390183583996438,OR
full-year,fish,gender,2014,male,churn,0.390229595441686,OR
full-year,fish,gender,2015,male,churn,0.400301138313465,OR
full-year,fish,gender,2016,male,churn,0.400236930375391,OR
full-year,fish,gender,2017,male,churn,0.420783613592243,OR
full-year,fish,gender,2018,male,churn,0.415535087152912,OR
full-year,fish,gender,2010,female,churn,0.534564087107226,OR
full-year,fish,gender,2011,female,churn,0.508461242464406,OR
full-year,fish,gender,2012,female,churn,0.504347752101555,OR
full-year,fish,gender,2013,female,churn,0.505195294511659,OR
full-year,fish,gender,2014,female,churn,0.505426457647557,OR
full-year,fish,gender,2015,female,churn,0.520922844776238,OR
full-year,fish,gender,2016,female,churn,0.511857723413672,OR
full-year,fish,gender,2017,female,churn,0.541048297160504,OR
full-year,fish,gender,2018,female,churn,0.524346982145546,OR
full-year,fish,age,2010,18-24,churn,0.546618836338463,OR
full-year,fish,age,2011,18-24,churn,0.523928551880166,OR
full-year,fish,age,2012,18-24,churn,0.525931160161407,OR
full-year,fish,age,2013,18-24,churn,0.522797433067036,OR
full-year,fish,age,2014,18-24,churn,0.518887941821875,OR
full-year,fish,age,2015,18-24,churn,0.5322310553313,OR
full-year,fish,age,2016,18-24,churn,0.527189175389329,OR
full-year,fish,age,2017,18-24,churn,0.5478772854044,OR
full-year,fish,age,2018,18-24,churn,0.54372823316536,OR
full-year,fish,age,2010,25-34,churn,0.475629727832801,OR
full-year,fish,age,2011,25-34,churn,0.456156093090742,OR
full-year,fish,age,2012,25-34,churn,0.456432768155809,OR
full-year,fish,age,2013,25-34,churn,0.461532573648306,OR
full-year,fish,age,2014,25-34,churn,0.458567629179331,OR
full-year,fish,age,2015,25-34,churn,0.472081359710226,OR
full-year,fish,age,2016,25-34,churn,0.471841236074568,OR
full-year,fish,age,2017,25-34,churn,0.492658167213235,OR
full-year,fish,age,2018,25-34,churn,0.487774895462289,OR
full-year,fish,age,2010,35-44,churn,0.431660655219986,OR
full-year,fish,age,2011,35-44,churn,0.414695876241392,OR
full-year,fish,age,2012,35-44,churn,0.414601411115564,OR
full-year,fish,age,2013,35-44,churn,0.417886586918737,OR
full-year,fish,age,2014,35-44,churn,0.420508083140878,OR
full-year,fish,age,2015,35-44,churn,0.431701541495057,OR
full-year,fish,age,2016,35-44,churn,0.423476234855545,OR
full-year,fish,age,2017,35-44,churn,0.450919938519186,OR
full-year,fish,age,2018,35-44,churn,0.441906035968986,OR
full-year,fish,age,2010,45-54,churn,0.400424480861386,OR
full-year,fish,age,2011,45-54,churn,0.39150576018173,OR
full-year,fish,age,2012,45-54,churn,0.386972278043572,OR
full-year,fish,age,2013,45-54,churn,0.389889439834203,OR
full-year,fish,age,2014,45-54,churn,0.390825848085812,OR
full-year,fish,age,2015,45-54,churn,0.40215701601075,OR
full-year,fish,age,2016,45-54,churn,0.403094462540717,OR
full-year,fish,age,2017,45-54,churn,0.423513856283224,OR
full-year,fish,age,2018,45-54,churn,0.413869561893111,OR
full-year,fish,age,2010,55-64,churn,0.372068230277186,OR
full-year,fish,age,2011,55-64,churn,0.354171909264119,OR
full-year,fish,age,2012,55-64,churn,0.348046054141871,OR
full-year,fish,age,2013,55-64,churn,0.357464877332774,OR
full-year,fish,age,2014,55-64,churn,0.359803373729613,OR
full-year,fish,age,2015,55-64,churn,0.368757112699916,OR
full-year,fish,age,2016,55-64,churn,0.368850083009056,OR
full-year,fish,age,2017,55-64,churn,0.395131102331573,OR
full-year,fish,age,2018,55-64,churn,0.382303355510034,OR
full-year,all_sports,all,2009,all,participants,619152,OR
full-year,all_sports,all,2010,all,participants,568086,OR
full-year,all_sports,all,2011,all,participants,561307,OR
full-year,all_sports,all,2012,all,participants,558879,OR
full-year,all_sports,all,2013,all,participants,561184,OR
full-year,all_sports,all,2014,all,participants,565232,OR
full-year,all_sports,all,2015,all,participants,559326,OR
full-year,all_sports,all,2016,all,participants,564502,OR
full-year,all_sports,all,2017,all,participants,539347,OR
full-year,all_sports,all,2018,all,participants,529843,OR
full-year,all_sports,residency,2009,resident,participants,504185,OR
full-year,all_sports,residency,2010,resident,participants,469802,OR
full-year,all_sports,residency,2011,resident,participants,464801,OR
full-year,all_sports,residency,2012,resident,participants,460294,OR
full-year,all_sports,residency,2013,resident,participants,461928,OR
full-year,all_sports,residency,2014,resident,participants,463295,OR
full-year,all_sports,residency,2015,resident,participants,452627,OR
full-year,all_sports,residency,2016,resident,participants,454498,OR
full-year,all_sports,residency,2017,resident,participants,434410,OR
full-year,all_sports,residency,2018,resident,participants,427920,OR
full-year,all_sports,residency,2009,nonresident,participants,114967,OR
full-year,all_sports,residency,2010,nonresident,participants,98284,OR
full-year,all_sports,residency,2011,nonresident,participants,96506,OR
full-year,all_sports,residency,2012,nonresident,participants,98585,OR
full-year,all_sports,residency,2013,nonresident,participants,99256,OR
full-year,all_sports,residency,2014,nonresident,participants,101937,OR
full-year,all_sports,residency,2015,nonresident,participants,106699,OR
full-year,all_sports,residency,2016,nonresident,participants,110004,OR
full-year,all_sports,residency,2017,nonresident,participants,104937,OR
full-year,all_sports,residency,2018,nonresident,participants,101923,OR
