timeframe,group,segment,year,category,metric,value,state
full-year,hunt,all,2009,all,participants,243776,VA
full-year,hunt,all,2010,all,participants,236815,VA
full-year,hunt,all,2011,all,participants,231648,VA
full-year,hunt,all,2012,all,participants,232367,VA
full-year,hunt,all,2013,all,participants,236909,VA
full-year,hunt,all,2014,all,participants,233343,VA
full-year,hunt,all,2015,all,participants,228653,VA
full-year,hunt,all,2016,all,participants,221770,VA
full-year,hunt,all,2017,all,participants,216160,VA
full-year,hunt,all,2018,all,participants,210557,VA
full-year,hunt,residency,2009,resident,participants,223336,VA
full-year,hunt,residency,2010,resident,participants,217382,VA
full-year,hunt,residency,2011,resident,participants,213447,VA
full-year,hunt,residency,2012,resident,participants,214432,VA
full-year,hunt,residency,2013,resident,participants,218779,VA
full-year,hunt,residency,2014,resident,participants,214846,VA
full-year,hunt,residency,2015,resident,participants,209987,VA
full-year,hunt,residency,2016,resident,participants,203267,VA
full-year,hunt,residency,2017,resident,participants,198005,VA
full-year,hunt,residency,2018,resident,participants,192027,VA
full-year,hunt,residency,2009,nonresident,participants,20440,VA
full-year,hunt,residency,2010,nonresident,participants,19433,VA
full-year,hunt,residency,2011,nonresident,participants,18201,VA
full-year,hunt,residency,2012,nonresident,participants,17935,VA
full-year,hunt,residency,2013,nonresident,participants,18130,VA
full-year,hunt,residency,2014,nonresident,participants,18497,VA
full-year,hunt,residency,2015,nonresident,participants,18666,VA
full-year,hunt,residency,2016,nonresident,participants,18503,VA
full-year,hunt,residency,2017,nonresident,participants,18155,VA
full-year,hunt,residency,2018,nonresident,participants,18530,VA
full-year,hunt,gender,2009,male,participants,227033,VA
full-year,hunt,gender,2010,male,participants,219953,VA
full-year,hunt,gender,2011,male,participants,214553,VA
full-year,hunt,gender,2012,male,participants,213442,VA
full-year,hunt,gender,2013,male,participants,216682,VA
full-year,hunt,gender,2014,male,participants,212178,VA
full-year,hunt,gender,2015,male,participants,207286,VA
full-year,hunt,gender,2016,male,participants,200696,VA
full-year,hunt,gender,2017,male,participants,195919,VA
full-year,hunt,gender,2018,male,participants,190770,VA
full-year,hunt,gender,2009,female,participants,16743,VA
full-year,hunt,gender,2010,female,participants,16862,VA
full-year,hunt,gender,2011,female,participants,17095,VA
full-year,hunt,gender,2012,female,participants,18925,VA
full-year,hunt,gender,2013,female,participants,20227,VA
full-year,hunt,gender,2014,female,participants,21165,VA
full-year,hunt,gender,2015,female,participants,21367,VA
full-year,hunt,gender,2016,female,participants,21074,VA
full-year,hunt,gender,2017,female,participants,20241,VA
full-year,hunt,gender,2018,female,participants,19787,VA
full-year,hunt,age,2009,18-24,participants,31427,VA
full-year,hunt,age,2010,18-24,participants,31370,VA
full-year,hunt,age,2011,18-24,participants,30679,VA
full-year,hunt,age,2012,18-24,participants,31739,VA
full-year,hunt,age,2013,18-24,participants,33154,VA
full-year,hunt,age,2014,18-24,participants,33041,VA
full-year,hunt,age,2015,18-24,participants,32090,VA
full-year,hunt,age,2016,18-24,participants,30866,VA
