timeframe,group,segment,year,category,metric,value,state
mid-year,all_sports,all,2009,all,participants,473533,TN
mid-year,all_sports,all,2010,all,participants,455511,TN
mid-year,all_sports,all,2011,all,participants,435343,TN
mid-year,all_sports,all,2012,all,participants,484894,TN
mid-year,all_sports,all,2013,all,participants,457238,TN
mid-year,all_sports,all,2014,all,participants,476469,TN
mid-year,all_sports,all,2015,all,participants,475420,TN
mid-year,all_sports,all,2016,all,participants,459490,TN
mid-year,all_sports,all,2017,all,participants,420629,TN
mid-year,all_sports,all,2018,all,participants,404130,TN
mid-year,all_sports,residency,2009,resident,participants,383916,TN
mid-year,all_sports,residency,2010,resident,participants,368105,TN
mid-year,all_sports,residency,2011,resident,participants,351870,TN
mid-year,all_sports,residency,2012,resident,participants,391754,TN
mid-year,all_sports,residency,2013,resident,participants,369893,TN
mid-year,all_sports,residency,2014,resident,participants,384274,TN
mid-year,all_sports,residency,2015,resident,participants,381006,TN
mid-year,all_sports,residency,2016,resident,participants,368330,TN
mid-year,all_sports,residency,2017,resident,participants,333119,TN
mid-year,all_sports,residency,2018,resident,participants,316586,TN
mid-year,all_sports,residency,2009,nonresident,participants,89617,TN
mid-year,all_sports,residency,2010,nonresident,participants,87406,TN
mid-year,all_sports,residency,2011,nonresident,participants,83473,TN
mid-year,all_sports,residency,2012,nonresident,participants,93140,TN
mid-year,all_sports,residency,2013,nonresident,participants,87345,TN
mid-year,all_sports,residency,2014,nonresident,participants,92195,TN
mid-year,all_sports,residency,2015,nonresident,participants,94414,TN
mid-year,all_sports,residency,2016,nonresident,participants,91160,TN
mid-year,all_sports,residency,2017,nonresident,participants,87510,TN
mid-year,all_sports,residency,2018,nonresident,participants,87544,TN
mid-year,all_sports,gender,2009,male,participants,379188,TN
mid-year,all_sports,gender,2010,male,participants,365803,TN
mid-year,all_sports,gender,2011,male,participants,349008,TN
mid-year,all_sports,gender,2012,male,participants,380629,TN
mid-year,all_sports,gender,2013,male,participants,360400,TN
mid-year,all_sports,gender,2014,male,participants,370766,TN
mid-year,all_sports,gender,2015,male,participants,369896,TN
mid-year,all_sports,gender,2016,male,participants,358362,TN
mid-year,all_sports,gender,2017,male,participants,330306,TN
mid-year,all_sports,gender,2018,male,participants,320672,TN
mid-year,all_sports,gender,2009,female,participants,94345,TN
mid-year,all_sports,gender,2010,female,participants,89708,TN
mid-year,all_sports,gender,2011,female,participants,86335,TN
mid-year,all_sports,gender,2012,female,participants,104265,TN
mid-year,all_sports,gender,2013,female,participants,96838,TN
mid-year,all_sports,gender,2014,female,participants,105703,TN
mid-year,all_sports,gender,2015,female,participants,105524,TN
mid-year,all_sports,gender,2016,female,participants,101128,TN
mid-year,all_sports,gender,2017,female,participants,90323,TN
mid-year,all_sports,gender,2018,female,participants,83458,TN
mid-year,all_sports,age,2009,18-24,participants,56084,TN
mid-year,all_sports,age,2010,18-24,participants,54209,TN
mid-year,all_sports,age,2011,18-24,participants,53174,TN
mid-year,all_sports,age,2012,18-24,participants,64121,TN
mid-year,all_sports,age,2013,18-24,participants,62470,TN
mid-year,all_sports,age,2014,18-24,participants,66257,TN
mid-year,all_sports,age,2015,18-24,participants,65428,TN
mid-year,all_sports,age,2016,18-24,participants,62087,TN
mid-year,all_sports,age,2017,18-24,participants,53786,TN
mid-year,all_sports,age,2018,18-24,participants,50174,TN
mid-year,all_sports,age,2009,25-34,participants,93042,TN
mid-year,all_sports,age,2010,25-34,participants,87799,TN
mid-year,all_sports,age,2011,25-34,participants,85048,TN
mid-year,all_sports,age,2012,25-34,participants,95446,TN
mid-year,all_sports,age,2013,25-34,participants,89994,TN
mid-year,all_sports,age,2014,25-34,participants,95045,TN
mid-year,all_sports,age,2015,25-34,participants,94536,TN
mid-year,all_sports,age,2016,25-34,participants,91526,TN
mid-year,all_sports,age,2017,25-34,participants,82371,TN
mid-year,all_sports,age,2018,25-34,participants,78303,TN
mid-year,all_sports,age,2009,35-44,participants,113117,TN
mid-year,all_sports,age,2010,35-44,participants,106945,TN
mid-year,all_sports,age,2011,35-44,participants,100720,TN
mid-year,all_sports,age,2012,35-44,participants,110347,TN
mid-year,all_sports,age,2013,35-44,participants,101957,TN
mid-year,all_sports,age,2014,35-44,participants,105036,TN
mid-year,all_sports,age,2015,35-44,participants,101728,TN
mid-year,all_sports,age,2016,35-44,participants,97455,TN
mid-year,all_sports,age,2017,35-44,participants,88458,TN
mid-year,all_sports,age,2018,35-44,participants,83909,TN
mid-year,all_sports,age,2009,45-54,participants,118437,TN
mid-year,all_sports,age,2010,45-54,participants,114194,TN
mid-year,all_sports,age,2011,45-54,participants,108103,TN
mid-year,all_sports,age,2012,45-54,participants,118324,TN
mid-year,all_sports,age,2013,45-54,participants,111021,TN
mid-year,all_sports,age,2014,45-54,participants,114254,TN
mid-year,all_sports,age,2015,45-54,participants,114511,TN
mid-year,all_sports,age,2016,45-54,participants,111149,TN
mid-year,all_sports,age,2017,45-54,participants,102806,TN
mid-year,all_sports,age,2018,45-54,participants,98569,TN
mid-year,all_sports,age,2009,55-64,participants,92853,TN
mid-year,all_sports,age,2010,55-64,participants,92363,TN
mid-year,all_sports,age,2011,55-64,participants,88297,TN
mid-year,all_sports,age,2012,55-64,participants,96656,TN
mid-year,all_sports,age,2013,55-64,participants,91794,TN
mid-year,all_sports,age,2014,55-64,participants,95875,TN
mid-year,all_sports,age,2015,55-64,participants,99217,TN
mid-year,all_sports,age,2016,55-64,participants,97274,TN
mid-year,all_sports,age,2017,55-64,participants,93206,TN
mid-year,all_sports,age,2018,55-64,participants,93175,TN
mid-year,all_sports,all,2014,all,recruits,98702,TN
mid-year,all_sports,all,2015,all,recruits,97570,TN
mid-year,all_sports,all,2016,all,recruits,92601,TN
mid-year,all_sports,all,2017,all,recruits,83884,TN
mid-year,all_sports,all,2018,all,recruits,79294,TN
mid-year,all_sports,residency,2014,resident,recruits,58960,TN
mid-year,all_sports,residency,2015,resident,recruits,56467,TN
mid-year,all_sports,residency,2016,resident,recruits,53404,TN
mid-year,all_sports,residency,2017,resident,recruits,46152,TN
mid-year,all_sports,residency,2018,resident,recruits,41296,TN
mid-year,all_sports,residency,2014,nonresident,recruits,39742,TN
mid-year,all_sports,residency,2015,nonresident,recruits,41103,TN
mid-year,all_sports,residency,2016,nonresident,recruits,39197,TN
mid-year,all_sports,residency,2017,nonresident,recruits,37732,TN
mid-year,all_sports,residency,2018,nonresident,recruits,37998,TN
mid-year,all_sports,gender,2014,male,recruits,64661,TN
mid-year,all_sports,gender,2015,male,recruits,64277,TN
mid-year,all_sports,gender,2016,male,recruits,61562,TN
mid-year,all_sports,gender,2017,male,recruits,58170,TN
mid-year,all_sports,gender,2018,male,recruits,56250,TN
mid-year,all_sports,gender,2014,female,recruits,34041,TN
mid-year,all_sports,gender,2015,female,recruits,33293,TN
mid-year,all_sports,gender,2016,female,recruits,31039,TN
mid-year,all_sports,gender,2017,female,recruits,25714,TN
mid-year,all_sports,gender,2018,female,recruits,23044,TN
mid-year,all_sports,age,2014,18-24,recruits,18911,TN
mid-year,all_sports,age,2015,18-24,recruits,18235,TN
mid-year,all_sports,age,2016,18-24,recruits,16550,TN
mid-year,all_sports,age,2017,18-24,recruits,14138,TN
mid-year,all_sports,age,2018,18-24,recruits,13070,TN
mid-year,all_sports,age,2014,25-34,recruits,24399,TN
mid-year,all_sports,age,2015,25-34,recruits,23975,TN
mid-year,all_sports,age,2016,25-34,recruits,22492,TN
mid-year,all_sports,age,2017,25-34,recruits,19954,TN
mid-year,all_sports,age,2018,25-34,recruits,18930,TN
mid-year,all_sports,age,2014,35-44,recruits,21176,TN
mid-year,all_sports,age,2015,35-44,recruits,20253,TN
mid-year,all_sports,age,2016,35-44,recruits,19818,TN
mid-year,all_sports,age,2017,35-44,recruits,18015,TN
mid-year,all_sports,age,2018,35-44,recruits,16804,TN
mid-year,all_sports,age,2014,45-54,recruits,19412,TN
mid-year,all_sports,age,2015,45-54,recruits,19622,TN
mid-year,all_sports,age,2016,45-54,recruits,18800,TN
mid-year,all_sports,age,2017,45-54,recruits,17587,TN
mid-year,all_sports,age,2018,45-54,recruits,16406,TN
mid-year,all_sports,age,2014,55-64,recruits,14802,TN
mid-year,all_sports,age,2015,55-64,recruits,15485,TN
mid-year,all_sports,age,2016,55-64,recruits,14942,TN
mid-year,all_sports,age,2017,55-64,recruits,14188,TN
mid-year,all_sports,age,2018,55-64,recruits,14084,TN
