timeframe,group,segment,year,category,metric,value,state
mid-year,hunt,all,2009,all,participants,186628,MO
mid-year,hunt,all,2010,all,participants,176942,MO
mid-year,hunt,all,2011,all,participants,171144,MO
mid-year,hunt,all,2012,all,participants,173967,MO
mid-year,hunt,all,2013,all,participants,181613,MO
mid-year,hunt,all,2014,all,participants,178238,MO
mid-year,hunt,all,2015,all,participants,178651,MO
mid-year,hunt,all,2016,all,participants,177880,MO
mid-year,hunt,all,2017,all,participants,170975,MO
mid-year,hunt,all,2018,all,participants,169261,MO
mid-year,hunt,all,2019,all,participants,162509,MO
mid-year,hunt,residency,2009,resident,participants,174748,MO
mid-year,hunt,residency,2010,resident,participants,166569,MO
mid-year,hunt,residency,2011,resident,participants,160877,MO
mid-year,hunt,residency,2012,resident,participants,163523,MO
mid-year,hunt,residency,2013,resident,participants,170127,MO
mid-year,hunt,residency,2014,resident,participants,166118,MO
mid-year,hunt,residency,2015,resident,participants,165645,MO
mid-year,hunt,residency,2016,resident,participants,165006,MO
mid-year,hunt,residency,2017,resident,participants,158247,MO
mid-year,hunt,residency,2018,resident,participants,156081,MO
mid-year,hunt,residency,2019,resident,participants,149866,MO
mid-year,hunt,residency,2009,nonresident,participants,11880,MO
mid-year,hunt,residency,2010,nonresident,participants,10373,MO
mid-year,hunt,residency,2011,nonresident,participants,10267,MO
mid-year,hunt,residency,2012,nonresident,participants,10444,MO
mid-year,hunt,residency,2013,nonresident,participants,11486,MO
mid-year,hunt,residency,2014,nonresident,participants,12120,MO
mid-year,hunt,residency,2015,nonresident,participants,13006,MO
mid-year,hunt,residency,2016,nonresident,participants,12874,MO
mid-year,hunt,residency,2017,nonresident,participants,12728,MO
mid-year,hunt,residency,2018,nonresident,participants,13180,MO
mid-year,hunt,residency,2019,nonresident,participants,12643,MO
mid-year,hunt,gender,2009,male,participants,174328,MO
mid-year,hunt,gender,2010,male,participants,165183,MO
mid-year,hunt,gender,2011,male,participants,159730,MO
mid-year,hunt,gender,2012,male,participants,161692,MO
mid-year,hunt,gender,2013,male,participants,167748,MO
mid-year,hunt,gender,2014,male,participants,164202,MO
mid-year,hunt,gender,2015,male,participants,164107,MO
mid-year,hunt,gender,2016,male,participants,162777,MO
mid-year,hunt,gender,2017,male,participants,156639,MO
mid-year,hunt,gender,2018,male,participants,155187,MO
mid-year,hunt,gender,2019,male,participants,149111,MO
mid-year,hunt,gender,2009,female,participants,12300,MO
mid-year,hunt,gender,2010,female,participants,11759,MO
mid-year,hunt,gender,2011,female,participants,11414,MO
mid-year,hunt,gender,2012,female,participants,12275,MO
mid-year,hunt,gender,2013,female,participants,13865,MO
mid-year,hunt,gender,2014,female,participants,14036,MO
mid-year,hunt,gender,2015,female,participants,14544,MO
mid-year,hunt,gender,2016,female,participants,15103,MO
mid-year,hunt,gender,2017,female,participants,14336,MO
mid-year,hunt,gender,2018,female,participants,14074,MO
mid-year,hunt,gender,2019,female,participants,13398,MO
mid-year,hunt,age,2009,18-24,participants,20400,MO
mid-year,hunt,age,2010,18-24,participants,19389,MO
mid-year,hunt,age,2011,18-24,participants,19233,MO
mid-year,hunt,age,2012,18-24,participants,19528,MO
mid-year,hunt,age,2013,18-24,participants,21780,MO
mid-year,hunt,age,2014,18-24,participants,21407,MO
mid-year,hunt,age,2015,18-24,participants,21581,MO
mid-year,hunt,age,2016,18-24,participants,21294,MO
mid-year,hunt,age,2017,18-24,participants,20008,MO
mid-year,hunt,age,2018,18-24,participants,19873,MO
mid-year,hunt,age,2019,18-24,participants,19411,MO
mid-year,hunt,age,2009,25-34,participants,33325,MO
mid-year,hunt,age,2010,25-34,participants,31708,MO
mid-year,hunt,age,2011,25-34,participants,31030,MO
mid-year,hunt,age,2012,25-34,participants,31567,MO
mid-year,hunt,age,2013,25-34,participants,34667,MO
mid-year,hunt,age,2014,25-34,participants,33917,MO
mid-year,hunt,age,2015,25-34,participants,34232,MO
mid-year,hunt,age,2016,25-34,participants,34136,MO
mid-year,hunt,age,2017,25-34,participants,32945,MO
mid-year,hunt,age,2018,25-34,participants,32645,MO
mid-year,hunt,age,2019,25-34,participants,31434,MO
mid-year,hunt,age,2009,35-44,participants,41234,MO
mid-year,hunt,age,2010,35-44,participants,37620,MO
mid-year,hunt,age,2011,35-44,participants,35588,MO
mid-year,hunt,age,2012,35-44,participants,36162,MO
mid-year,hunt,age,2013,35-44,participants,37575,MO
